VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,NUMOCCS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,HIT_RUN,ROLINLOC,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWED,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,SPEEDREL,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,D_VISION1,D_VISION2,D_VISION3,LAST_YR,FIRST_YR,DR_ZIP,MONTH,DAY,HOUR,MINUTE,HARM_EV,MAN_COLL,VE_FORMS
5TENX22N07Z3,5,T,E,N,X,2,2,N,0,7,Z,3,42,2,1,49,472,30,12,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,420765,0,49472,2007,REG,TAC,PK,000000000,G,00000000000,1094,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,25,12,13,8,0,1
1GDHC34M4FV6,1,G,D,H,C,3,4,M,4,F,V,6,42,2,1,23,481,31,42,6,0,0,999,1,0,0,0,1,0,0,0,0,0,0,8,8,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420852,0,23481,1985,C35,C35,CB,000000000,G,00000000000,1315,1645,,,2,0,0,,,,,,,,,,,9,,,,,,,,20,0,0,0,,,99,99,99,,,,9,3,14,48,14,3,1
JTMBD33V8851,J,T,M,B,D,3,3,V,8,8,5,1,42,2,0,49,402,14,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,420855,0,49402,2008,RG4,***,UT,000000000,*,00000000000,1047,0,,3444,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,26,11,48,8,0,1
1P3ES46C5YD8,1,P,3,E,S,4,6,C,5,Y,D,8,42,2,2,9,20,4,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,2,0,420860,0,9020,2000,NLX,***,4D,000000000,*,00000000000,1050,0,,2515,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,10,13,55,1,0,1
1FBNE31L37DA,1,F,B,N,E,3,1,L,3,7,D,A,42,2,0,12,461,21,42,6,0,0,999,1,0,0,0,0,20,22,0,0,0,0,7,7,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,1,2,58,420867,0,12461,2007,WSD,ECO,BU,000284563,G,58000284563,1380,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,28,12,10,14,7,1
1B7KE26C7PS1,1,B,7,K,E,2,6,C,7,P,S,1,42,2,0,7,481,31,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420876,0,7481,1993,D20,D20,PK,000000000,D,00000000000,1310,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,20,18,46,14,3,1
1GCEK19T5YE3,1,G,C,E,K,1,9,T,5,Y,E,3,42,2,0,20,481,31,42,6,0,0,999,1,0,0,0,1,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420902,0,20481,2000,SK1,SIL,PC,000000000,G,00000000000,1435,1575,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,18,21,0,14,2,1
1FDWF36588EE,1,F,D,W,F,3,6,5,8,8,E,E,42,2,0,12,481,31,42,6,0,0,999,1,0,0,0,0,3,96,0,0,0,0,13,13,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,88,420948,0,12481,2008,F3D,DRW,CB,888888888,G,88888888888,1410,1650,,,3,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,12,13,15,44,0,1
1NXBA02E0TZ4,1,N,X,B,A,0,2,E,0,T,Z,4,42,3,1,49,32,4,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,13,13,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420948,0,49032,1996,COA,***,4D,000000000,*,00000000000,970,0,,2315,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,12,13,15,44,0,1
4T1BE46K19U3,4,T,1,B,E,4,6,K,1,9,U,3,42,4,1,49,40,4,6,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,13,13,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,420948,0,49040,2009,CBA,***,4D,000000000,*,00000000000,1090,0,,3263,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,12,13,15,44,0,1
JM1BK3246811,J,M,1,B,K,3,2,4,6,8,1,1,42,3,0,41,51,4,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,13,13,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,420978,0,41051,2008,M3S,***,4D,000000000,*,00000000000,1039,0,,2906,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,21,13,20,12,5,2
1FMDU24E9VUB,1,F,M,D,U,2,4,E,9,V,U,B,42,2,2,12,401,14,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,421055,0,12401,1997,EPR,***,UT,000000000,*,00000000000,1017,0,,3931,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,13,23,24,14,4,1
2P4GP45R3VR1,2,P,4,G,P,4,5,R,3,V,R,1,42,2,0,9,442,20,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,421060,0,9442,1997,VOF,***,SV,000000000,*,00000000000,1133,0,,3587,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,6,22,40,9,0,1
3D7KS28D76G1,3,D,7,K,S,2,8,D,7,6,G,1,42,2,0,7,482,31,42,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,421120,0,7482,2006,SQ2,RPC,CW,000000000,G,00000000000,1405,1605,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,13,7,59,30,0,1
JF1SG63665H7,J,F,1,S,G,6,3,6,6,5,H,7,44,2,0,48,401,14,44,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,55,0,99,99,99,99,99,99,17,0,0,3,0,440010,0,48401,2005,FOR,***,UT,000000000,*,00000000000,994,0,,3090,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,13,16,25,14,2,1
3VWCD21C1YM4,3,V,W,C,D,2,1,C,1,Y,M,4,44,1,0,30,47,3,44,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,8,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,440063,0,30047,2000,NGS,***,2H,000000000,*,00000000000,989,0,,2827,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,21,19,21,27,0,1
1G3NL52E51C1,1,G,3,N,L,5,2,E,5,1,C,1,44,2,1,21,21,4,39,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,440079,0,21021,2001,A/G,***,4D,000000000,*,00000000000,1070,0,,3022,,0,0,,,,,,,,,,,0,,,,,,,,0,0,0,0,,,99,99,99,,,,5,17,12,54,8,0,1
4F4CR12A4STM,4,F,4,C,R,1,2,A,4,S,T,M,45,2,0,41,471,30,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,450074,0,41471,1995,RGC,B23,PK,000000000,G,00000000000,1079,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,1,12,11,50,8,0,1
1XP5D29X3JD2,1,X,P,5,D,2,9,X,3,J,D,2,45,2,0,87,881,63,45,6,0,0,999,1,0,0,0,1,2,3,0,0,0,0,6,6,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,99,450088,0,87881,1988,379,CON,DS,999999999,D,99999999999,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,5,17,30,12,1,1
1HTSCAAN2YH2,1,H,T,S,C,A,A,N,2,Y,H,2,45,3,0,84,881,66,45,6,0,0,999,1,0,0,0,1,6,4,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,99,450088,0,84881,2000,470,40S,CC,999999999,D,99999999999,1280,2540,,,7,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,5,17,30,12,1,1
1FALP4444TF1,1,F,A,L,P,4,4,4,4,T,F,1,45,2,0,12,3,2,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450095,0,12003,1996,MUS,***,CV,000000000,*,00000000000,1013,0,,3269,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,27,19,0,14,1,1
1D4HB58D24F1,1,D,4,H,B,5,8,D,2,4,F,1,45,2,0,7,422,15,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450180,0,7422,2004,DUR,***,UT,000000000,*,00000000000,1192,0,,4972,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,2,1,23,42,0,1
4T1BK36B18U2,4,T,1,B,K,3,6,B,1,8,U,2,45,3,0,49,43,4,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450180,0,49043,2008,UTS,***,4D,000000000,*,00000000000,1110,0,,3490,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,2,1,23,42,0,1
3G4AG54N7NS6,3,G,4,A,G,5,4,N,7,N,S,6,45,1,0,18,7,4,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450248,0,18007,1992,CSP,***,4D,000000000,*,00000000000,1047,0,,2914,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,11,16,41,33,0,1
1G1AT58H9971,1,G,1,A,T,5,8,H,9,9,7,1,45,1,0,20,22,4,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,450295,0,20022,2009,BLT,***,4D,000000000,*,00000000000,1033,0,,3216,,0,0,,,,,,,,,,,9,,,,,,,,20,0,0,0,,,99,99,99,,,,5,13,21,6,12,2,1
1FDXE45S46HA,1,F,D,X,E,4,5,S,4,6,H,A,45,2,0,12,881,60,4,6,0,0,999,1,0,0,0,0,1,1,0,0,0,0,10,10,0,6,1,9,0,0,0,99,8,60,0,99,99,99,99,99,99,17,0,2,3,99,450301,0,12881,2006,4DC,CTV,YY,999999999,G,99999999999,1580,1760,,,4,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,11,21,40,53,0,1
1J4FA39S05P3,1,J,4,F,A,3,9,S,0,5,P,3,45,1,0,2,403,14,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,450304,0,2403,2005,WXR,WRA,2W,000000000,G,00000000000,934,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,3,6,31,12,3,1
1G4CW5132H14,1,G,4,C,W,5,1,3,2,H,1,4,45,2,0,18,3,4,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,450304,0,18003,1987,EPF,***,4D,000000000,*,00000000000,1108,0,,3236,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,3,6,31,12,3,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,45,2,0,98,998,93,45,6,0,0,999,1,0,0,0,0,99,99,0,0,0,0,3,3,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,9,3,99,450340,0,98998,2001,999,999,99,999999999,9,99999999999,9999,9999,9999,9999,9,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,5,0,20,14,5,1
1FDXW46P45EB,1,F,D,X,W,4,6,P,4,5,E,B,45,3,0,12,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450340,0,12481,2005,F4D,DRW,CB,000000000,D,00000000000,1890,0,,,4,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,5,0,20,14,5,1
1FDWF36P16EC,1,F,D,W,F,3,6,P,1,6,E,C,45,4,0,12,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450340,0,12481,2006,F3D,DRW,CB,000000000,D,00000000000,1410,1650,,,3,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,6,5,0,20,14,5,1
1FUYDXYB9XLA,1,F,U,Y,D,X,Y,B,9,X,L,A,45,2,0,82,881,66,45,6,0,0,999,1,0,0,0,1,6,98,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,10,450561,0,82881,1999,FLD,CON,DS,36652,D,1036652,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,5,16,0,14,2,1
1GTEK19V9XE5,1,G,T,E,K,1,9,V,9,X,E,5,45,1,0,23,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450580,0,23481,1999,NK1,SIE,3C,000000000,G,00000000000,1435,1575,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,10,3,50,14,2,1
2GCEK13T6611,2,G,C,E,K,1,3,T,6,6,1,1,45,2,0,20,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450580,0,20481,2006,SK1,SIL,CW,000000000,G,00000000000,1435,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,10,3,50,14,2,1
2GCEC13T4413,2,G,C,E,C,1,3,T,4,4,1,3,45,3,0,20,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450580,0,20481,2004,SC1,SIL,CW,000000000,G,00000000000,1435,0,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,10,3,50,14,2,1
1GCEK19T93E2,1,G,C,E,K,1,9,T,9,3,E,2,45,4,0,20,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450580,0,20481,2003,SK1,SIL,4C,000000000,G,00000000000,1435,1575,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,10,3,50,14,2,1
5TESM92N64Z4,5,T,E,S,M,9,2,N,6,4,Z,4,45,5,0,49,472,30,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450580,0,49472,2004,XPR,TAC,PC,000000000,G,00000000000,1219,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,10,3,50,14,2,1
1XP5DB9XX3D5,1,X,P,5,D,B,9,X,X,3,D,5,45,1,1,87,881,66,39,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,3,2,450636,0,87881,2003,379,CON,DS,95681,D,0295681,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,8,5,30,14,1,1
5TBRN34144S4,5,T,B,R,N,3,4,1,4,4,S,4,45,1,0,49,482,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,3,3,0,6,2,9,0,5,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,450719,0,49482,2004,TT5,TUN,4C,000000000,G,00000000000,1283,0,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,24,5,59,8,0,1
1FALP13P3VW2,1,F,A,L,P,1,3,P,3,V,W,2,45,1,0,12,13,4,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,450722,0,12013,1997,EST,***,4D,000000000,*,00000000000,984,0,,2503,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,26,20,25,8,0,1
2C3KA43R17H6,2,C,3,K,A,4,3,R,1,7,H,6,45,2,0,6,51,4,51,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,5,5,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450724,0,6051,2007,C30,***,4D,000000000,*,00000000000,1200,0,,3632,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,26,19,10,8,0,1
1FAFP53U93A2,1,F,A,F,P,5,3,U,9,3,A,2,45,3,0,12,17,4,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,6,2,9,0,0,0,99,8,18,0,99,99,99,99,99,99,17,0,0,3,0,450724,0,12017,2003,TSE,***,4D,000000000,*,00000000000,1085,0,,3336,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,11,26,19,10,8,0,1
JACDH58W0N79,J,A,C,D,H,5,8,W,0,N,7,9,45,3,0,38,401,14,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450730,0,38401,1992,TRO,***,UT,000000000,*,00000000000,1087,0,,4015,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,10,5,5,29,8,0,2
1HGCB9856MA0,1,H,G,C,B,9,8,5,6,M,A,0,45,3,1,37,32,4,50,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,3,0,450763,0,37032,1991,ALX,***,SW,000000000,*,00000000000,1071,0,,3122,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,6,3,50,8,0,2
JNAMB80H47AH,J,N,A,M,B,8,0,H,4,7,A,H,45,4,0,98,808,63,45,6,0,0,999,1,0,0,0,0,3,3,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,3,3,99,450763,0,98808,2007,UD2,UDS,TB,999999999,D,99999999999,0,0,,,5,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,6,3,50,8,0,2
1FDXF46R68EC,1,F,D,X,F,4,6,R,6,8,E,C,45,1,0,12,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450781,0,12481,2008,F4D,DRW,CB,000000000,D,00000000000,1410,2010,,,4,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,18,14,0,14,1,1
1FAPP93J1KT1,1,F,A,P,P,9,3,J,1,K,T,1,45,2,0,12,13,2,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,8,8,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450796,0,12013,1989,EGT,***,2H,000000000,*,00000000000,942,0,,2442,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,26,20,35,8,0,1
1FTZF1724XNA,1,F,T,Z,F,1,7,2,4,X,N,A,45,2,0,12,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,10,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450814,0,12481,1999,F15,COF,PK,000000000,G,00000000000,1199,1385,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,9,9,17,0,8,0,1
1GBM7H1P0VJ1,1,G,B,M,7,H,1,P,0,V,J,1,45,1,0,20,481,31,45,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,10,10,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,450819,0,20481,1997,7H4,CSR,CC,000000000,G,00000000000,1450,2590,,,7,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,31,11,32,12,5,4
1GNFK16K2PJ3,1,G,N,F,K,1,6,K,2,P,J,3,46,2,2,20,431,16,46,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,460096,0,20431,1993,K15,***,UT,000000000,*,00000000000,1315,0,,5148,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,12,27,14,26,14,9,1
1B7FE16Y7KS0,1,B,7,F,E,1,6,Y,7,K,S,0,47,2,0,7,481,31,47,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,470066,0,7481,1989,D15,D15,PK,000000000,G,00000000000,1150,1310,,,1,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,26,18,0,39,0,1
1FMDU34X3SUB,1,F,M,D,U,3,4,X,3,S,U,B,47,3,0,12,401,14,47,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,3,0,470066,0,12401,1995,EPR,***,UT,000000000,*,00000000000,1115,0,,4053,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,2,26,18,0,39,0,1
2FUPDXYB8VA8,2,F,U,P,D,X,Y,B,8,V,A,8,47,2,0,82,881,66,92,6,0,0,999,1,0,0,0,0,5,96,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,55,0,99,99,99,99,99,99,17,0,3,3,88,470137,0,82881,1997,FLD,CON,DS,888888888,D,88888888888,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,3,30,21,10,14,9,1
1FTEF14Y6SNB,1,F,T,E,F,1,4,Y,6,S,N,B,47,2,0,12,481,31,47,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,1,5,0,6,3,9,0,0,0,99,8,55,0,99,99,99,99,99,99,17,0,0,3,0,470172,0,12481,1995,F15,COF,PK,000000000,G,00000000000,1170,1330,,,2,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,16,11,49,27,0,1
1G3AH35Y8DM4,1,G,3,A,H,3,5,Y,8,D,M,4,47,3,0,21,1,6,47,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,11,11,0,4,2,9,0,0,0,99,8,55,0,99,99,99,99,99,99,17,0,0,3,0,470172,0,21001,1983,CTC,***,SW,000000000,*,00000000000,1081,0,,3437,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,16,11,49,27,0,1
1FUJA6CV15LN,1,F,U,J,A,6,C,V,1,5,L,N,47,2,0,82,881,66,93,6,0,0,999,1,0,0,0,1,6,1,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,470187,0,82881,2005,COL,CON,DS,0096606,D,570096606,0,0,,,8,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,4,24,21,54,14,1,1
1YVGE22C3R51,1,Y,V,G,E,2,2,C,3,R,5,1,47,2,0,41,37,4,5,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,470337,0,41037,1994,UDL,***,4D,000000000,*,00000000000,1028,0,,2637,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,5,17,11,50,14,1,1
2MELM7463TX6,2,M,E,L,M,7,4,6,3,T,X,6,47,3,0,14,6,4,47,6,0,0,999,1,0,0,0,0,0,0,0,0,0,0,7,7,0,4,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,470422,0,14006,1996,GMG,***,4D,000000000,*,00000000000,1144,0,,3796,,0,0,,,,,,,,,,,9,,,,,,,,0,0,0,0,,,99,99,99,,,,7,6,11,0,12,5,2
