VEH_NO,PER_NO,ST_CASE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
1,1,121232,0,0,0,0,0,0,8,0,11,0
2,1,121232,0,0,0,0,0,0,0,0,0,0
1,1,121233,19,19,19,19,19,19,19,19,19,19
1,1,121234,0,4,0,12,0,0,0,0,0,0
2,1,121234,0,0,0,0,19,7,31,19,0,0
0,1,121235,0,0,19,22,0,12,17,0,0,17
1,1,121235,0,0,0,0,0,0,0,0,0,0
1,1,121236,0,0,0,0,0,0,0,0,0,0
2,1,121236,0,0,0,0,0,0,0,0,0,0
1,1,121237,18,18,18,18,18,18,18,18,18,18
2,1,121237,0,0,0,0,0,0,0,0,0,0
1,1,121238,0,0,0,0,0,0,0,0,0,0
1,1,121239,36,42,14,0,0,24,12,19,31,34
1,1,121240,0,0,0,0,0,0,0,0,0,0
2,1,121240,0,0,0,0,0,0,0,0,0,0
1,1,121241,19,19,19,19,19,19,19,19,19,19
2,1,121241,0,0,0,0,0,0,0,0,0,0
0,1,121242,15,15,15,15,15,15,15,15,15,15
1,1,121242,0,0,0,0,0,0,0,0,0,0
2,1,121242,0,0,0,0,0,0,0,0,0,0
0,1,121245,0,0,0,0,0,0,0,0,26,0
0,2,121245,0,0,0,0,0,0,0,0,16,0
1,1,121245,0,0,0,22,0,0,0,0,0,0
3,1,121245,0,0,0,0,0,0,0,0,0,0
1,1,121246,0,0,0,0,0,0,0,0,0,0
2,1,121246,0,0,0,0,0,0,0,0,0,0
1,1,121247,0,0,0,0,0,13,0,0,0,0
0,1,121248,0,0,0,0,0,0,0,0,0,0
1,1,121248,0,0,0,0,0,7,0,0,0,0
1,1,121249,16,0,8,11,0,0,7,0,0,0
2,1,121249,0,0,0,0,0,0,0,7,0,0
1,1,121250,0,0,0,0,0,0,0,0,0,0
2,1,121250,0,0,0,0,0,0,0,0,0,0
1,1,121251,11,11,11,11,11,11,11,11,11,11
1,1,121252,0,0,0,0,0,0,0,0,0,14
2,1,121252,0,0,0,0,0,0,0,0,0,0
1,1,121253,0,0,0,0,0,0,0,0,0,0
2,1,121253,0,0,0,0,0,0,0,0,0,0
3,1,121253,0,0,0,0,0,0,0,0,0,0
4,1,121253,0,0,0,0,0,0,0,0,8,0
5,1,121253,0,0,0,0,0,0,0,0,0,0
6,1,121253,0,0,0,0,0,0,0,0,0,0
7,1,121253,0,0,0,0,0,0,10,0,0,0
8,1,121253,0,0,0,0,0,0,0,0,0,0
1,1,121254,0,0,0,0,0,0,0,0,0,0
2,1,121254,0,0,0,0,0,0,0,0,0,0
1,1,121255,5,5,5,5,5,5,5,5,5,5
2,1,121255,0,0,0,0,0,0,0,0,0,0
3,1,121255,0,0,0,0,0,0,0,0,0,0
1,1,121256,0,0,0,0,0,0,0,0,0,0
1,1,121257,12,12,12,12,12,12,12,12,12,12
2,1,121257,0,0,0,0,0,0,0,0,0,0
1,1,121258,27,27,27,27,27,27,27,27,27,27
1,1,121259,8,8,8,8,8,8,8,8,8,8
2,1,121259,0,0,0,0,0,0,0,0,0,0
1,1,121260,16,16,16,16,16,16,16,16,16,16
1,1,121261,1,1,1,1,1,1,1,1,1,1
1,1,121262,0,0,0,0,0,0,0,0,0,0
2,1,121262,0,0,0,0,0,0,0,0,0,0
1,1,121263,19,19,19,19,19,19,19,19,19,19
1,1,121264,0,0,0,0,0,0,0,0,0,0
2,1,121264,0,0,0,0,0,0,0,0,0,0
1,1,121265,0,0,0,0,0,0,0,0,0,0
1,1,121266,0,0,0,0,0,0,0,0,0,0
2,1,121266,0,0,0,0,0,0,0,0,0,0
1,1,121267,0,0,0,0,0,0,0,0,0,10
2,1,121267,0,0,0,0,0,0,0,0,0,0
1,1,121269,6,6,6,6,6,6,6,6,6,6
1,1,121270,0,0,0,0,0,0,0,0,0,0
1,1,121271,0,0,0,0,0,0,0,0,0,0
2,1,121271,0,0,0,0,0,0,0,0,0,0
1,1,121273,0,0,0,0,0,9,12,0,0,0
2,1,121273,0,0,0,0,0,0,0,0,0,0
1,1,121274,0,0,0,0,0,0,0,0,0,0
1,1,121275,23,23,23,23,23,23,23,23,23,23
1,1,121276,0,0,0,0,0,0,0,0,0,0
1,1,121277,0,0,0,0,0,0,0,0,0,0
2,1,121277,0,0,0,0,0,0,0,0,0,0
0,1,121278,32,32,32,32,32,32,32,32,32,32
1,1,121278,16,0,0,0,0,0,0,2,0,0
1,1,121279,0,0,0,0,0,0,0,0,0,0
2,1,121279,0,0,0,0,0,0,0,0,0,0
1,1,121280,22,22,22,22,22,22,22,22,22,22
1,1,121281,0,0,0,0,0,0,0,0,0,0
1,1,121282,24,24,24,24,24,24,24,24,24,24
1,1,121283,0,0,0,0,0,0,0,0,0,0
1,1,121284,0,0,0,0,0,0,0,0,0,0
2,1,121284,0,0,0,0,0,0,0,0,0,0
0,1,121285,0,0,0,0,0,0,0,0,0,0
1,1,121285,0,0,0,0,0,0,0,0,0,0
1,1,121286,0,0,0,0,0,0,0,0,0,0
2,1,121286,0,0,0,0,0,0,0,0,0,0
3,1,121286,0,0,0,0,0,0,0,0,0,0
4,1,121286,0,0,0,0,0,0,0,0,0,0
0,1,121287,16,16,16,16,16,16,16,16,16,16
1,1,121287,4,0,0,0,0,0,6,0,0,0
1,1,121288,15,15,15,15,15,15,15,15,15,15
1,1,121289,0,0,0,0,0,0,0,0,0,0
2,1,121289,0,0,0,0,0,0,0,0,0,0
1,1,121290,11,11,11,11,11,11,11,11,11,11
2,1,121290,0,0,0,0,0,0,0,0,0,0
3,1,121290,0,0,0,0,0,0,0,0,0,0
1,1,121291,0,0,0,0,0,0,0,0,0,0
2,1,121291,0,6,0,0,0,0,0,0,0,0
1,1,121292,8,8,8,8,8,8,8,8,8,8
2,1,121292,7,7,7,7,7,7,7,7,7,7
1,1,121294,0,0,0,0,0,0,0,0,0,0
1,1,121295,0,0,0,0,0,0,0,0,0,0
2,1,121295,0,0,0,0,0,0,0,0,0,0
1,1,121296,0,9,0,0,38,0,0,0,13,14
1,1,121297,0,0,0,0,0,0,0,0,0,0
2,1,121297,0,0,0,0,0,0,0,0,0,0
3,1,121297,0,0,0,0,0,0,0,0,0,0
1,1,121298,15,15,15,15,15,15,15,15,15,15
1,1,121299,0,0,0,0,0,0,0,0,0,0
1,1,121300,27,27,27,27,27,27,27,27,27,27
1,1,121301,11,0,0,11,0,0,0,0,0,0
2,1,121301,0,0,0,0,0,0,0,0,0,0
1,1,121302,31,31,31,31,31,31,31,31,31,31
0,1,121303,0,0,0,0,0,0,0,0,0,0
1,1,121303,0,0,0,0,0,0,0,0,0,0
1,1,121304,0,0,0,0,0,0,0,0,0,0
0,1,121305,33,33,33,33,33,33,33,33,33,33
1,1,121305,0,0,0,0,0,0,0,0,0,0
2,1,121305,0,0,0,0,0,0,0,0,0,0
1,1,121306,0,0,0,0,0,0,0,0,0,0
2,1,121306,0,0,0,0,0,0,0,0,0,0
1,1,121307,10,10,10,10,10,10,10,10,10,10
1,1,121308,0,6,0,0,0,0,0,0,0,21
1,1,121309,0,0,0,0,0,0,0,0,0,0
0,1,121310,0,0,0,0,0,0,8,0,0,0
1,1,121310,0,0,0,0,0,0,0,0,0,0
2,1,121310,0,0,0,0,0,0,0,0,0,0
0,1,121311,0,0,0,0,36,0,0,0,0,0
1,1,121311,0,0,0,0,0,0,0,0,0,0
1,1,121312,0,0,0,0,0,0,0,0,0,0
2,1,121312,0,0,0,0,16,0,0,9,0,0
1,1,121313,0,0,0,0,0,0,0,0,0,0
2,1,121313,0,0,0,0,0,0,0,0,0,0
1,1,121314,15,15,15,15,15,15,15,15,15,15
1,1,121315,0,0,0,0,0,0,0,0,0,0
1,1,121316,0,0,0,0,0,0,0,0,0,0
2,1,121316,0,0,0,0,0,0,0,0,0,0
1,1,121318,24,0,0,0,0,0,0,7,0,24
1,1,121319,0,0,0,0,0,0,0,0,0,0
2,1,121319,0,0,0,0,0,0,0,0,0,2
1,1,121320,6,6,6,6,6,6,6,6,6,6
1,1,121321,0,0,0,0,0,0,0,0,0,0
2,1,121321,0,0,0,0,0,0,0,0,0,0
1,1,121322,27,27,27,27,27,27,27,27,27,27
2,1,121322,0,0,0,0,0,0,0,6,25,0
1,1,121323,29,29,29,29,29,29,29,29,29,29
1,1,121324,10,10,10,10,10,10,10,10,10,10
2,1,121324,0,0,0,0,0,0,0,0,0,0
3,1,121324,0,0,0,0,0,0,0,0,0,0
1,1,121325,12,12,12,12,12,12,12,12,12,12
1,1,121326,0,0,0,0,0,0,0,0,0,0
1,1,121327,0,0,0,0,0,0,0,0,0,0
2,1,121327,0,0,0,6,0,0,0,0,0,0
3,1,121327,5,5,5,5,5,5,5,5,5,5
1,1,121328,0,0,0,0,0,0,0,0,0,0
2,1,121328,10,0,0,0,0,0,15,0,0,4
1,1,121329,27,0,15,32,30,27,23,28,16,0
1,1,121330,0,0,0,0,0,0,0,0,0,0
1,1,121331,13,13,13,13,13,13,13,13,13,13
1,1,121332,0,0,0,0,0,0,0,0,0,0
2,1,121332,0,0,0,0,0,0,0,0,0,6
3,1,121332,0,0,0,0,0,0,0,0,0,0
0,1,121333,0,0,0,0,0,0,0,0,0,0
1,1,121333,0,0,0,0,0,0,0,0,0,0
1,1,121334,15,10,19,13,21,9,31,26,17,10
1,1,121335,22,22,22,22,22,22,22,22,22,22
2,1,121335,6,6,6,6,6,6,6,6,6,6
3,1,121335,0,0,0,0,0,0,0,0,0,0
1,1,121336,0,0,0,0,6,0,0,0,0,0
2,1,121336,0,0,0,0,0,0,0,0,0,0
1,1,121337,0,0,0,0,0,0,0,0,0,0
1,1,121338,0,0,0,0,0,0,0,0,0,0
1,1,121339,0,0,0,0,0,0,0,0,0,0
2,1,121339,0,0,0,0,0,0,0,0,0,0
1,1,121340,18,18,18,18,18,18,18,18,18,18
2,1,121340,0,0,0,0,0,0,0,0,0,0
1,1,121341,3,3,3,3,3,3,3,3,3,3
2,1,121341,0,0,0,0,0,0,0,0,0,0
1,1,121342,16,16,16,16,16,16,16,16,16,16
0,1,121343,0,0,0,0,0,0,0,0,0,0
1,1,121343,0,0,7,0,0,15,24,0,0,0
0,1,121344,10,10,10,10,10,10,10,10,10,10
1,1,121344,0,0,0,9,0,0,0,0,0,0
0,1,121345,30,30,30,30,30,30,30,30,30,30
1,1,121345,0,0,0,0,0,0,0,0,0,0
1,1,121346,8,8,8,8,8,8,8,8,8,8
2,1,121346,0,3,0,0,0,0,0,0,0,0
1,1,121347,11,11,11,11,11,11,11,11,11,11
2,1,121347,0,0,0,0,0,0,0,0,0,15
0,1,121348,0,0,0,15,0,0,0,0,22,0
1,1,121348,0,0,0,14,0,27,14,0,0,26
1,1,121349,22,22,22,22,22,22,22,22,22,22
1,1,121350,0,9,0,0,0,0,0,0,0,0
2,1,121350,0,0,0,0,0,0,0,0,0,0
1,1,121351,0,0,0,0,0,0,0,0,0,0
2,1,121351,0,0,0,0,0,0,0,0,0,0
1,1,121353,0,0,0,0,0,0,0,0,0,0
2,1,121353,0,0,0,0,0,0,0,0,0,0
1,1,121354,0,0,0,0,0,0,0,0,0,0
2,1,121354,0,0,0,0,0,0,0,0,0,0
1,1,121355,14,14,14,14,14,14,14,14,14,14
1,1,121356,30,0,30,13,0,0,0,0,0,25
1,1,121357,28,28,28,28,28,28,28,28,28,28
2,1,121357,12,12,12,12,12,12,12,12,12,12
1,1,121358,0,0,0,0,0,0,0,0,0,0
1,1,121359,21,21,21,21,21,21,21,21,21,21
1,1,121360,0,0,0,0,0,0,0,0,0,0
1,1,121361,10,10,10,10,10,10,10,10,10,10
1,1,121362,9,9,9,9,9,9,9,9,9,9
1,1,121363,22,22,22,22,22,22,22,22,22,22
1,1,121364,9,9,9,9,9,9,9,9,9,9
1,1,121365,0,0,0,0,0,0,0,0,0,0
0,1,121366,0,0,0,0,0,0,0,0,0,0
1,1,121366,0,0,0,0,0,0,0,0,0,0
1,1,121367,0,0,0,0,0,0,0,0,0,0
1,1,121368,17,17,17,17,17,17,17,17,17,17
2,1,121368,0,0,0,0,0,0,0,0,0,0
0,1,121369,0,0,0,0,0,0,0,5,0,0
0,2,121369,0,0,0,0,0,0,0,0,0,0
1,1,121369,10,0,0,0,0,0,0,0,0,10
1,1,121370,22,13,10,25,0,11,0,0,0,0
1,1,121371,0,0,0,0,0,0,0,0,0,0
2,1,121371,0,0,0,0,0,0,0,0,0,0
3,1,121371,0,0,0,0,0,0,0,0,0,0
4,1,121371,0,0,0,0,0,0,0,0,0,0
5,1,121371,0,0,0,0,0,0,0,0,0,0
6,1,121371,0,0,0,0,0,0,0,0,0,0
7,1,121371,0,0,0,0,0,0,0,0,0,0
8,1,121371,0,0,0,0,0,0,0,0,0,0
9,1,121371,0,0,0,0,9,0,0,0,0,0
0,1,121372,0,0,0,0,0,0,0,0,0,0
1,1,121372,13,0,0,0,0,0,0,0,0,0
0,1,121373,0,0,0,0,0,0,0,0,0,0
0,2,121373,0,0,0,0,0,0,0,0,0,0
1,1,121373,0,0,0,0,0,0,0,0,0,2
1,1,121374,0,0,0,0,0,0,0,0,0,0
2,1,121374,0,0,0,0,0,0,0,0,0,0
1,1,121375,0,0,0,0,0,0,0,0,0,0
2,1,121375,0,0,0,0,0,0,0,0,0,0
0,1,121377,0,0,28,0,0,22,0,0,0,0
1,1,121377,0,0,0,0,6,14,0,0,0,0
1,1,121378,0,0,0,0,0,0,0,0,0,0
2,1,121378,0,0,0,0,0,0,0,0,0,0
1,1,121379,0,0,0,0,0,0,0,0,0,0
2,1,121379,0,0,0,0,0,0,0,0,0,0
0,1,121380,0,0,0,0,0,0,0,0,0,0
1,1,121380,0,0,0,0,0,0,0,0,0,0
1,1,121381,0,0,0,0,0,0,0,0,7,0
1,1,121383,0,0,0,0,0,0,0,0,0,0
2,1,121383,0,0,22,0,0,21,0,0,0,0
1,1,121384,17,17,17,17,17,17,17,17,17,17
2,1,121384,5,5,5,5,5,5,5,5,5,5
1,1,121385,0,0,0,0,0,0,0,0,0,0
0,1,121387,0,0,0,0,0,0,0,0,28,0
1,1,121387,0,0,0,0,0,0,0,0,0,0
1,1,121388,0,0,0,0,0,0,0,0,0,0
0,1,121389,0,0,0,0,0,0,0,0,0,0
0,2,121389,0,0,0,0,11,0,0,0,0,0
0,3,121389,0,0,0,0,0,0,0,0,0,0
0,4,121389,0,0,0,0,0,0,0,0,0,0
1,1,121389,0,0,0,0,0,0,0,0,0,0
2,1,121389,0,0,0,0,0,0,0,0,0,0
1,1,121390,18,18,18,18,18,18,18,18,18,18
1,1,121391,0,0,0,0,8,5,9,0,0,0
2,1,121391,0,0,0,0,0,0,0,0,0,0
1,1,121392,0,0,0,0,0,0,0,4,0,0
1,1,121393,0,0,0,0,0,0,0,0,0,0
0,1,121394,32,10,0,50,44,0,0,14,10,24
1,1,121394,0,0,0,0,0,0,0,0,0,0
1,1,121395,0,0,0,0,0,0,0,0,0,0
1,1,121397,0,0,0,0,0,0,0,0,0,0
2,1,121397,0,0,0,0,0,0,0,0,0,0
0,1,121398,21,21,21,21,21,21,21,21,21,21
1,1,121398,0,0,0,0,0,0,0,0,0,0
1,1,121399,0,0,0,0,0,0,0,0,0,0
2,1,121399,0,0,0,0,0,0,0,0,0,0
1,1,121400,0,0,0,0,0,0,0,0,0,0
0,1,121401,0,0,0,0,0,0,0,0,0,0
1,1,121401,24,0,0,0,0,0,14,0,0,0
0,1,121402,0,0,0,0,0,0,0,0,0,0
1,1,121402,1,1,1,1,1,1,1,1,1,1
1,1,121403,0,0,0,0,0,0,0,0,0,0
1,1,121404,0,0,0,0,0,0,0,0,0,0
1,1,121405,0,0,0,0,0,0,0,0,0,0
2,1,121405,0,0,0,6,14,0,0,0,0,0
3,1,121405,0,0,0,0,0,0,0,0,0,0
1,1,121406,0,0,0,0,0,0,0,0,0,0
2,1,121406,0,0,0,0,0,0,0,0,0,0
1,1,121407,13,13,13,13,13,13,13,13,13,13
1,1,121408,8,8,8,8,8,8,8,8,8,8
1,1,121409,0,0,9,0,15,8,0,10,0,0
1,1,121410,11,11,11,11,11,11,11,11,11,11
1,1,121411,0,0,0,0,0,0,0,0,0,0
2,1,121411,0,0,0,0,0,0,0,0,0,0
1,1,121412,10,0,0,0,0,0,0,0,23,0
1,1,121413,0,0,0,0,0,0,0,0,0,0
2,1,121413,0,0,0,0,0,0,0,0,0,0
3,1,121413,0,0,0,0,0,0,0,0,0,0
4,1,121413,0,0,0,0,0,0,0,0,0,0
5,1,121413,0,0,0,0,0,0,0,0,0,0
1,1,121415,0,0,0,0,0,0,0,0,0,0
2,1,121415,0,0,0,0,0,0,0,0,0,0
1,1,121416,0,0,0,0,0,0,0,0,0,0
2,1,121416,0,0,0,0,0,0,0,0,0,0
1,1,121417,0,0,0,0,0,0,0,0,0,0
1,1,121418,3,3,3,3,3,3,3,3,3,3
0,1,121419,0,0,0,0,0,0,0,0,0,0
1,1,121419,0,0,0,0,0,0,0,0,0,0
1,1,121420,0,0,0,2,0,0,0,0,0,0
1,1,121421,0,0,0,0,0,0,0,0,0,0
1,1,121422,0,0,0,0,0,0,0,0,0,0
2,1,121422,0,0,0,0,0,0,0,0,0,0
1,1,121423,0,0,0,0,14,0,0,0,0,0
1,1,121424,12,12,12,12,12,12,12,12,12,12
1,1,121425,0,0,0,0,0,0,0,0,0,0
2,1,121425,0,0,0,0,0,0,0,0,0,0
1,1,121426,9,0,20,0,15,21,10,20,28,0
1,1,121427,0,0,0,0,0,0,0,0,0,0
2,1,121427,0,0,0,0,0,0,0,0,0,0
1,1,121428,0,0,0,0,0,0,0,0,0,0
2,1,121428,0,0,0,0,0,0,0,0,0,0
1,1,121429,18,18,18,18,18,18,18,18,18,18
2,1,121429,0,0,0,0,0,0,8,0,0,0
1,1,121430,26,26,26,26,26,26,26,26,26,26
2,1,121430,0,0,0,0,0,0,0,0,0,0
1,1,121431,16,16,16,16,16,16,16,16,16,16
1,1,121432,0,0,0,0,0,0,0,0,0,0
1,1,121433,0,0,0,0,0,0,0,0,0,0
2,1,121433,0,0,0,0,0,0,0,0,0,0
1,1,121434,12,0,0,0,0,0,21,13,5,0
1,1,121435,0,0,0,0,0,0,0,0,0,0
2,1,121435,0,0,0,0,0,0,0,0,0,0
0,1,121436,0,0,0,0,0,0,0,0,0,0
1,1,121436,0,8,0,9,0,0,0,0,0,5
2,1,121436,0,0,0,0,0,0,0,0,0,0
1,1,121437,0,22,24,0,5,12,10,0,9,11
1,1,121438,0,0,0,0,0,0,0,0,0,0
1,1,121439,0,15,0,0,0,0,11,0,0,0
2,1,121439,0,0,0,0,0,0,0,0,0,0
1,1,121440,0,0,0,0,0,0,0,0,0,0
2,1,121440,0,0,0,0,13,0,0,0,0,0
1,1,121441,0,5,0,0,0,0,0,0,0,0
2,1,121441,0,0,0,0,0,0,0,0,0,0
3,1,121441,0,0,0,0,0,0,0,0,0,0
0,1,121442,0,15,0,15,0,0,10,0,0,19
1,1,121442,0,0,0,0,0,0,0,0,0,0
1,1,121443,0,25,0,0,3,22,0,0,0,0
2,1,121443,0,0,0,0,0,0,0,0,0,0
1,1,121444,0,0,0,0,0,0,0,0,0,0
2,1,121444,0,0,0,0,0,0,0,0,0,0
0,1,121445,0,0,0,0,0,0,0,25,0,0
1,1,121445,0,15,0,0,0,0,0,0,0,0
1,1,121446,0,0,0,0,0,0,0,0,0,0
2,1,121446,0,0,0,0,0,0,0,0,11,0
0,1,121447,0,0,0,0,0,0,0,0,0,0
0,2,121447,0,0,0,0,0,0,0,0,0,0
1,1,121447,27,27,27,27,27,27,27,27,27,27
1,1,121448,0,0,0,0,0,0,0,0,0,0
2,1,121448,0,0,0,0,0,0,0,0,0,0
1,1,121449,0,0,0,0,0,0,0,0,0,0
0,1,121450,0,0,0,0,0,0,0,0,0,0
1,1,121450,0,0,0,0,0,0,0,0,0,0
0,1,121451,37,37,37,37,37,37,37,37,37,37
0,2,121451,22,22,22,22,22,22,22,22,22,22
1,1,121451,0,0,0,0,0,0,0,0,0,0
1,1,121452,0,0,0,0,0,0,0,0,0,0
1,1,121453,0,0,0,0,0,0,0,0,0,4
2,1,121453,0,0,0,0,0,0,0,0,0,0
1,1,121454,10,10,10,10,10,10,10,10,10,10
2,1,121454,0,0,0,0,0,0,0,0,0,0
1,1,121455,0,0,17,0,0,0,0,0,0,0
1,1,121456,15,15,15,15,15,15,15,15,15,15
0,1,121457,28,28,28,28,28,28,28,28,28,28
1,1,121457,0,0,0,0,0,0,0,0,0,0
1,1,121458,0,0,0,0,0,0,0,0,0,0
2,1,121458,3,3,3,3,3,3,3,3,3,3
0,1,121460,0,0,0,0,0,0,0,0,0,0
0,2,121460,0,0,0,0,0,0,0,0,0,0
1,1,121460,0,0,0,0,0,0,0,0,0,0
1,1,121461,17,17,17,17,17,17,17,17,17,17
0,1,121462,0,0,0,0,0,0,19,0,0,0
1,1,121462,0,0,0,0,0,0,0,0,0,0
2,1,121462,0,0,0,0,0,0,0,0,0,0
1,1,121463,0,10,0,21,0,0,0,0,39,0
1,1,121464,19,19,19,19,19,19,19,19,19,19
1,1,121465,0,0,0,0,0,0,0,0,0,0
2,1,121465,0,0,0,0,0,0,0,0,0,0
1,1,121466,25,25,25,25,25,25,25,25,25,25
2,1,121466,0,0,0,0,0,0,0,0,0,0
1,1,121467,0,14,0,0,0,0,0,9,0,0
2,1,121467,0,0,0,0,0,0,0,0,0,0
2,1,121468,0,0,0,0,0,0,0,0,0,0
1,1,121469,0,0,0,0,0,0,0,0,0,0
0,1,121470,0,0,0,0,0,0,0,0,0,0
1,1,121470,0,0,0,0,0,0,0,0,0,0
0,1,121471,0,0,0,0,0,0,0,0,0,0
1,1,121471,0,0,0,18,0,0,0,0,0,0
0,1,121472,0,0,0,0,0,0,0,0,0,0
1,1,121472,0,18,0,0,0,0,0,0,0,0
1,1,121473,29,29,29,29,29,29,29,29,29,29
1,1,121474,0,0,0,0,0,0,0,0,0,0
1,1,121475,0,0,0,0,0,0,0,0,0,0
2,1,121475,0,0,0,0,0,0,0,0,0,0
3,1,121475,0,0,0,0,0,0,0,0,0,0
4,1,121475,0,0,0,0,0,0,0,0,0,0
0,1,121476,0,0,0,23,20,0,0,0,18,0
1,1,121476,0,0,0,0,0,0,0,0,0,0
1,1,121477,8,8,8,8,8,8,8,8,8,8
2,1,121477,0,0,0,0,0,0,0,0,0,0
1,1,121478,0,11,0,0,0,0,0,0,0,0
2,1,121478,22,2,10,15,14,0,18,0,0,0
1,1,121479,13,13,13,13,13,13,13,13,13,13
2,1,121479,0,0,0,0,0,0,0,0,0,0
0,1,121480,0,0,0,0,23,0,0,14,0,0
1,1,121480,0,0,0,0,0,0,0,0,0,0
1,1,121481,24,24,24,24,24,24,24,24,24,24
1,1,121482,12,12,12,12,12,12,12,12,12,12
1,1,121483,0,0,0,0,0,0,0,0,0,0
2,1,121483,0,0,0,0,0,0,0,0,0,0
1,1,121484,25,25,25,25,25,25,25,25,25,25
1,1,121485,12,0,22,0,0,0,0,0,0,0
2,1,121485,0,0,0,0,0,0,0,0,0,0
1,1,121486,18,18,18,18,18,18,18,18,18,18
0,1,121487,39,39,39,39,39,39,39,39,39,39
1,1,121487,0,0,0,0,0,0,0,0,0,0
1,1,121488,0,0,0,0,0,0,0,0,0,0
1,1,121489,0,0,0,0,0,0,0,0,0,0
2,1,121489,0,0,0,0,0,0,0,0,0,0
3,1,121489,0,0,0,0,0,0,0,0,0,0
1,1,121490,0,0,0,0,0,0,0,0,0,0
0,1,121491,0,0,0,0,0,0,0,0,0,0
1,1,121491,0,0,0,0,0,0,0,0,0,0
2,1,121491,0,0,0,0,0,0,0,17,0,0
1,1,121492,0,0,0,0,0,0,0,0,0,0
1,1,121493,0,0,0,0,0,0,0,0,0,0
1,1,121494,11,0,5,16,9,30,0,26,3,0
0,1,121495,0,0,0,0,0,0,0,0,0,0
1,1,121495,0,0,0,0,0,0,0,0,0,0
1,1,121496,0,0,0,0,0,0,0,0,0,0
2,1,121496,0,0,0,0,0,0,0,0,0,0
1,1,121497,2,2,2,2,2,2,2,2,2,2
1,1,121498,20,22,0,26,15,0,30,52,17,22
1,1,121499,0,0,0,0,6,0,0,0,0,0
1,1,121500,0,0,19,0,10,0,0,0,12,9
0,1,121501,0,0,0,0,21,0,0,0,0,0
1,1,121501,0,0,0,0,0,0,0,0,0,0
1,1,121502,0,0,0,0,0,0,0,0,0,0
2,1,121502,0,0,0,0,0,0,0,0,0,0
3,1,121502,0,0,0,0,0,0,0,0,0,0
1,1,121503,0,0,0,0,0,0,0,0,0,0
2,1,121503,0,0,0,0,0,8,0,0,0,0
1,1,121504,0,0,0,0,0,0,0,0,0,0
2,1,121504,0,0,0,0,0,0,0,0,0,0
1,1,121505,16,0,0,0,0,0,0,0,0,0
1,1,121506,0,0,0,0,0,0,0,0,0,0
2,1,121506,0,0,0,0,0,0,0,0,0,0
0,1,121507,0,0,0,0,0,0,0,0,0,0
1,1,121507,0,0,0,0,0,0,0,0,29,0
1,1,121508,16,16,16,16,16,16,16,16,16,16
1,1,121509,0,0,0,0,0,0,0,0,0,0
2,1,121509,0,0,0,0,0,0,0,0,0,0
3,1,121509,0,0,0,0,0,0,0,0,0,0
4,1,121509,0,0,0,0,0,0,0,0,0,0
5,1,121509,0,0,0,0,0,0,0,0,0,0
1,1,121510,0,0,0,0,0,0,0,0,0,0
1,1,121511,0,0,0,0,0,0,0,0,0,0
2,1,121511,0,0,0,0,0,0,0,0,0,0
3,1,121511,0,0,0,0,0,0,0,0,0,0
4,1,121511,0,0,0,0,0,0,0,0,0,0
1,1,121512,0,0,0,6,0,0,0,0,0,0
2,1,121512,0,9,0,0,0,20,6,0,18,21
1,1,121513,11,11,11,11,11,11,11,11,11,11
2,1,121513,0,0,0,0,0,0,0,0,0,0
1,1,121514,14,14,14,14,14,14,14,14,14,14
2,1,121514,11,11,11,11,11,11,11,11,11,11
0,1,121515,0,0,0,0,7,0,0,0,0,0
1,1,121515,22,22,22,22,22,22,22,22,22,22
1,1,121516,24,24,24,24,24,24,24,24,24,24
1,1,121517,0,0,0,0,0,0,0,0,0,0
1,1,121518,0,0,0,0,0,0,0,0,0,28
0,1,121519,0,0,0,0,0,0,0,0,0,0
0,2,121519,0,0,0,0,0,0,0,0,0,0
1,1,121519,0,0,0,0,0,0,0,0,0,0
0,1,121520,4,0,0,0,0,0,0,0,0,0
1,1,121520,0,11,4,8,7,0,0,19,0,0
0,1,121521,1,1,1,1,1,1,1,1,1,1
1,1,121521,0,0,0,0,0,0,0,0,0,0
1,1,121523,0,0,0,0,0,0,0,0,0,0
2,1,121523,0,0,0,0,0,0,0,0,0,0
1,1,121524,0,0,0,0,0,0,0,0,0,0
2,1,121524,0,0,0,0,0,0,0,0,0,0
3,1,121524,0,0,0,5,0,0,0,0,7,0
4,1,121524,0,0,0,0,0,4,0,0,0,0
1,1,121525,0,0,0,0,0,0,0,0,0,0
1,1,121526,3,15,11,0,0,0,14,0,21,29
0,1,121527,0,0,0,0,0,0,0,0,0,0
0,2,121527,0,0,0,0,0,0,0,0,0,0
1,1,121527,19,0,0,0,0,0,0,0,0,0
1,1,121528,0,0,0,0,0,0,0,0,0,0
1,1,121529,18,18,18,18,18,18,18,18,18,18
1,1,121530,18,0,0,0,0,0,0,0,0,17
1,1,121531,0,0,0,0,0,0,0,0,0,0
2,1,121531,0,0,0,0,0,0,0,0,0,0
1,1,121532,0,0,0,0,0,0,0,0,0,0
2,1,121532,0,0,0,0,0,0,0,0,0,0
0,1,121533,0,0,0,0,0,0,0,0,0,0
1,1,121533,0,0,0,0,0,0,0,0,0,0
0,1,121534,0,0,0,39,16,0,0,0,10,0
1,1,121534,0,0,0,0,0,0,0,0,0,0
1,1,121535,0,0,0,0,0,0,0,0,0,0
