VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,STATE,VEH_NO,OCUPANTS,MAKE,MODEL,BODY_TYP,REG_STAT,OWNER,ROLLOVER,J_KNIFE,TRAV_SP,HAZ_INV,HAZ_PLAC,HAZ_CNO,HAZ_REL,TOW_VEH,V_CONFIG,CARGO_BT,SPEC_USE,EMER_USE,IMPACT1,IMPACT2,UNDERIDE,DEFORMED,IMPACTS,TOWAWAY,FIRE_EXP,VEH_CF1,VEH_CF2,VEH_MAN,AVOID,M_HARM,DEATHS,SEQ1,SEQ2,SEQ3,SEQ4,SEQ5,SEQ6,VIN_LNGT,BUS_USE,GVWR,UNITTYPE,MCARR_I1,ST_CASE,HAZ_ID,MAK_MOD,MOD_YEAR,VINA_MOD,SER_TR,VIN_BT,MCARR_I2,FLDCD_TR,MCARR_ID,WHLBS_SH,WHLBS_LG,MCYCL_DS,VIN_WGT,WGTCD_TR,DR_PRES,DR_DRINK,L_STATE,L_TYPE,L_STATUS,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,VIOLCHG1,VIOLCHG2,VIOLCHG3,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,LAST_MO,FIRST_MO,DR_CF1,DR_CF2,DR_CF3,DR_CF4,DR_WGT,DR_HGT,LAST_YR,FIRST_YR,DR_ZIP,MONTH,HARM_EV,MAN_COLL,HIT_RUN,VE_FORMS
JTDBT9231710,J,T,D,B,T,9,2,3,1,7,1,0,26,2,0,49,51,5,26,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,260012,0,49051,2007,YAR,***,4D,000000000,*,00000000000,969,0,,2288,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,24,0,0,1
1HTSCABMXSH6,1,H,T,S,C,A,B,M,X,S,H,6,26,2,1,84,881,62,26,6,0,0,99,1,0,0,0,0,1,3,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,57,260041,0,84881,1995,470,40S,CC,1712714,D,571712714,1280,2540,,,6,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,14,1,0,1
1GTHK29124E1,1,G,T,H,K,2,9,1,2,4,E,1,26,2,1,23,481,31,26,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260046,0,23481,2004,2KH,SIE,4C,000000000,D,00000000000,1430,1575,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,8,0,0,1
1GBE5C1EX5F5,1,G,B,E,5,C,1,E,X,5,F,5,26,2,0,20,881,61,26,6,0,0,99,1,0,0,0,0,1,3,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,3,26,260064,0,20881,2005,C5C,C55,CB,26089,G,2626089,1280,2240,,,5,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,9,0,1
1G6KF5792YU1,1,G,6,K,F,5,7,9,2,Y,U,1,26,2,0,19,3,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,1,1,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260077,0,19003,2000,D/T,***,4D,000000000,*,00000000000,1138,0,,4063,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,53,0,2,1
1B7HF16YXRS6,1,B,7,H,F,1,6,Y,X,R,S,6,26,2,2,7,482,31,26,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,1,0,0,99,8,12,1,99,99,99,99,99,99,17,0,0,2,0,260138,0,7482,1994,150,RPC,PK,000000000,G,00000000000,1187,1347,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,1,0,1
1G2ZG5282541,1,G,2,Z,G,5,2,8,2,5,4,1,26,4,0,22,22,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260140,0,22022,2005,G/6,***,4D,000000000,*,00000000000,1123,0,,3420,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,13,2,0,3
1FTPW14V78FB,1,F,T,P,W,1,4,V,7,8,F,B,26,4,0,12,481,31,0,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260159,0,12481,2008,F1S,COF,CW,000000000,F,00000000000,1390,1500,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,5,0,3
1FTPW14V98FB,1,F,T,P,W,1,4,V,9,8,F,B,26,5,0,12,481,31,0,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260159,0,12481,2008,F1S,COF,CW,000000000,F,00000000000,1390,1500,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,5,0,3
1FTRX14W08FB,1,F,T,R,X,1,4,W,0,8,F,B,26,6,0,12,481,31,0,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260159,0,12481,2008,F15,COF,4C,000000000,G,00000000000,1330,1630,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,5,0,3
1B7HF16Y3VS2,1,B,7,H,F,1,6,Y,3,V,S,2,26,2,1,7,482,31,26,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260164,0,7482,1997,150,RPC,PK,000000000,G,00000000000,1187,1347,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,4,14,7,0,1
1GBHG31F6X11,1,G,B,H,G,3,1,F,6,X,1,1,26,3,0,20,461,21,6,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260266,0,20461,1999,C/T,ETV,MY,000000000,D,00000000000,1390,1770,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,12,1,1,2
2MEHM75VX3X6,2,M,E,H,M,7,5,V,X,3,X,6,26,2,0,14,39,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,4,4,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260274,0,14039,2003,MAU,***,4D,000000000,*,00000000000,1147,0,,4165,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,33,0,0,1
VG6BA04Y8MB0,V,G,6,B,A,0,4,Y,8,M,B,0,26,2,0,86,881,62,26,6,0,0,99,1,0,0,0,0,1,3,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,2,2,99,260280,0,86881,1991,CS3,300,DS,999999999,D,99999999999,1520,1660,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,11,0,1
1P4GH54R2MX5,1,P,4,G,H,5,4,R,2,M,X,5,26,2,1,9,442,20,17,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,2,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,260282,0,9442,1991,VOF,***,SV,000000000,*,00000000000,1193,0,,3819,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,8,0,0,1
1G1AT69K4BD4,1,G,1,A,T,6,9,K,4,B,D,4,26,2,0,20,1,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260346,0,20001,1981,MAL,***,4D,000000000,*,00000000000,1081,0,,3028,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,1,0,1
1G4HP52K0VH4,1,G,4,H,P,5,2,K,0,V,H,4,26,3,1,18,2,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260346,0,18002,1997,LCF,***,4D,000000000,*,00000000000,1108,0,,3446,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,1,0,1
1GKDM19W1YB5,1,G,K,D,M,1,9,W,1,Y,B,5,26,2,0,23,441,20,26,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,8,0,99,99,99,99,99,99,17,0,0,2,0,260361,0,23441,2000,SXT,SAF,ES,000000000,G,00000000000,1112,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,24,0,0,1
1FTRF17Z6XKB,1,F,T,R,F,1,7,Z,6,X,K,B,26,3,0,12,481,31,26,3,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,4,0,260395,0,12481,1999,F15,COF,PK,000000000,C,00000000000,1199,1385,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,1,0,2
1G6DW52P0TR7,1,G,6,D,W,5,2,P,0,T,R,7,26,2,0,19,3,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260494,0,19003,1996,FLB,***,4D,000000000,*,00000000000,1215,0,,4324,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,1,0,1
1FAFP55U21G2,1,F,A,F,P,5,5,U,2,1,G,2,26,2,0,12,17,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260566,0,12017,2001,TSS,***,4D,000000000,*,00000000000,1085,0,,3343,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,53,0,0,1
1GKDT13W3Y22,1,G,K,D,T,1,3,W,3,Y,2,2,26,3,0,23,401,14,26,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260566,0,23401,2000,J/E,J/E,4W,000000000,G,00000000000,1070,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,9,53,0,0,1
1C3XC66R7PD1,1,C,3,X,C,6,6,R,7,P,D,1,26,3,0,6,14,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260571,0,6014,1993,NYS,***,4D,000000000,*,00000000000,1043,0,,3151,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,12,4,0,2
1B7GG22N51S2,1,B,7,G,G,2,2,N,5,1,S,2,26,2,0,7,472,30,26,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,6,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260638,0,7472,2001,DAK,DAK,PC,000000000,G,00000000000,1309,0,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,11,0,1
1C3XC46R0LD7,1,C,3,X,C,4,6,R,0,L,D,7,26,3,0,6,14,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,260638,0,6014,1990,SAL,***,4D,000000000,*,00000000000,1043,0,,3000,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,11,0,1
1GCHK23K97F5,1,G,C,H,K,2,3,K,9,7,F,5,26,4,0,20,481,31,26,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,4,2,9,0,0,0,99,8,14,0,99,99,99,99,99,99,17,0,0,2,0,260638,0,20481,2007,2KH,SIL,CW,000000000,G,00000000000,1530,1670,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,11,0,1
1D7HE28K75S2,1,D,7,H,E,2,8,K,7,5,S,2,26,5,0,7,472,30,26,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260638,0,7472,2005,QST,DAK,CW,000000000,G,00000000000,1309,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,11,0,1
1FAFP53U4XG2,1,F,A,F,P,5,3,U,4,X,G,2,26,3,0,12,17,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,11,11,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260728,0,12017,1999,TSE,***,4D,000000000,*,00000000000,1085,0,,3353,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,10,12,5,0,2
2G4WC582X612,2,G,4,W,C,5,8,2,X,6,1,2,26,2,0,18,22,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260772,0,18022,2006,LCX,***,4D,000000000,*,00000000000,1105,0,,3495,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,34,0,0,1
1G2HX54K9142,1,G,2,H,X,5,4,K,9,1,4,2,26,2,0,22,2,4,26,6,0,0,99,1,0,0,0,0,0,0,0,0,9,9,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,260786,0,22002,2001,BVS,***,4D,000000000,*,00000000000,1122,0,,3633,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,33,0,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,26,2,0,7,442,20,26,6,0,0,99,1,0,0,0,0,0,0,0,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,260911,0,7442,2000,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,24,0,0,1
1HFSC52083A0,1,H,F,S,C,5,2,0,8,3,A,0,26,2,1,37,706,80,26,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,14,1,99,99,99,99,99,99,17,0,0,2,0,260924,0,37706,2003,V13,***,RS,000000000,*,00000000000,,,1312,,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,14,1,3,1
1G4HR52K6VH5,1,G,4,H,R,5,2,K,6,V,H,5,27,3,0,18,2,4,27,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,270054,0,18002,1997,LLF,***,4D,000000000,*,00000000000,1108,0,,3488,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,12,5,0,2
2FZAAWAK62AJ,2,F,Z,A,A,W,A,K,6,2,A,J,27,1,1,98,809,63,27,3,0,0,99,1,0,0,0,1,2,97,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,4,57,270176,0,98809,2002,L80,STE,CC,202506,D,57202506,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,45,1,0,1
999999999999,9,9,9,9,9,9,9,9,9,9,9,9,27,2,0,99,999,99,99,6,0,0,99,1,0,0,0,0,0,0,9,0,99,99,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,9,0,2,0,270210,0,99999,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,14,1,3,1
000000000000,0,0,0,0,0,0,0,0,0,0,0,0,27,1,1,98,739,90,0,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,14,1,99,99,99,99,99,99,17,0,0,3,0,270213,0,98739,9999,999,999,99,000000000,9,00000000000,9999,9999,9999,9999,9,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,1,3,1
1FDYU90R5CVA,1,F,D,Y,U,9,0,R,5,C,V,A,27,2,0,12,881,63,27,6,0,0,99,1,0,0,0,1,3,3,0,0,6,6,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,99,270260,0,12881,1982,LT9,COL,TM,999999999,D,99999999999,1500,2220,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,14,1,0,1
3GNFK12318G2,3,G,N,F,K,1,2,3,1,8,G,2,27,2,0,20,482,31,0,6,0,0,99,1,0,0,0,0,0,0,0,0,3,3,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,270261,0,20482,2008,AVL,***,UT,000000000,*,00000000000,1300,0,,5803,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,8,8,0,2,1
2FZHAZDE25AN,2,F,Z,H,A,Z,D,E,2,5,A,N,27,2,1,98,809,63,1,3,0,0,99,1,0,0,0,0,2,4,0,0,12,12,0,0,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,4,99,270352,0,98809,2005,LT9,STE,TM,999999999,D,99999999999,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,12,2,0,1
1G8ZH52852Z2,1,G,8,Z,H,5,2,8,5,2,Z,2,27,2,2,24,1,4,27,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,1,99,99,99,99,99,99,17,0,0,2,0,270353,0,24001,2002,SL1,***,4D,000000000,*,00000000000,1024,0,,2377,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,11,14,1,0,1
1GCHK23UX3F1,1,G,C,H,K,2,3,U,X,3,F,1,27,2,3,20,481,31,27,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,270400,0,20481,2003,2KH,SIL,CW,000000000,G,00000000000,1530,1670,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,9,0,1
2G1WF52E1492,2,G,1,W,F,5,2,E,1,4,9,2,27,3,1,20,2,4,27,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,270400,0,20002,2004,IMP,***,4D,000000000,*,00000000000,1105,0,,3389,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,9,0,1
2T1BR32E87C7,2,T,1,B,R,3,2,E,8,7,C,7,27,1,2,49,32,4,27,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,270405,0,49032,2007,UCS,***,4D,000000000,*,00000000000,1024,0,,2530,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,9,0,1
1XP5DB9X36N8,1,X,P,5,D,B,9,X,3,6,N,8,27,2,0,87,881,66,38,6,0,0,99,1,0,0,0,1,6,1,0,0,6,6,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,3,2,57,270405,0,87881,2006,379,CON,DS,196566,D,57196566,0,0,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,12,14,9,0,1
1FTRX07W3XKB,1,F,T,R,X,0,7,W,3,X,K,B,29,2,0,12,481,31,29,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,290063,0,12481,1999,F15,COF,4C,000000000,G,00000000000,1385,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,1,42,0,0,1
3B7KC26W2WM2,3,B,7,K,C,2,6,W,2,W,M,2,29,2,0,7,482,31,29,6,0,0,99,1,0,0,0,0,0,0,0,0,7,11,0,4,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290142,0,7482,1998,250,RPC,PK,000000000,G,00000000000,1347,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,14,3,0,2
1GCHC24U07E1,1,G,C,H,C,2,4,U,0,7,E,1,29,2,0,20,481,31,20,3,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,4,0,290193,0,20481,2007,2CH,SIL,PK,000000000,G,00000000000,1330,0,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,3,8,0,0,2
1GDEG25H7F75,1,G,D,E,G,2,5,H,7,F,7,5,29,2,0,23,461,21,92,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,2,0,290255,0,23461,1985,RV2,R/V,IC,000000000,G,00000000000,1100,1250,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,38,0,0,1
2C4GM68415R5,2,C,4,G,M,6,8,4,1,5,R,5,29,3,0,6,54,6,92,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,2,2,9,0,0,0,99,8,54,0,99,99,99,99,99,99,17,0,0,2,0,290255,0,6054,2005,PIF,***,UT,000000000,*,00000000000,1160,0,,4361,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,38,0,0,1
1FTYR10U18PA,1,F,T,Y,R,1,0,U,1,8,P,A,29,3,0,12,471,30,29,6,0,0,99,1,0,0,0,0,0,0,0,0,1,1,0,9,3,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,290318,0,12471,2008,RNG,RNG,PK,000000000,G,00000000000,1120,1180,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,4,0,2
4M2DU86K35UJ,4,M,2,D,U,8,6,K,3,5,U,J,29,4,0,14,401,14,29,6,0,0,99,1,0,0,0,0,0,0,0,0,7,7,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,290318,0,14401,2005,MOU,***,UT,000000000,*,00000000000,1138,0,,4428,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,4,0,2
1FMZU74KX3ZA,1,F,M,Z,U,7,4,K,X,3,Z,A,29,5,0,12,401,14,17,6,0,0,99,1,0,0,0,0,0,0,0,0,8,8,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,3,0,290318,0,12401,2003,EPR,***,UT,000000000,*,00000000000,1137,0,,4094,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,5,14,4,0,2
1GCEG25H6SF1,1,G,C,E,G,2,5,H,6,S,F,1,29,3,0,20,461,21,92,6,0,0,99,1,0,0,0,0,0,0,0,0,12,12,0,9,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290343,0,20461,1995,G20,VAN,VN,000000000,G,00000000000,1100,1250,,,2,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,5,0,2
1FTCR10U5TUB,1,F,T,C,R,1,0,U,5,T,U,B,29,3,0,12,471,30,29,6,0,0,99,1,0,0,0,0,0,0,0,0,5,5,0,2,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290375,0,12471,1996,RNG,RNG,PK,000000000,G,00000000000,1080,1140,,,1,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,6,12,7,0,2
1G2NF12T91M6,1,G,2,N,F,1,2,T,9,1,M,6,29,2,0,22,18,2,0,6,0,0,99,1,0,0,0,0,0,0,0,0,6,6,0,6,2,9,0,0,0,99,8,12,0,99,99,99,99,99,99,17,0,0,2,0,290424,0,22018,2001,SE1,***,CP,000000000,*,00000000000,1070,0,,3066,,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,2,14,1,0,1
1HTSHADT0XH6,1,H,T,S,H,A,D,T,0,X,H,6,29,2,1,84,881,63,94,3,0,0,99,1,0,0,0,0,2,4,0,0,6,6,0,2,2,9,0,4,0,99,8,12,0,99,99,99,99,99,99,17,0,3,4,88,290490,0,84881,1999,490,40S,TM,888888888,D,88888888888,1520,2540,,,8,4,0,99,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,0,0,0,0,999,999,9999,9999,99999,7,45,1,0,1
