COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,TWAY_ID2,latitude,longitud
241,1,12,5,38,1,2,2,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480067,0,2004,US-96,99999999999999999999,30.841586110999998,-93.97368056
497,1,12,12,34,2,4,8,3,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480068,0,2004,FM51,FM2123,33.075258333,-97.64946944
29,1,13,3,37,2,1,1,1,2,2,65,1,1,2,1,40,3,0,1,0,0,0,0,2,3,480069,0,2004,I-37,99999999999999999999,29.210313889000002,-98.41572778
113,1,13,19,46,2,16,5,1,2,3,35,1,1,1,1,0,0,0,1,0,16,0,0,1,3,480070,1730,2004,MARKETCENTERBLVD,99999999999999999999,32.799875,-96.82600000000001
201,1,13,6,25,2,6,4,2,1,2,30,1,1,2,1,20,3,0,5,0,0,0,0,1,3,480071,0,2004,FRANKIE,HILLSBORO,29.780622221999998,-95.17600556
213,1,13,23,15,3,5,8,1,1,2,55,2,1,2,2,0,0,0,5,0,0,0,0,1,3,480072,0,2004,FM1667,99999999999999999999,32.105869444,-96.08352222
213,1,13,12,53,3,2,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480073,2938,2004,US-175,99999999999999999999,32.332561111,-96.04534444
315,1,13,12,39,3,3,3,2,1,4,45,1,1,2,2,0,0,0,2,0,0,0,0,1,3,480074,3500,2004,SR-49,MAIN,32.761511111,-94.35028611
355,1,13,8,38,3,4,8,2,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,1,3,480075,0,2004,FM1694,CR44,27.807919444,-97.61956667
375,1,13,7,7,2,14,8,2,1,2,35,1,1,2,1,20,3,0,1,0,0,0,0,1,3,480076,150,2004,LP279,RUSK,35.210988889,-101.8623056
113,1,14,2,28,6,11,1,1,3,2,50,1,1,1,1,0,0,2,5,1,0,0,0,1,4,480077,1870,2004,I-35E,99999999999999999999,32.620402778,-96.82318056
145,1,14,7,11,5,4,8,2,1,2,65,1,1,2,2,20,3,0,5,0,0,0,0,4,4,480078,0,2004,FM413,FM2027,31.104344444000002,-96.88311944
159,1,14,18,25,2,5,8,1,1,2,60,1,1,2,1,0,0,2,1,0,0,0,0,1,4,480079,0,2004,FM3357,99999999999999999999,33.017536111,-95.27193056
201,1,14,21,0,2,6,4,1,1,2,35,2,1,1,1,0,0,0,1,0,0,0,0,1,4,480080,0,2004,TIDAL,99999999999999999999,29.726069444,-95.113025
217,1,14,6,7,2,4,3,1,1,2,65,1,1,2,2,0,0,0,5,0,19,0,0,1,4,480081,0,2004,SR-171,99999999999999999999,32.055663889,-97.16446389
361,1,14,16,50,4,3,8,1,1,2,60,2,1,2,1,0,0,0,1,0,19,0,0,1,4,480082,0,2004,FM105,99999999999999999999,30.071255556,-93.92278333
453,1,14,7,45,5,3,3,2,1,2,65,1,1,2,1,3,3,0,1,0,0,0,0,2,4,480083,0,2004,SR-71,FM2322,30.385772221999996,-98.086
497,1,14,22,15,4,5,8,3,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480084,0,2004,FM2123,CR3579,33.061438889,-97.72632778
497,1,14,8,40,4,4,3,2,5,2,35,1,1,2,2,20,3,0,5,0,0,0,0,1,4,480085,810,2004,SR-114,FM730,33.078716666999995,-97.55736111
29,1,15,21,7,2,16,5,1,1,4,35,1,1,2,2,0,0,2,2,0,0,0,0,1,5,480086,6090,2004,FLORES,99999999999999999999,29.371697221999998,-98.49744444
75,1,15,13,50,1,4,8,1,1,2,50,2,1,2,2,0,0,0,2,0,0,0,0,1,5,480087,0,2004,FM268,99999999999999999999,34.437141667,-100.1960778
113,1,15,9,25,2,16,5,1,2,3,30,1,1,2,1,0,0,0,1,0,20,0,0,1,5,480088,1730,2004,WYCLIFF,99999999999999999999,32.797688889,-96.83346944
133,1,15,22,40,5,1,1,1,2,2,70,1,1,2,2,0,0,0,2,0,0,0,0,3,5,480089,0,2004,I-20,99999999999999999999,32.380461111,-98.81796111
157,1,15,19,40,2,2,2,1,3,2,60,1,1,2,2,0,0,0,2,0,0,0,0,1,5,480090,0,2004,US-90A,99999999999999999999,29.590005555999998,-95.74718333
181,1,15,16,12,4,14,2,8,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480091,0,2004,US-69,99999999999999999999,33.717480556,-96.50396389
201,1,15,21,25,1,6,4,3,1,2,30,1,1,1,2,20,3,0,1,0,0,0,0,1,5,480092,0,2004,PALMETTO,WINDERMERE,29.923472221999997,-95.59951111
201,1,15,22,0,1,12,8,1,2,4,45,1,1,1,2,0,0,0,1,0,0,0,0,1,5,480093,3280,2004,LP8,MORALES,29.939036111,-95.34570556
331,1,15,10,45,3,2,2,1,1,2,70,1,1,2,2,0,0,0,2,0,0,0,0,2,5,480094,0,2004,US-79,99999999999999999999,30.757908333000003,-96.760425
347,1,15,1,59,2,14,3,1,1,4,40,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480095,4810,2004,SR-21,99999999999999999999,31.606997221999997,-94.66946111
439,1,15,21,59,1,6,4,1,1,2,40,1,1,2,2,0,0,0,2,0,0,0,0,1,5,480096,0,2004,FLORENCE,99999999999999999999,32.859461111,-97.53143056
465,1,15,2,9,2,16,5,1,1,4,30,1,1,2,2,0,0,0,2,0,0,0,0,1,5,480097,1820,2004,BEDELL,99999999999999999999,29.372761111,-100.89103890000001
29,1,16,22,11,6,16,5,2,1,2,35,1,1,2,2,3,3,0,1,0,0,0,0,1,6,480098,6090,2004,IOWA,HACKBERRY,29.412033333000004,-98.47323333
99,1,16,20,23,3,3,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,2,6,480099,0,2004,SR-36,99999999999999999999,31.580513889000002,-97.83901944
113,1,16,23,37,2,16,5,1,3,2,55,1,1,1,2,0,0,0,2,0,0,0,0,2,6,480100,1730,2004,DALLASTOLLWAY,99999999999999999999,,
171,1,16,20,55,3,6,4,1,1,2,55,2,1,2,2,0,0,0,2,0,0,0,0,1,6,480101,0,2004,OLDSANANTONIO,99999999999999999999,30.220619444,-98.84294722
201,1,16,5,0,2,13,8,2,5,3,45,1,1,1,2,0,0,2,1,0,0,0,0,1,6,480102,0,2004,FM1960,CASHELFOREST,29.985366666999997,-95.50299999999999
259,1,16,14,27,2,1,1,1,3,2,70,1,1,2,2,0,0,0,2,0,0,0,0,1,6,480103,0,2004,I-10,99999999999999999999,29.95615,-98.88701944
309,1,16,17,45,5,3,3,1,1,2,65,1,1,2,2,0,0,0,2,0,0,0,0,4,6,480104,0,2004,SR-317,99999999999999999999,31.376180555999998,-97.38190278
367,1,16,15,6,2,4,8,1,1,2,65,1,1,2,2,0,0,0,1,0,0,0,0,1,6,480105,0,2004,FM51,99999999999999999999,32.752405556,-97.79750278
397,1,16,11,30,5,1,1,1,2,2,65,1,1,2,2,0,0,0,2,0,0,0,0,2,6,480106,6010,2004,I-30,99999999999999999999,32.976330556,-96.31465556
441,1,16,20,30,5,16,5,1,5,4,35,1,1,2,2,0,0,0,2,0,0,0,0,1,6,480107,30,2004,MOCKINGBIRD,99999999999999999999,32.457122221999995,-99.75804167
453,1,16,17,15,7,11,1,1,3,3,55,1,1,2,2,0,0,0,2,1,0,0,0,1,6,480108,330,2004,I-35,99999999999999999999,30.208119444,-97.75625556
113,1,17,12,5,6,11,1,1,3,3,60,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480109,1730,2004,I-35,99999999999999999999,32.698686111,-96.82348056
121,1,17,15,45,2,11,1,1,3,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480110,1545,2004,I-35,99999999999999999999,33.149866667,-97.05898333
413,1,17,23,41,2,4,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480111,0,2004,US-290,99999999999999999999,30.855136111,-100.5403944
109,1,18,2,56,2,4,8,1,1,2,55,2,1,2,2,0,0,0,1,0,0,0,0,2,1,480112,0,2004,FM2185,99999999999999999999,31.053419444,-104.82092779999999
113,1,18,2,25,1,16,5,1,1,2,30,2,1,2,2,0,0,0,2,0,0,0,0,1,1,480113,1730,2004,BROCKBANK,99999999999999999999,32.890430556,-96.87740556
131,1,18,16,53,4,6,4,1,1,2,55,2,1,4,1,0,0,0,1,0,0,0,0,2,1,480114,0,2004,263,99999999999999999999,27.3546,-98.52066389
201,1,18,1,10,1,12,2,1,3,4,60,1,1,1,1,0,0,0,1,0,0,0,0,1,1,480115,0,2004,US-59,99999999999999999999,29.874330556,-95.32795833
321,1,18,5,45,2,4,3,2,1,4,55,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480116,0,2004,SR-60,FM2668,28.939825,-95.96424722
453,1,18,17,25,3,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,2,1,480117,0,2004,FM1625,99999999999999999999,30.097122222,-97.73012222
201,1,19,14,20,2,6,4,1,1,2,99,1,1,1,1,0,0,0,1,0,0,0,0,1,2,480118,0,2004,99999999999999999999,99999999999999999999,30.124308333000002,-95.55483056
399,1,19,15,40,6,5,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480119,0,2004,FM2887,99999999999999999999,31.793438889,-99.95233889
97,1,20,8,2,1,2,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480120,0,2004,US-82,99999999999999999999,33.643338889,-97.27902778
203,1,20,11,30,2,1,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480121,0,2004,I-20,99999999999999999999,32.485513889,-94.12151944
397,1,20,0,15,1,11,1,1,3,3,60,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480122,1730,2004,I-30,99999999999999999999,32.877097221999996,-96.51708611
151,1,21,8,30,2,4,8,1,1,2,70,2,1,2,1,40,3,0,1,0,0,0,0,1,4,480123,0,2004,FM419,99999999999999999999,32.679527778,-100.43836390000001
407,1,21,20,10,2,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480124,0,2004,SR-150,99999999999999999999,30.533558333000002,-95.31775278
439,1,21,10,55,4,13,8,3,1,4,50,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480125,4300,2004,FM157,HOUSE,32.581225,-97.15071944
201,1,22,6,42,2,16,5,1,2,3,35,1,1,1,1,0,0,0,1,0,0,0,0,1,5,480126,3280,2004,BELLAIRE,99999999999999999999,29.705511111,-95.48856389
213,1,22,12,25,3,6,4,2,1,2,60,1,1,5,1,0,0,0,1,0,0,0,0,1,5,480127,0,2004,2902,2900,32.329836111,-95.96349444
231,1,22,19,16,2,4,8,1,1,2,55,2,1,2,1,40,3,0,1,0,0,0,0,1,5,480128,9997,2004,FM35,99999999999999999999,32.970555556,-96.29247778
439,1,22,9,1,2,12,3,1,3,3,65,1,1,1,2,0,0,0,1,0,0,0,0,1,5,480129,2450,2004,SR-121,99999999999999999999,32.7751,-97.28703611
491,1,22,22,55,4,11,1,1,2,3,65,1,1,2,1,0,0,4,1,0,0,0,0,1,5,480130,2620,2004,I-35,99999999999999999999,30.600111111,-97.68814444
29,1,23,19,32,7,3,3,1,2,2,65,1,1,2,2,0,0,1,2,0,0,0,0,1,6,480131,0,2004,SR-16,99999999999999999999,29.210047221999996,-98.58499722
85,1,23,20,42,1,4,8,1,1,2,55,2,1,2,1,40,3,0,1,0,0,0,0,1,6,480132,0,2004,FM455,99999999999999999999,33.344669444000004,-96.70702778
141,1,23,12,7,6,11,1,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480133,2190,2004,I-10,99999999999999999999,31.695708333000002,-106.27776670000002
203,1,23,12,53,5,3,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480134,0,2004,US-80,99999999999999999999,32.496930556,-94.16673889
355,1,23,22,36,3,16,5,1,5,4,35,1,1,2,2,0,0,0,2,0,0,0,0,1,6,480135,1550,2004,AYERSST,99999999999999999999,27.760641666999998,-97.41200278
97,1,24,24,0,2,13,2,8,2,2,50,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480136,2550,2004,US-82,99999999999999999999,33.643225,-97.11596667
113,1,24,23,40,4,16,5,1,2,3,35,1,1,2,2,0,0,0,1,0,0,0,0,1,7,480137,1730,2004,SKILLMANST,99999999999999999999,32.855430556,-96.75789722
113,1,24,23,34,5,16,5,2,2,3,45,1,1,1,2,4,3,0,1,0,0,0,0,1,7,480138,2590,2004,BROADWAY,BROADWAYCOMMONS,32.843844444,-96.59547222
309,1,24,6,0,7,1,1,1,3,2,65,1,1,2,2,0,0,0,1,0,0,0,0,1,7,480139,957,2004,I-35,99999999999999999999,31.325347221999998,-97.22958611
439,1,24,2,37,3,13,8,2,3,2,30,1,1,1,1,0,0,0,1,2,0,0,0,1,7,480140,2450,2004,SP347,PECAN,32.759055556,-97.32888611
113,1,25,2,20,3,16,5,1,1,2,35,1,1,2,2,0,0,0,1,0,0,0,0,1,1,480141,1730,2004,DENTON,99999999999999999999,32.882772222,-96.88442222
149,1,25,3,30,2,3,2,1,1,2,65,2,1,2,2,0,0,0,1,0,0,0,0,1,1,480142,0,2004,US-77,99999999999999999999,29.989386110999998,-96.88506389
229,1,25,1,1,1,2,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480143,0,2004,US-62,99999999999999999999,31.748483333000003,-105.0459139
251,1,25,15,40,1,13,3,1,2,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480144,1370,2004,SR-174,99999999999999999999,32.413925,-97.3834
261,1,25,3,17,5,2,2,1,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,2,1,480145,0,2004,US-77,99999999999999999999,27.120352778,-97.79135833
1,1,27,20,35,2,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480146,0,2004,SR-294,99999999999999999999,31.621063889000002,-95.346
29,1,27,8,11,4,16,5,8,1,2,30,1,1,8,1,0,0,0,1,0,0,0,0,1,3,480147,6090,2004,SPRINGVALE,99999999999999999999,29.397530556,-98.64391944
135,1,27,14,53,2,13,3,2,2,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480148,0,2004,SR-302,WALMARTCOURT,31.853013889,-102.4115417
201,1,27,23,10,3,11,1,1,2,4,65,1,1,1,1,0,0,0,1,0,0,0,0,1,3,480149,0,2004,I-10,99999999999999999999,29.775797221999998,-95.13347222
203,1,27,3,45,2,2,2,1,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,1,3,480150,0,2004,US-59,99999999999999999999,32.621169444,-94.33701111
331,1,27,17,6,2,16,5,6,1,2,30,1,1,4,1,0,0,0,1,0,1,0,0,2,3,480151,1100,2004,HOUSTON,99999999999999999999,30.847666667,-96.97889167
481,1,27,18,45,2,2,2,13,6,1,50,1,1,2,1,0,0,2,1,0,0,0,0,1,3,480152,0,2004,US-59,99999999999999999999,29.144947222,-96.35103889
15,1,28,1,20,1,1,1,15,3,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480153,6280,2004,I-10,99999999999999999999,29.75865,-96.22053889
113,1,28,23,25,2,13,8,1,2,4,40,1,1,1,1,0,0,1,1,0,0,0,0,1,4,480154,1730,2004,LP12,99999999999999999999,32.804644444000004,-96.68248333
113,1,28,1,35,4,11,1,1,3,3,50,1,1,1,1,0,0,2,1,1,0,0,0,1,4,480155,1730,2004,I-35E,99999999999999999999,32.634208333000004,-96.82331667
201,1,28,6,47,2,13,2,1,1,4,55,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480156,0,2004,US-90,99999999999999999999,29.837016666999997,-95.20000556
213,1,28,18,0,2,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480157,6314,2004,FM85,99999999999999999999,32.321763889,-96.25568611
