ST_CASE,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,TYP_INT,WEATHER1,WEATHER2,WEATHER,CF1,CF2,CF3,FATALS
480022,1,237,0,3,1,2014,6,11,9,4,3,SR-148,,33.26785278,-98.1742,1,1,0,1,0,0,0,1
480023,2,353,0,3,1,2014,6,22,26,4,3,SR-70,,32.37479722,-100.363,1,1,0,1,0,0,0,2
480024,6,423,0,3,1,2014,6,23,0,3,3,SR-31,,32.37168611,-95.0572,1,1,0,1,0,0,0,1
480025,4,453,330,3,1,2014,6,1,50,12,7,I-35,SR-71,30.21701111,-97.7518,2,1,0,1,0,0,0,2
480026,7,485,7490,3,1,2014,6,17,9,12,2,US-277,,33.89141667,-98.5107,1,1,0,1,0,0,0,2
480027,1,493,6705,3,1,2014,6,21,20,2,2,US-87,,29.27373611,-98.0552,1,1,0,1,0,0,0,1
480028,1,27,3690,4,1,2014,7,19,12,13,3,SR-195,,31.11087222,-97.7468,1,1,0,1,0,0,0,1
480029,1,99,0,4,1,2014,7,20,40,4,8,FM 1113,BERMUDA ST,31.14966944,-97.9365,1,1,0,1,0,0,0,1
480030,2,117,0,4,1,2014,7,8,4,4,8,FM 809,,34.934575,-102.205,1,1,0,1,0,0,0,2
480031,6,133,0,4,1,2014,7,0,35,1,1,I-20,,32.46018056,-98.6412,1,1,0,1,3,0,0,1
480032,5,139,7270,4,1,2014,7,23,57,12,2,US-287,,32.40456667,-96.8224,1,1,0,1,0,0,0,1
480033,2,161,0,4,1,2014,7,0,1,1,1,I-45,,31.84153056,-96.292,1,1,0,1,0,0,0,1
480034,1,201,3280,4,1,2014,7,5,30,12,2,US-59/SOUTHWEST FWY,,29.73426667,-95.3707,1,1,0,1,0,0,0,1
480035,1,331,0,4,1,2014,7,10,35,6,4,CR-109,,30.8584,-97.1394,1,1,0,1,0,0,0,1
480036,1,419,0,4,1,2014,7,17,0,4,8,FM 139,,31.83034722,-93.9328,1,1,0,1,0,0,0,1
480037,2,427,0,4,1,2014,7,1,5,2,2,US-83,,26.40833056,-98.976,1,1,0,1,0,0,0,1
480038,5,449,0,4,1,2014,7,16,15,4,8,FM 3417,,33.10916944,-95.0231,1,10,0,10,0,0,0,1
480039,1,29,6090,5,1,2014,1,2,52,12,2,US-281,,29.45453889,-98.4818,1,1,0,1,0,0,0,1
480040,2,229,0,5,1,2014,1,9,20,4,3,SR-20,,31.34425,-105.92399999999999,1,1,0,1,0,0,0,1
480041,3,347,4810,5,1,2014,1,21,38,14,8,FM 1275,PRUITT HILL DR,31.60889167,-94.6411,3,1,0,1,0,0,0,1
480042,2,355,0,5,1,2014,1,0,54,2,8,FM 624,,27.86324722,-97.6855,1,1,0,1,0,0,0,1
480043,3,201,5230,6,1,2014,2,23,5,16,5,FAIRMONT PKWY,ALLEN GENOA RD,29.65108056,-95.2051,2,1,0,1,0,0,0,2
480044,1,485,0,6,1,2014,2,0,8,2,2,US-287,,34.03961111,-98.8991,1,1,0,1,0,0,0,1
480045,3,29,0,7,1,2014,3,7,48,6,4,CR-NEW SULPHUR SPRINGS RD,,29.36201389,-98.3575,1,1,0,1,0,0,0,1
480046,1,175,0,7,1,2014,3,8,2,2,2,US-59,,28.68500278,-97.29299999999999,1,10,0,10,0,0,0,1
480047,3,201,3280,7,1,2014,3,8,55,11,1,I-10,,29.78477778,-95.6684,1,1,0,1,23,0,0,1
480048,9,201,3280,7,1,2014,3,14,55,13,8,FM 1960,,30.01141944,-95.1363,1,1,0,1,0,0,0,1
480049,1,439,2450,7,1,2014,3,6,40,11,1,I-820,,32.78179722,-97.4688,1,1,0,1,23,0,0,1
480050,2,5,0,8,1,2014,4,19,52,3,3,SR-7,,31.43549722,-94.889,1,1,0,1,0,0,0,1
480051,2,29,6090,8,1,2014,4,23,50,16,5,SOUTHCROSS BLVD,,29.37541944,-98.4507,1,2,0,2,0,0,0,1
480052,2,91,9997,8,1,2014,4,7,28,14,5,FM 2252,,29.62793333,-98.2599,1,10,0,10,0,0,0,1
480053,1,113,1730,8,1,2014,4,20,37,16,5,ABRAMS RD,,32.86549722,-96.7434,1,10,0,10,0,0,0,1
480054,2,409,0,8,1,2014,4,6,12,12,3,SR-361,SP 202,27.91529722,-97.2779,3,1,0,1,0,0,0,1
480055,1,475,0,8,1,2014,4,19,11,6,8,RM 2355,,31.56726389,-103.32,1,1,0,1,0,0,0,1
480056,2,97,0,9,1,2014,5,19,15,2,2,US-82,,33.64714167,-97.3009,1,5,0,5,0,0,0,2
480057,1,201,3280,9,1,2014,5,6,59,16,5,GULF BANK RD,,29.88819722,-95.4221,1,2,0,2,0,0,0,1
480058,5,329,0,9,1,2014,5,13,30,11,1,I-20,,31.90338056,-102.23100000000001,1,1,0,1,0,0,0,1
480059,2,375,0,9,1,2014,5,16,48,13,3,SR-335,,35.24783889,-101.93,1,1,0,1,0,0,0,1
480060,2,473,0,9,1,2014,5,19,55,4,8,FM 359,,29.81588889,-95.9817,1,10,0,10,0,0,0,1
480061,1,167,6860,10,1,2014,6,7,24,16,5,DIKE RD,,29.37238056,-94.8312,1,10,0,10,0,0,0,1
480062,3,181,0,10,1,2014,6,8,10,3,3,SR-289,,33.71683889,-96.68299999999999,1,2,0,2,0,0,0,1
480063,1,201,3280,10,1,2014,6,2,3,11,1,I-10,,29.77360833,-95.2439,1,10,0,10,0,0,0,1
480064,4,303,4140,10,1,2014,6,0,53,11,7,I-27,34TH ST,33.56337222,-101.846,2,1,0,1,0,0,0,1
480065,5,303,4140,10,1,2014,6,20,40,13,3,SR-114,,33.577775,-101.993,1,1,0,1,0,0,0,3
480066,4,453,9997,10,1,2014,6,21,22,13,8,FM 1431,,30.52168333,-97.774,1,1,0,1,0,0,0,2
480067,9,85,5390,11,1,2014,7,15,43,12,2,US-75,,33.07308056,-96.6871,1,1,0,1,0,0,0,1
480068,4,113,1730,11,1,2014,7,12,52,13,3,SR-180,,32.749775,-96.9263,1,1,0,1,0,0,0,1
480069,1,201,3280,11,1,2014,7,20,1,16,5,POST OAK RD,,29.64920278,-95.4637,1,1,0,1,0,0,0,1
480070,2,233,0,11,1,2014,7,19,7,3,3,SR-136,,35.63453056,-101.569,1,1,0,1,0,0,0,2
480071,2,329,4560,11,1,2014,7,8,35,2,3,SR-349/FM1788,YOUNGER RD,31.924425,-102.22,2,1,0,1,0,0,0,1
480072,1,439,260,11,1,2014,7,2,13,12,2,US-287,,32.66841389,-97.2063,1,1,0,1,0,0,0,1
480073,1,491,0,11,1,2014,7,2,19,3,3,SR-195,,30.78878056,-97.7656,1,1,0,1,0,0,0,1
480074,5,77,0,12,1,2014,1,1,43,6,4,CR-4 WIRE RD,,33.52851667,-97.9924,1,1,0,1,0,0,0,1
480075,2,201,3280,12,1,2014,1,0,17,16,5,SWIFTWATER LN,,29.61976667,-95.2758,1,1,0,1,0,0,0,1
480076,5,201,3280,12,1,2014,1,20,44,11,7,I-45 GULF FWY,,29.64671667,-95.2471,1,2,0,2,0,0,0,2
480077,2,405,0,12,1,2014,1,1,3,4,8,FM705,,31.33451944,-94.1548,1,1,0,1,0,0,0,1
480078,2,439,260,12,1,2014,1,5,47,12,3,SR-360 RAMP,,32.68373611,-97.0621,1,1,0,1,0,0,0,1
480079,2,453,330,12,1,2014,1,21,15,16,5,BURNET RD,,30.34075,-97.7389,1,1,0,1,0,0,0,1
480080,2,499,0,12,1,2014,1,10,19,2,2,US-69,,32.72038889,-95.5332,1,1,0,1,0,0,0,1
480081,1,113,1730,13,1,2014,2,23,45,16,5,DUNCANVILLE RD,,32.69278333,-96.9085,1,1,0,1,0,0,0,1
480082,2,113,1730,13,1,2014,2,18,5,16,5,INWOOD RD,,32.79884444,-96.8546,1,1,0,1,23,0,0,1
480083,5,183,4080,13,1,2014,2,18,58,16,5,MOBBERLY AVE,BUCHANAN AVE,32.48265833,-94.7289,1,1,0,1,0,0,0,1
480084,1,201,3280,13,1,2014,2,19,25,16,5,HARRISBURG BLVD,,29.72750278,-95.2789,1,2,0,2,0,0,0,1
480085,4,201,3280,13,1,2014,2,8,14,11,7,I-610,GALVESTON RD,29.70566667,-95.2743,3,10,0,10,0,0,0,1
480086,3,491,1242,13,1,2014,2,12,8,13,8,FM 1431,ARROW POINT DR,30.52944167,-97.8008,2,1,0,1,0,0,0,1
480087,1,29,6090,14,1,2014,3,18,45,11,1,I-10,,29.50355278,-98.5493,1,1,0,1,16,0,0,1
480088,3,453,0,14,1,2014,3,18,43,13,2,US-183,MCKENZIE RD,30.14415,-97.6967,2,1,0,1,14,0,0,1
480089,1,439,2450,16,1,2014,5,5,5,11,1,I-35,,32.67535,-97.3203,1,1,0,1,0,0,0,1
480090,1,321,0,17,1,2014,6,17,48,6,4,CR-RIVER RD,,28.77420278,-96.1482,1,1,0,1,0,0,0,1
480091,2,157,6660,19,1,2014,1,2,0,11,2,US-59,,29.61298611,-95.60799999999999,1,5,0,5,0,0,0,1
480092,2,423,7070,19,1,2014,1,22,0,13,3,SR-64/ERWIN,SL 323,32.3533,-95.3434,2,1,0,1,0,0,0,1
480093,2,439,260,19,1,2014,1,3,38,16,5,ARBROOK BLVD,ALLEN AVE,32.68439167,-97.085,2,1,0,1,0,0,0,1
480094,1,181,6350,1,1,2014,4,18,52,12,2,US-75,,33.69298333,-96.5996,1,1,0,1,0,0,0,1
480095,2,257,4190,3,1,2014,6,7,55,2,2,US-175,BU-175/MASON ST,32.37618056,-96.1235,2,1,0,1,0,0,0,1
480096,2,83,0,6,1,2014,2,22,30,4,3,SR-153,,31.89887778,-99.7109,1,1,0,1,0,0,0,1
480097,1,37,6850,7,1,2014,3,0,5,12,8,SL 151/JARVIS PKWY,,33.38665833,-94.09200000000001,1,1,0,1,0,0,0,1
480098,4,213,0,7,1,2014,3,13,35,2,2,US-175,,32.26553056,-95.9363,1,1,0,1,0,0,0,1
480099,1,127,1180,1,1,2014,4,7,36,12,2,US-83/1ST STREET,,28.54256944,-99.8466,1,10,0,10,20,0,0,1
480100,1,201,0,1,1,2014,4,20,5,6,4,CR-WOODFOREST BLVD,CR-ONALEIGH,29.7887,-95.14200000000001,3,10,0,10,0,0,0,1
480101,4,201,0,1,1,2014,4,18,55,13,8,BU90U BEAUMONT HWY,,29.85932778,-95.1482,1,10,0,10,0,0,0,1
480102,1,215,0,1,1,2014,4,21,55,6,4,CR-BRUSHLINE RD,,26.34591111,-98.0763,1,10,0,10,19,0,0,1
480103,3,201,0,2,1,2014,5,6,35,13,8,FM521 ALMEDA RD,WHITE RD,29.59558333,-95.427,3,1,0,1,0,0,0,1
480104,4,135,5030,7,1,2014,3,13,37,12,7,SR-191 42ND ST,SS588 FAUDREE RD,31.91903889,-102.292,2,1,0,1,0,0,0,1
480105,1,491,5990,7,1,2014,3,2,26,16,5,UNIVERSITY BLVD,OAKMONT DR,30.55985,-97.6865,2,1,0,1,0,0,0,1
480106,1,201,0,8,1,2014,4,2,15,6,4,CR-PARK ROW DR,,29.79203056,-95.7435,1,1,0,1,0,0,0,1
480107,2,201,3280,8,1,2014,4,15,40,11,7,I-45,,29.64172222,-95.2435,1,1,0,1,0,0,0,1
480108,3,329,0,8,1,2014,4,8,5,14,8,FM715,,31.9772,-102.04,1,1,0,1,0,0,0,1
480109,2,389,0,8,1,2014,4,8,49,1,1,I-10,,31.08466667,-104.066,1,1,0,1,0,0,0,1
480110,6,453,0,9,1,2014,5,17,4,15,8,FM812,,30.15195,-97.6705,1,10,0,10,0,0,0,1
480111,1,101,0,10,1,2014,6,4,14,3,2,US-62,,34.24983056,-100.294,1,5,0,5,0,0,0,1
480112,3,215,0,10,1,2014,6,3,45,6,4,CR-SIOUX RD,,26.20628889,-98.0893,1,10,0,10,0,0,0,1
480113,2,221,0,10,1,2014,6,18,29,2,2,US-377,,32.508675,-97.6395,1,1,0,1,0,0,0,1
480114,4,339,7500,10,1,2014,6,18,21,4,3,SR-75,,30.45813611,-95.4916,1,2,0,2,0,0,0,1
480115,4,479,3899,10,1,2014,6,22,55,16,5,MCPHERSON RD,JACAMAN RD,27.56248611,-99.4736,3,1,0,1,0,0,0,1
480116,5,491,3925,10,1,2014,6,15,48,16,7,183A TOLLROAD,HERO WAY,30.58752778,-97.8387,2,1,0,1,0,0,0,1
480117,1,91,0,11,1,2014,7,19,38,6,4,CR-PURGATORY RD,,29.87075278,-98.1066,1,1,0,1,0,0,0,1
480118,1,189,0,11,1,2014,7,17,42,6,4,CR-WELL,,34.22765278,-101.699,1,1,0,1,0,0,0,1
480120,1,341,0,11,1,2014,7,23,58,2,2,US-87,,35.66703889,-101.961,1,1,0,1,0,0,0,1
480121,4,443,0,12,1,2014,1,6,0,2,2,US-285,,30.18064444,-102.402,1,1,0,1,0,0,0,1
480122,2,141,2190,13,1,2014,2,19,14,13,3,SR-20,,31.71537222,-106.35,1,1,0,1,0,0,0,1
480123,3,157,0,14,1,2014,3,13,24,4,8,FM2977 MINONITE RD,FM361 FAIRCHILDS-LONGPOINT RD,29.44565556,-95.7973,3,1,0,1,0,0,0,1
480124,2,439,2450,14,1,2014,3,22,30,11,1,I-30 EAST FWY,BRIDGEWOOD DR,32.76007222,-97.2176,1,1,0,1,0,0,0,1
480125,1,485,7490,14,1,2014,3,6,32,11,1,I-44,,33.95005278,-98.525,1,10,0,10,0,0,0,1
480126,4,489,0,14,1,2014,3,12,50,3,8,FM490,,26.45149167,-97.9,1,1,0,1,0,0,0,2
480127,1,29,6090,15,1,2014,4,6,50,16,5,BRAESVIEW DR,,29.54648889,-98.5268,1,1,0,1,0,0,0,1
480128,2,157,0,15,1,2014,4,13,37,3,8,FM521,,29.44638611,-95.4759,1,1,0,1,0,0,0,1
480129,1,201,3280,15,1,2014,4,9,55,16,5,BELLAIRE BLVD,KENDALIA DR,29.70479444,-95.5467,3,1,0,1,0,0,0,1
480130,2,391,0,15,1,2014,4,8,12,4,8,FM2578,,28.208000000000002,-97.2204,1,1,0,1,0,0,0,1
480131,2,121,1840,16,1,2014,5,7,8,13,2,US-380/UNIVERSITY DR,,33.22920833,-97.147,1,1,0,1,0,0,0,1
480132,2,141,2190,16,1,2014,5,14,9,16,5,VISTA DEL SOL DR,,31.75611944,-106.333,1,1,0,1,0,0,0,1
480133,2,279,0,16,1,2014,5,21,41,3,2,US-70,,34.23396944,-102.505,1,1,0,1,0,0,0,1
480134,2,73,0,17,1,2014,6,6,45,5,8,FM 856,FM 13,32.106675,-95.0423,3,1,0,1,0,0,0,1
480135,7,111,0,17,1,2014,6,8,30,2,2,US-54,,36.12641944,-102.421,1,1,0,1,0,0,0,2
480136,4,143,0,17,1,2014,6,12,7,4,3,SR-220,,32.13251944,-97.9377,1,1,0,1,14,0,0,1
480137,3,151,0,17,1,2014,6,19,10,3,2,US-180,FM 1657,32.74053333,-100.491,2,1,0,1,0,0,0,1
480138,5,55,0,18,1,2014,7,9,5,2,7,US-183,FM 1185,29.95120833,-97.6734,2,1,0,1,0,0,0,3
480139,1,215,5330,18,1,2014,7,19,11,13,8,BU-83/LP 374/CENTER,PALM ST,26.19743056,-98.1976,3,1,0,1,0,0,0,1
480140,2,273,3700,18,1,2014,7,2,12,16,5,SEALE ST,,27.52713333,-97.8857,1,1,0,1,0,0,0,1
480141,2,351,0,18,1,2014,7,11,55,3,3,SR-62,,30.25573333,-93.9,1,1,0,1,0,0,0,2
480142,3,351,0,18,1,2014,7,17,40,3,3,SR-62,GAYLYNN DR,30.25573056,-93.9,3,1,0,1,0,0,0,1
480143,1,439,590,18,1,2014,7,22,31,11,1,I-20,,32.68388611,-97.4575,1,1,0,1,0,0,0,1
480144,3,459,0,18,1,2014,7,18,25,3,3,SR-155,,32.8272,-94.8164,1,1,0,1,0,0,0,1
480145,3,83,0,19,1,2014,1,18,27,4,2,US-283,,31.90346944,-99.4065,1,1,0,1,0,0,0,1
480146,1,85,5390,19,1,2014,1,0,39,16,5,MUNICIPAL AVE,,33.01368611,-96.699,1,1,0,1,0,0,0,1
480147,2,113,1730,19,1,2014,1,22,7,16,5,ROYAL LN,,32.89653611,-96.7751,1,1,0,1,0,0,0,1
480148,7,121,9997,19,1,2014,1,17,25,13,3,SR-114,CHAMPIONSHIP PWY,33.02661944,-97.2878,3,1,0,1,0,0,0,1
480149,2,253,0,19,1,2014,1,1,0,6,4,CR-372,,32.72893889,-99.7271,1,1,0,1,0,0,0,1
480150,2,329,4560,19,1,2014,1,7,30,2,7,SR-191,,31.95811944,-102.262,1,1,0,1,0,0,0,1
480151,2,147,760,20,1,2014,2,16,8,13,2,US-82,THOMAS L HAYS BLVD,33.60387778,-96.166,2,1,0,1,0,0,0,1
480152,1,187,4870,20,1,2014,2,16,3,16,5,STRATFORD GRACE,CAMBRIDGE WAY,29.67321389,-98.0991,3,1,0,1,0,0,0,1
480153,3,351,0,20,1,2014,2,15,10,4,3,SR-87,,30.55762222,-93.7863,1,1,0,1,0,0,0,1
480154,1,355,1550,20,1,2014,2,23,7,14,8,FM2292 CLARKWOOD RD,,27.77178889,-97.5394,1,1,0,1,0,0,0,1
480155,2,483,0,20,1,2014,2,6,30,3,3,SR-152 OKLAHOMA AVE,FM592,35.44445,-100.11200000000001,2,1,0,1,0,0,0,1
480156,1,1,0,21,1,2014,3,18,0,4,3,SR-294,,31.65962778,-95.7336,1,1,0,1,0,0,0,1
480157,1,29,6090,21,1,2014,3,17,26,16,5,BUCKEYE,HILDEBRAND AVE,29.46641111,-98.5208,3,1,0,1,0,0,0,1
480158,1,441,0,21,1,2014,3,4,40,4,8,FM707,,32.48872222,-99.8818,1,1,0,1,0,0,0,1
480159,1,27,0,22,1,2014,4,0,19,6,4,CR-WOLFRIDGE RD,,30.9347,-97.8208,1,1,0,1,20,0,0,1
480160,1,113,1730,22,1,2014,4,12,45,16,5,HALL ST,GASTON AVE,32.78951111,-96.78200000000001,2,1,0,1,0,0,0,1
480161,1,223,6670,22,1,2014,4,10,30,15,8,FM2285,,33.16066667,-95.6147,1,1,0,1,0,0,0,1
480162,1,257,0,22,1,2014,4,0,15,4,3,SR-274,,32.3932,-96.2421,1,1,0,1,0,0,0,1
480164,2,39,0,23,1,2014,5,9,42,13,3,SR-6,CR-99 PEARLAND SITES RD,29.45350278,-95.3161,2,10,0,10,0,0,0,1
480165,1,251,1030,23,1,2014,5,18,0,11,1,I-35W,,32.48254444,-97.2785,1,1,0,1,20,0,0,1
480166,6,339,0,23,1,2014,5,6,50,15,8,SL494,MARTIN DR,30.08844167,-95.2346,2,1,0,1,20,0,0,1
480167,2,475,4660,23,1,2014,5,17,20,11,7,I-20,,31.57476667,-102.891,1,1,0,1,0,0,0,1
480168,2,207,0,24,1,2014,6,13,45,3,3,SR-6,,33.21905278,-99.8733,1,1,0,1,0,0,0,1
480169,1,265,0,24,1,2014,6,9,14,3,3,SR-173,,29.866375,-99.1073,1,10,0,10,0,0,0,1
480170,2,439,260,24,1,2014,6,2,35,12,7,SR-360 WATSON RD,,32.74591667,-97.0622,1,1,0,1,0,0,0,1
480171,2,451,0,24,1,2014,6,21,54,2,2,US-277,,31.24501111,-100.48200000000001,1,1,0,1,0,0,0,2
480172,3,93,0,26,1,2014,1,2,15,6,4,CR-435,,32.05548611,-98.6014,1,1,0,1,6,0,0,1
480173,7,113,1730,26,1,2014,1,16,22,16,5,OVERTON RD,EASTER AVE,32.70700556,-96.794,2,1,0,1,0,0,0,1
480174,1,113,1730,26,1,2014,1,1,21,12,2,US-175,,32.73423611,-96.7136,1,1,0,1,0,0,0,1
480175,4,201,3280,26,1,2014,1,22,25,12,2,US-59,,29.80534167,-95.3387,1,1,0,1,0,0,0,2
480176,1,361,5100,26,1,2014,1,16,31,15,8,FM 3247,,30.16469167,-93.7325,1,1,0,1,0,0,0,1
480177,1,61,940,27,1,2014,2,4,9,16,5,OLD HIGHWAY 77,CHARLIE CLARK DR,25.95279722,-97.5075,2,1,0,1,0,0,0,1
480179,1,29,6090,28,1,2014,3,19,36,11,7,I-10,,29.45776111,-98.3191,1,10,0,10,0,0,0,1
480180,4,171,0,28,1,2014,3,8,55,4,3,SR-16,,30.20729444,-98.9603,1,1,0,1,0,0,0,1
480181,1,423,7070,30,1,2014,5,6,50,13,2,US-271/SR-155,,32.36485,-95.29,1,10,0,10,0,0,0,1
480182,2,113,3420,1,1,2014,4,3,1,16,5,PRESIDENT GEORGE BUSH TURNPIKE,,32.88763611,-96.9834,1,1,0,1,0,0,0,1
480183,2,201,0,2,1,2014,5,16,55,13,8,FM529 FREEMAN RD,,29.87961389,-95.7353,1,1,0,1,0,0,0,1
480184,1,201,0,11,1,2014,7,18,30,6,4,CR-KITZMAN RD,,30.03796944,-95.6614,1,1,0,1,0,0,0,1
480185,5,309,0,11,1,2014,7,16,0,13,2,US-84 BELLMEAD DR,,31.61628611,-97.0545,1,1,0,1,0,0,0,1
480186,2,141,0,13,1,2014,2,18,47,11,1,I-10,,31.65829167,-106.23899999999999,1,1,0,1,0,0,0,1
480187,1,365,0,13,1,2014,2,4,51,2,2,US-59/US-79 NE LOOP,,32.17465833,-94.3246,1,10,0,10,0,0,0,1
480188,1,121,0,14,1,2014,3,23,57,4,8,FM1173,,33.34138056,-97.3413,1,1,0,1,18,0,0,1
480189,2,507,0,14,1,2014,3,13,46,2,2,US-83,,28.96459722,-99.8493,1,1,0,1,0,0,0,1
480190,1,55,0,15,1,2014,4,6,38,2,3,SR-21 CAMINO REAL,,30.01984444,-97.7132,1,1,0,1,0,0,0,1
480191,2,329,4560,16,1,2014,5,15,55,13,8,ANDREWS HWY,MIDLAND DR,32.00184167,-102.137,2,1,0,1,0,0,0,1
480192,3,39,5249,17,1,2014,6,17,25,16,5,PEARLAND PKWY,,29.55800833,-95.2608,1,1,0,1,0,0,0,1
480193,3,189,0,17,1,2014,6,19,50,3,2,US-70,FM 1424,34.18803611,-101.86399999999999,3,1,0,1,0,0,0,1
480194,1,329,9997,17,1,2014,6,22,16,11,1,I-20,,31.88332222,-102.27,1,1,0,1,0,0,0,1
480195,1,439,2450,17,1,2014,6,10,10,14,8,FM 1220,,32.84796667,-97.4264,1,1,0,1,0,0,0,1
480196,1,107,0,19,1,2014,1,16,7,3,3,SR-207,,33.60458611,-101.39399999999999,1,1,0,1,0,0,0,1
480197,2,181,1830,20,1,2014,2,17,30,14,3,SR-91,WOODARD ST,33.75679444,-96.5508,2,1,0,1,0,0,0,1
480198,3,231,0,20,1,2014,2,13,2,3,3,SR-66,,33.07808333,-96.2097,1,1,0,1,0,0,0,1
480199,11,317,0,20,1,2014,2,19,38,1,1,I-20,,32.161575,-101.70200000000001,1,1,0,1,0,0,0,1
480200,1,29,6090,21,1,2014,3,16,15,13,8,SL 345,,29.51495278,-98.5711,1,1,0,1,0,0,0,1
480201,2,55,0,22,1,2014,4,20,21,13,2,US-183,,29.82343333,-97.6728,1,1,0,1,0,0,0,1
480202,2,63,0,22,1,2014,4,17,15,6,4,CR-CENTER POINT RD,,32.97884444,-94.8615,1,1,0,1,0,0,0,1
480203,2,135,0,22,1,2014,4,8,49,13,8,BI-20,,31.82862778,-102.40100000000001,1,1,0,1,0,0,0,1
480204,1,361,0,22,1,2014,4,21,45,4,8,FM 1130,,30.221525,-93.833,1,1,0,1,0,0,0,1
480205,1,181,7130,23,1,2014,5,0,7,2,2,US-75,,33.40073056,-96.5809,1,1,0,1,0,0,0,1
480206,1,201,3280,23,1,2014,5,19,20,16,5,SCOTT ST,,29.66503889,-95.3683,1,2,0,2,0,0,0,1
480207,2,227,0,23,1,2014,5,2,39,4,3,SR-176,,32.27079444,-101.67200000000001,1,7,0,7,0,0,0,1
480208,6,389,0,23,1,2014,5,15,20,1,1,I-20,,31.33449167,-103.75,1,1,0,1,0,0,0,1
480209,1,375,0,24,1,2014,6,15,42,13,2,US-287,,35.18816944,-101.65100000000001,1,1,0,1,0,0,0,1
480210,2,181,0,25,1,2014,7,16,6,4,8,FM 121,HYNDS RANCH RD,33.42901111,-96.5337,3,1,0,1,0,0,0,1
480211,2,201,3280,25,1,2014,7,2,24,16,5,HILLCROFT,,29.63658611,-95.4932,1,1,0,1,0,0,0,1
480213,2,215,1970,11,1,2014,7,2,50,11,7,US-83,GOOLIE RD,26.18274722,-98.05799999999999,3,5,0,5,0,0,0,1
480214,2,355,1550,24,1,2014,6,22,32,16,5,AIRLINE RD,LIPES BLVD,27.65956111,-97.3653,4,10,0,10,0,0,0,1
480215,2,201,3280,25,1,2014,7,15,42,16,5,ROCKLEY RD,WILCREST DR,29.66459444,-95.5688,2,1,0,1,0,0,0,1
480216,1,473,0,25,1,2014,7,23,28,1,7,I-10,,29.78074444,-95.99,1,1,0,1,0,0,0,1
