COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,LATITUDE,LONGITUD
453,1,13,11,1,1,16,5,6,2,2,35,1,1,2,1,60,3,0,1,0,0,0,0,1,5,480094,330,2000,STASSNEYLANE,88888888,888888888
27,1,14,19,5,5,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,5,6,480095,0,2000,FM439,88888888,888888888
71,1,14,21,38,1,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480096,0,2000,SR-61,88888888,888888888
141,1,14,4,10,1,13,8,3,2,2,40,1,1,2,1,3,3,0,1,0,0,0,0,1,6,480097,2190,2000,FM76,88888888,888888888
201,1,14,0,43,1,13,2,1,2,3,35,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480098,3280,2000,US-90A,88888888,888888888
395,1,14,15,12,3,2,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480099,0,2000,US-79,88888888,888888888
437,1,14,23,15,3,6,4,1,1,2,55,1,1,5,1,0,0,0,1,0,0,0,0,1,6,480100,0,2000,20,88888888,888888888
439,1,14,9,55,2,12,3,2,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480101,2450,2000,SR-199,88888888,888888888
497,1,14,6,20,2,2,2,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,6,480102,0,2000,US-380,88888888,888888888
37,1,15,10,45,2,2,2,1,2,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480103,0,2000,US-82,88888888,888888888
39,1,15,19,35,1,6,4,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480104,0,2000,310,88888888,888888888
113,1,15,2,10,4,16,5,1,2,2,35,2,1,1,1,0,0,2,1,0,0,0,0,1,7,480105,1730,2000,DENTONDR,88888888,888888888
113,1,15,13,50,2,13,8,1,2,3,60,1,1,1,1,0,0,0,1,0,0,0,0,1,7,480106,1730,2000,LOOP12,88888888,888888888
157,1,15,22,5,1,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480107,0,2000,FM1093,88888888,888888888
213,1,15,11,24,5,4,3,2,1,2,45,1,1,2,1,20,3,0,1,0,0,0,0,1,7,480108,6314,2000,SR-334,88888888,888888888
453,1,15,17,20,5,16,5,2,2,2,35,1,1,2,1,3,3,0,1,0,0,0,0,1,7,480109,330,2000,RUNDBERGLANE,88888888,888888888
7,1,16,9,38,7,3,3,2,4,2,55,1,1,2,1,3,3,0,1,0,0,0,0,1,1,480110,5890,2000,SR-35,88888888,888888888
67,1,16,17,45,1,5,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480111,0,2000,FM2791,88888888,888888888
71,1,16,10,12,5,5,8,2,1,2,65,1,1,2,1,20,3,0,1,0,0,0,0,1,1,480112,0,2000,FM1663,88888888,888888888
201,1,16,9,23,8,16,5,2,2,2,45,1,1,1,1,3,3,0,1,0,0,0,0,1,1,480113,3280,2000,LITTLEYORKROAD,88888888,888888888
267,1,16,6,15,4,1,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480114,0,2000,I-10,88888888,888888888
405,1,16,2,40,3,2,2,1,1,2,65,1,3,2,1,0,0,0,1,0,0,0,0,1,1,480115,0,2000,US-96,88888888,888888888
491,1,16,10,50,3,1,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,2,1,480116,0,2000,I-35,88888888,888888888
309,1,17,1,30,5,13,8,2,1,4,40,1,1,2,1,3,3,0,1,0,0,0,0,1,2,480117,7210,2000,LOOP396,88888888,888888888
355,1,17,13,8,6,13,3,2,2,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480118,1550,2000,SR-358,88888888,888888888
367,1,17,2,5,2,6,4,1,1,2,45,2,1,2,1,0,0,0,1,0,20,0,0,1,2,480119,0,2000,OLDSPRINGTOWNROAD,88888888,888888888
491,1,17,8,30,2,2,2,1,2,2,55,1,1,2,2,0,0,0,5,0,19,0,0,1,2,480120,0,2000,US-79,88888888,888888888
31,1,18,5,45,2,2,2,1,1,2,65,1,1,2,1,0,0,0,5,0,0,0,0,1,3,480121,0,2000,US-290,88888888,888888888
61,1,18,22,50,1,16,5,3,1,2,30,2,1,5,1,0,0,0,1,0,0,0,0,1,3,480122,3030,2000,NEWCOMBES,88888888,888888888
113,1,18,19,20,2,13,3,1,2,3,40,1,1,2,1,0,0,0,1,0,0,0,0,1,3,480123,1730,2000,SR-78,88888888,888888888
453,1,18,10,42,3,13,8,2,1,4,45,1,1,2,1,3,3,0,1,0,0,0,0,1,3,480124,330,2000,FM2222,88888888,888888888
453,1,18,9,44,2,16,5,3,2,2,40,1,1,2,1,3,3,0,1,0,0,0,0,1,3,480125,330,2000,AIRPORTBLVD,88888888,888888888
119,1,19,23,23,1,3,3,2,1,2,65,2,1,2,1,20,3,0,1,0,0,0,0,1,4,480126,0,2000,SR-19,88888888,888888888
139,1,19,10,20,1,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480127,0,2000,FM983,88888888,888888888
139,1,19,13,0,2,1,1,1,2,2,70,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480128,0,2000,I-35,88888888,888888888
149,1,19,17,55,2,1,1,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,2,4,480129,0,2000,I-10,88888888,888888888
201,1,19,12,5,3,11,1,1,2,4,65,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480130,3280,2000,I-45,88888888,888888888
209,1,19,8,25,3,3,3,1,1,4,70,1,1,2,1,0,0,0,1,0,0,0,0,1,4,480131,0,2000,SR-123,88888888,888888888
309,1,19,22,16,2,16,5,1,1,2,30,1,1,2,1,0,0,2,1,0,0,0,0,1,4,480132,7210,2000,BAGBYAVE,88888888,888888888
339,1,19,18,29,3,2,3,2,2,3,65,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480133,0,2000,SR-105,88888888,888888888
339,1,19,19,50,5,4,8,1,1,2,55,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480134,1510,2000,LOOP336,88888888,888888888
439,1,19,19,57,2,16,6,2,1,4,30,1,1,2,1,20,3,2,1,0,0,0,0,1,4,480135,260,2000,PECANST,88888888,888888888
477,1,19,7,50,3,5,8,2,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480136,0,2000,FM2502,88888888,888888888
69,1,20,12,55,1,3,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480137,0,2000,US-385,88888888,888888888
71,1,20,17,55,2,1,1,1,3,2,70,1,1,2,1,0,0,0,1,0,14,0,0,1,5,480138,0,2000,I-10,88888888,888888888
245,1,20,6,33,3,13,3,2,2,3,40,1,1,1,1,3,3,0,1,0,0,0,0,1,5,480139,0,2000,SR-347,88888888,888888888
21,1,20,8,26,3,3,3,2,1,2,65,1,1,2,1,20,3,0,1,0,0,0,0,1,5,480140,0,2000,SR-21,88888888,888888888
39,1,21,15,58,4,4,8,2,1,2,60,1,1,2,1,20,3,0,1,0,0,0,0,2,6,480141,0,2000,FM524,88888888,888888888
141,1,21,1,15,5,13,2,1,2,2,55,1,1,2,1,0,0,0,1,0,0,0,0,5,6,480142,2190,2000,US-85,88888888,888888888
215,1,21,10,28,5,12,7,2,4,2,55,1,1,2,1,3,3,0,1,0,0,0,0,1,6,480143,4197,2000,US-83,88888888,888888888
375,1,21,21,0,3,6,4,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,1,6,480144,0,2000,WESTWILLOWCREEK,88888888,888888888
135,1,22,22,5,2,16,5,1,1,4,35,2,1,2,1,0,0,0,1,0,0,0,0,1,7,480145,5030,2000,EUNIVERSITY,88888888,888888888
135,1,23,11,58,2,16,6,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,1,1,480146,5030,2000,10TH,88888888,888888888
141,1,23,2,15,2,11,7,1,4,3,40,1,1,2,1,0,0,2,1,0,0,0,0,1,1,480147,2190,2000,I-10,88888888,888888888
251,1,23,9,4,1,4,3,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,1,1,480148,0,2000,SR-21,88888888,888888888
365,1,23,11,44,2,2,2,2,2,2,70,1,1,2,1,21,3,0,1,0,0,0,0,1,1,480149,0,2000,US-59,88888888,888888888
373,1,23,23,45,2,3,2,1,2,3,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480150,0,2000,US-287,88888888,888888888
381,1,23,4,5,1,2,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480151,0,2000,US-60,88888888,888888888
491,1,23,14,32,5,2,2,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480152,0,2000,US-79,88888888,888888888
243,1,24,9,30,2,1,1,1,2,2,70,1,2,2,1,0,0,0,1,0,0,0,0,1,2,480153,0,2000,I-10,88888888,888888888
257,1,24,10,40,2,6,4,1,1,2,60,1,1,4,1,0,0,0,1,0,0,0,0,1,2,480154,0,2000,306,88888888,888888888
401,1,24,13,15,3,4,8,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480155,0,2000,FM95,88888888,888888888
201,1,26,2,45,2,16,6,1,9,9,30,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480156,3280,2000,DRISCOLL,88888888,888888888
245,1,26,21,25,2,13,2,1,2,3,40,1,1,1,1,0,0,0,1,0,0,0,0,1,4,480157,490,2000,US-90,88888888,888888888
259,1,26,21,55,3,4,3,2,1,2,45,1,1,2,1,20,3,0,1,0,0,0,0,1,4,480158,602,2000,SR-46,88888888,888888888
365,1,26,22,51,2,14,8,1,1,4,45,1,1,2,2,0,0,0,2,0,0,0,0,1,4,480159,1200,2000,SPUR572,88888888,888888888
477,1,26,2,0,1,2,2,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,1,4,480160,0,2000,US-290,88888888,888888888
143,1,27,16,54,4,1,1,1,2,2,70,1,1,2,2,0,0,0,1,0,0,0,0,4,5,480161,0,2000,I-20,88888888,888888888
175,1,27,9,10,1,2,2,1,1,2,70,1,1,2,2,0,0,0,1,0,0,0,0,1,5,480162,0,2000,US-59,88888888,888888888
201,1,27,16,45,3,12,7,2,2,3,40,1,1,1,2,3,3,0,2,0,0,0,0,1,5,480163,3280,2000,LOOP8,88888888,888888888
307,1,27,13,52,2,2,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,5,480164,0,2000,US-87,88888888,888888888
349,1,27,9,45,2,1,1,1,2,2,70,1,1,2,3,0,0,0,3,0,0,0,0,1,5,480165,5720,2000,I-45,88888888,888888888
355,1,27,8,20,3,2,2,1,2,2,55,1,1,2,2,0,0,0,2,0,0,0,0,1,5,480166,0,2000,US-77,88888888,888888888
453,1,27,8,15,5,16,5,1,1,4,40,2,1,2,2,0,0,0,2,0,0,0,0,1,5,480167,330,2000,BURLESONRD,88888888,888888888
41,1,29,5,0,2,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480168,0,2000,SR-30,88888888,888888888
93,1,29,7,0,1,4,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480169,0,2000,SR-16,88888888,888888888
95,1,29,7,49,4,2,2,1,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,2,7,480170,0,2000,US-87,88888888,888888888
215,1,29,23,48,2,15,8,2,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,1,7,480171,2110,2000,FM1925,88888888,888888888
227,1,29,0,50,1,11,7,3,9,9,99,1,1,2,1,20,3,0,1,0,0,0,0,1,7,480172,640,2000,I-20,88888888,888888888
241,1,30,1,55,5,5,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,2,1,480173,0,2000,FM2800,88888888,888888888
245,1,30,19,40,3,13,2,1,2,3,40,1,1,1,1,0,0,2,1,0,0,0,0,1,1,480174,490,2000,US-90,88888888,888888888
291,1,30,15,15,1,3,3,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,1,1,480175,0,2000,SR-146,88888888,888888888
309,1,30,20,57,2,16,6,1,1,2,30,1,1,2,1,0,0,2,1,0,0,0,0,1,1,480176,7210,2000,FAULKNER,88888888,888888888
67,1,31,17,0,1,4,8,1,1,2,55,2,1,2,1,40,3,0,1,0,0,0,0,1,2,480177,0,2000,FM250,88888888,888888888
337,1,31,6,30,2,4,3,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480178,0,2000,SR-59,88888888,888888888
355,1,31,18,21,3,16,6,1,1,4,35,1,1,2,1,0,0,2,1,0,0,0,0,1,2,480179,1550,2000,KOSTORYZRD,88888888,888888888
401,1,31,22,0,1,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,1,2,480180,0,2000,FM918,88888888,888888888
445,1,31,18,19,1,4,8,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480181,0,2000,FM211,88888888,888888888
453,1,31,16,29,2,13,8,1,1,4,30,1,1,2,1,0,0,0,1,0,0,0,0,1,2,480182,330,2000,LOOP343,88888888,888888888
53,1,27,9,30,1,3,2,1,1,4,70,1,1,2,2,0,0,0,2,0,0,0,0,1,5,480183,0,2000,US-281,88888888,888888888
201,2,1,15,50,2,3,8,2,1,2,70,1,1,2,1,4,3,0,1,0,0,0,0,1,3,480184,0,2000,FM2920,88888888,888888888
