COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,ROAD_FNC,ROUTE,REL_JUNC,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,WEATHER1,WEATHER2,C_M_ZONE,CF1,CF2,CF3,FATALS,DAY_WEEK,ST_CASE,CITY,YEAR,TWAY_ID,TWAY_ID2,LATITUDE,LONGITUD,WEATHER
467,5,18,15,2,1,6,4,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,481344,0,2008,2106,99999999999999999999,32.56710556,-95.85749722,1
21,5,21,0,20,1,4,8,1,1,4,60,2,2,2,1,0,0,0,1,0,0,0,0,0,1,4,481345,0,2008,FM812,99999999999999999999,30.10208611,-97.60827778,1
389,5,21,19,12,1,11,1,1,2,2,80,2,1,2,1,40,3,0,1,0,0,0,0,0,1,4,481346,5280,2008,I-20,99999999999999999999,31.40631389,-103.4705806,1
29,5,21,3,48,2,16,5,1,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481347,6090,2008,NEWBRAUNFELS,99999999999999999999,29.38496111,-98.46124167,1
29,5,22,13,45,1,1,7,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,481348,0,2008,I-10,99999999999999999999,29.72036944,-98.66776111,1
289,5,23,19,14,3,5,8,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481349,5000,2008,FM542,99999999999999999999,31.57890833,-95.84361667,1
289,5,23,10,15,1,2,2,1,1,2,70,2,3,2,1,0,0,0,1,0,0,0,0,0,1,6,481350,0,2008,US-79,99999999999999999999,31.51616111,-95.97948056,1
439,5,23,23,55,1,16,5,2,1,2,35,2,2,2,1,40,3,0,1,0,0,0,0,0,1,6,481351,4965,2008,AMUNDSON,WALTER,32.87490278,-97.193475,1
287,5,24,19,50,1,5,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481352,0,2008,FM180,99999999999999999999,30.19659167,-96.79103333,1
491,5,24,9,33,2,11,7,2,4,3,45,1,2,2,1,0,0,0,1,0,0,0,0,0,1,7,481353,5990,2008,LOUISHENNA,I-35,30.48074444,-97.67461389,1
229,5,25,11,7,1,1,1,1,2,4,80,2,2,2,1,0,0,0,1,0,0,0,0,0,1,1,481354,0,2008,I-10,99999999999999999999,31.05933056,-104.96146940000001,1
113,5,25,15,10,1,16,5,1,2,6,40,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,481355,2590,2008,BUCKINGHAM,99999999999999999999,32.93128056,-96.69163333,1
73,5,26,16,50,3,2,2,1,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,2,2,481356,0,2008,US-79,99999999999999999999,31.929275,-95.3565,1
201,5,26,23,45,2,16,5,1,3,2,65,2,3,1,1,0,0,0,1,0,0,0,0,0,1,2,481357,5230,2008,SAMHOUSTON,99999999999999999999,29.78045833,-95.15838889,1
375,5,26,16,20,1,4,3,1,2,4,70,2,2,2,1,0,0,0,1,0,0,0,0,0,1,2,481358,0,2008,SR-335,99999999999999999999,35.26471944,-101.74597220000001,1
453,5,26,21,26,3,16,5,1,3,3,40,1,1,2,1,0,0,2,1,0,0,0,0,0,1,2,481359,330,2008,RIVERSIDE,99999999999999999999,30.22521667,-97.70390556,1
485,5,26,17,45,5,4,8,1,1,2,70,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,481360,0,2008,BU-287,99999999999999999999,33.99881111,-98.84699722,1
113,5,28,21,37,1,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481361,1730,2008,DEERPATH,99999999999999999999,32.71010556,-96.79635278,1
467,5,28,2,45,1,3,2,1,1,4,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481362,0,2008,US-80,99999999999999999999,32.67915556,-95.77709167,1
481,5,28,19,30,1,6,4,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481363,0,2008,208,99999999999999999999,29.47248056,-96.06483889,1
449,5,29,7,31,2,11,1,15,3,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,2,5,481364,4750,2008,I-30,99999999999999999999,33.180825,-94.96348056,1
469,5,29,7,16,5,12,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,481365,0,2008,US-77,99999999999999999999,28.79050278,-97.02577778,1
27,5,30,16,40,2,99,2,1,2,9,70,1,1,2,1,0,0,0,1,0,1,0,0,0,1,6,481366,3027,2008,US-190,99999999999999999999,,,1
363,5,30,21,20,6,3,2,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481367,0,2008,US-281,99999999999999999999,32.78323333,-98.10862778,1
365,5,30,22,30,2,6,4,1,1,2,40,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481368,0,2008,3032,99999999999999999999,32.186525,-94.31978056,1
371,5,30,15,0,1,4,2,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481369,0,2008,US-385,99999999999999999999,30.71711944,-102.92421390000001,1
423,5,30,11,38,1,6,4,1,1,2,40,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481370,0,2008,3111,99999999999999999999,32.49526944,-94.98963889,1
61,5,31,4,32,3,2,2,1,2,4,65,1,1,2,1,0,0,2,1,0,0,0,0,0,1,7,481371,0,2008,US-77,99999999999999999999,26.28452778,-97.75714722,1
113,5,31,1,53,1,16,5,1,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,1,7,481372,1730,2008,THURSTON,99999999999999999999,32.84121111,-96.86077778,1
343,6,25,8,0,4,1,1,1,2,4,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481373,0,2008,I-30,99999999999999999999,33.29652778,-94.71841389,1
201,4,5,14,16,1,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481374,3280,2008,DEWALT,99999999999999999999,29.88181944,-95.43731944,1
439,4,11,22,57,2,16,5,1,1,2,50,1,1,1,1,0,0,2,1,0,0,0,0,0,1,6,481375,2450,2008,CLIFF,99999999999999999999,32.79367778,-97.35536111,1
201,4,25,0,35,2,15,7,1,4,3,50,1,1,1,1,0,0,2,1,0,0,0,0,0,1,6,481376,0,2008,SAMHOUSTONPKWY,99999999999999999999,29.79771944,-95.16365556,1
505,4,29,8,47,2,3,3,1,1,2,70,2,2,2,1,0,0,0,1,0,0,0,0,0,1,3,481377,0,2008,SR-16,99999999999999999999,27.09070833,-98.97265556,1
201,5,19,18,5,2,16,5,1,2,4,30,1,1,2,1,0,0,0,1,0,0,16,0,0,1,2,481378,3280,2008,LATHROP,99999999999999999999,29.77270833,-95.30105833,1
201,5,24,5,18,2,16,5,1,1,4,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,481379,5230,2008,preston,99999999999999999999,29.67735278,-95.1725,1
463,5,24,18,25,3,4,3,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481380,0,2008,sr-127,99999999999999999999,29.49921111,-99.720475,1
245,5,25,3,38,5,12,2,1,3,2,65,1,1,2,1,0,0,0,1,0,0,14,0,0,1,1,481381,490,2008,US-69,99999999999999999999,30.09872778,-94.13651389,1
5,5,28,8,40,5,4,2,2,2,2,55,1,1,2,1,21,3,0,1,0,0,0,0,0,1,4,481382,4160,2008,US-69,FM2251,31.37156667,-94.73384167,1
39,5,29,17,15,3,2,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,2,5,481383,0,2008,SR-36,99999999999999999999,29.17576667,-95.67290833,1
201,5,30,21,20,3,16,5,2,1,4,35,1,1,1,1,20,3,0,1,0,0,0,0,0,1,6,481384,3280,2008,HOLLYHALL,ELMUNDO,29.68554444,-95.38395556,1
201,5,31,2,10,2,12,2,1,3,3,60,1,1,1,1,0,0,0,1,0,0,0,0,0,2,7,481385,3280,2008,US-290,99999999999999999999,29.85183056,-95.51084444,1
201,2,13,19,40,2,16,5,2,3,2,50,1,1,2,1,20,3,0,1,0,0,0,0,0,1,4,481386,3280,2008,ELDRIDGE,PATTERSON,29.81294444,-95.617275,1
201,6,5,20,40,3,12,8,1,3,2,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5,481388,3280,2008,LP8,99999999999999999999,29.94080278,-95.40952222,1
121,6,12,1,45,2,13,8,1,2,3,55,1,3,1,1,0,0,0,1,0,0,0,0,0,1,5,481389,2395,2008,FM2499,99999999999999999999,32.98663611,-97.04566944,1
201,6,12,2,10,1,11,1,13,3,3,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,5,481390,3280,2008,I-10,99999999999999999999,29.78413889,-95.47475833,1
201,6,12,22,50,3,16,5,1,1,2,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,481391,3280,2008,HIRSCH,99999999999999999999,29.827725,-95.32891667,1
339,6,12,13,48,2,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,481392,4878,2008,FM1485,99999999999999999999,30.17414167,-95.24103056,1
115,6,18,8,33,2,4,3,2,1,2,70,1,1,2,1,20,3,0,1,0,0,0,0,0,1,4,481393,0,2008,SR-137,FM828,32.56956389,-101.9073556,1
245,6,20,23,45,2,16,5,1,1,2,45,1,1,1,1,0,0,0,1,0,0,0,0,0,1,6,481394,490,2008,folsom,99999999999999999999,30.11513611,-94.17145833,1
113,6,21,23,26,5,16,5,2,2,3,40,1,1,1,1,3,3,0,1,0,0,20,0,0,1,7,481395,31,2008,BELTLINE,COMMERCIAL,32.95324167,-96.84954722,1
479,6,21,16,50,7,1,7,1,1,2,99,1,1,2,1,0,0,3,1,0,0,20,0,0,1,7,481396,0,2008,I-35,99999999999999999999,27.95823611,-99.37964167,1
363,6,22,18,0,2,3,3,1,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,481397,0,2008,SR-337,99999999999999999999,32.97122778,-98.30549167,1
395,6,25,19,46,2,2,2,1,5,4,70,1,2,2,2,0,0,0,2,0,0,0,0,0,1,4,481398,0,2008,US-190,99999999999999999999,30.76215833,-96.47867222,2
339,6,26,1,0,3,1,7,2,4,2,45,1,1,1,1,20,3,0,1,0,0,0,0,0,1,5,481399,0,2008,I-45,RAYPINE,30.13234722,-95.44379722,1
439,6,26,20,48,1,16,5,1,2,2,45,2,1,1,1,0,0,0,1,0,0,0,0,0,1,5,481400,260,2008,DOTTIELYNN,99999999999999999999,32.738175,-97.176175,1
201,6,27,1,59,3,99,8,1,3,3,45,2,3,1,1,0,0,0,1,0,0,0,0,0,1,6,481401,3280,2008,SP527,99999999999999999999,29.73299444,-95.38674444,1
453,6,27,10,27,2,4,3,2,1,2,70,1,2,2,1,20,3,0,1,0,0,0,0,0,1,6,481402,0,2008,SR-45,FM1826,30.19336111,-97.92438333,1
51,6,28,17,0,3,4,8,8,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,1,7,481403,0,2008,FM1361,99999999999999999999,30.41385278,-96.43858889,1
481,6,28,15,45,3,2,2,7,2,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481404,0,2008,US-59,357,29.14876389,-96.3502,1
29,6,30,5,4,2,12,2,1,1,4,60,1,1,2,1,0,0,0,1,0,1,0,0,0,1,2,481405,6090,2008,US-90,99999999999999999999,29.40071111,-98.53565278,1
283,7,1,16,23,1,4,8,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,481406,0,2008,FM624,99999999999999999999,28.43278889,-99.21014444,1
303,7,1,1,39,2,16,5,1,1,2,30,1,3,5,5,0,0,5,1,0,0,20,0,0,1,3,481407,4140,2008,P,99999999999999999999,33.60533056,-101.8531417,1
449,7,1,12,35,2,4,2,1,1,2,55,1,2,2,1,50,3,0,1,0,1,0,0,0,1,3,481408,1519,2008,US-67,99999999999999999999,,,1
459,7,1,5,45,1,6,4,1,1,2,35,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,481409,0,2008,LOCUST,99999999999999999999,32.65933333,-94.97426944,1
221,7,4,12,40,4,4,3,6,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481410,0,2008,SR-171,99999999999999999999,32.54705833,-97.64778611,1
339,7,4,2,15,1,2,3,1,5,6,60,1,2,1,1,0,0,0,1,0,0,0,0,0,1,6,481411,0,2008,SR-105,99999999999999999999,30.35106667,-95.57516944,1
215,7,5,0,50,2,4,8,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481412,0,2008,FM490,99999999999999999999,26.44527222,-98.05850278,1
325,7,6,13,43,8,1,1,1,2,4,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,481413,0,2008,I-35,99999999999999999999,29.16589722,-98.86071944,1
365,7,6,3,39,1,4,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,0,1,1,481414,0,2008,FM9,99999999999999999999,32.37191389,-94.09345833,1
93,7,7,16,20,1,5,8,1,1,2,70,2,2,2,1,0,0,0,1,0,0,0,0,0,1,2,481415,0,2008,FM2486,99999999999999999999,31.79288889,-98.42874444,1
139,7,7,6,8,1,4,8,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,2,481416,5132,2008,FM664,99999999999999999999,32.53183611,-96.88417778,1
439,7,7,5,32,2,16,5,1,1,4,35,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,481417,2450,2008,BOMBER,99999999999999999999,32.77075,-97.45615556,1
481,7,7,5,15,2,5,8,8,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,481418,0,2008,FM1161,99999999999999999999,29.39113056,-96.06949444,1
299,7,8,22,7,4,3,3,1,1,2,65,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,481419,0,2008,SR-71,99999999999999999999,30.65947222,-98.55011111,1
453,7,8,17,32,4,4,8,1,1,2,60,1,2,2,2,0,0,0,2,0,0,0,0,0,1,3,481420,0,2008,FM812,99999999999999999999,30.12608611,-97.64129167,2
99,7,9,21,9,2,3,2,2,5,4,65,1,3,2,1,0,0,0,1,0,0,0,0,0,1,4,481421,9997,2008,US-84,BARTON,31.42783889,-97.67768611,1
161,7,9,9,25,3,1,7,1,1,2,55,1,1,2,1,20,3,0,1,0,0,0,0,0,1,4,481422,0,2008,I-45,FM489,31.58703611,-96.14918889,1
197,7,9,12,30,2,2,2,1,2,2,70,1,1,2,1,0,0,0,1,0,1,0,0,0,1,4,481423,0,2008,US-287,99999999999999999999,34.33702222,-99.89941111,1
217,7,9,23,0,1,13,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481424,0,2008,SR-31,99999999999999999999,31.71290833,-96.93460556,1
287,7,9,17,43,2,2,3,1,1,4,70,2,1,2,2,0,0,0,2,0,0,0,0,0,1,4,481425,0,2008,SR-21,99999999999999999999,30.34573056,-96.89945833,2
1,7,10,8,35,3,3,2,1,1,4,70,1,1,2,1,0,0,0,1,0,4,0,0,0,1,5,481426,0,2008,US-287,99999999999999999999,31.79486944,-95.67722778,1
41,7,10,23,45,1,2,3,2,1,4,55,1,1,2,1,20,3,0,1,0,0,0,0,0,1,5,481427,970,2008,SR-6,HARVEYMITCHELL,30.72837222,-96.42464167,1
339,7,10,19,39,2,4,8,2,1,2,55,1,2,2,1,0,0,0,1,0,0,0,0,0,1,5,481428,0,2008,FM830,KINGSTON,30.41157222,-95.56419722,1
183,7,11,20,39,1,13,8,1,1,4,55,1,2,2,1,0,0,0,1,0,0,0,0,0,1,6,481429,0,2008,LP281,99999999999999999999,32.48301389,-94.768325,1
439,7,11,12,40,3,11,1,1,2,4,60,1,1,1,1,0,0,0,1,0,1,0,0,0,1,6,481430,2450,2008,I-820,99999999999999999999,32.83823889,-97.35902778,1
29,7,12,1,43,1,11,8,1,4,2,40,2,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481431,6090,2008,LP410,99999999999999999999,29.43273056,-98.64594444,1
365,7,12,0,15,4,6,4,1,1,2,40,1,2,2,1,0,0,0,1,0,0,0,0,0,1,7,481432,0,2008,202,99999999999999999999,32.19736944,-94.37282778,1
289,7,12,18,5,1,4,8,1,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481433,0,2008,FM39,99999999999999999999,31.32346944,-96.14243056,1
335,7,12,20,5,2,1,1,15,2,2,70,2,1,2,2,0,0,0,2,0,0,0,0,0,2,7,481434,0,2008,I-20,99999999999999999999,32.39325278,-100.9064306,2
423,7,12,0,13,1,4,3,1,1,2,55,2,2,2,1,0,0,0,1,0,0,0,0,0,1,7,481435,0,2008,SR-110,99999999999999999999,32.50494722,-95.53170278,1
31,7,13,10,42,4,3,2,8,1,4,50,1,1,2,1,20,3,0,1,0,0,0,0,0,1,1,481436,670,2008,US-281,BLANCO,30.08785833,-98.42082778,1
453,7,13,4,40,1,11,1,10,3,3,55,1,2,2,1,0,0,0,1,0,0,0,0,0,1,1,481437,330,2008,I-35,8TH,30.26759722,-97.73388611,1
303,7,15,11,45,2,4,8,3,1,2,70,1,1,2,1,20,3,0,1,0,0,0,0,0,1,3,481438,0,2008,FM1264,FM2641,33.65056389,-101.8708556,1
331,7,15,14,45,4,2,2,2,1,2,70,1,2,2,1,0,0,0,1,0,0,0,0,0,1,3,481439,0,2008,US-190,202A,30.84885278,-97.05054167,1
453,7,15,22,20,2,16,5,2,1,2,30,1,1,2,1,0,0,2,1,0,0,0,0,0,1,3,481440,330,2008,STECK,SUMMERWOOD,30.37229167,-97.74796944,1
293,7,16,15,4,2,3,3,8,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481441,0,2008,SR-14,99999999999999999999,31.62735,-96.51768333,1
339,7,16,16,15,4,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,2,4,481442,0,2008,FM149,99999999999999999999,30.42886111,-95.69295,1
453,7,16,14,7,2,11,7,2,4,2,50,1,1,2,1,3,3,0,1,0,0,0,0,0,1,4,481443,330,2008,I-35,HOWARD,30.42421944,-97.67118611,1
91,7,18,12,10,3,13,8,1,1,2,60,2,2,2,1,0,0,0,1,0,0,0,0,0,1,6,481444,0,2008,FM3009,NATURALBRIDGECAVERNS,29.69259444,-98.33194167,1
147,7,18,5,8,2,4,3,2,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481445,0,2008,SR-78,2006,33.72971111,-96.18750278,1
439,7,18,18,39,2,16,5,2,1,2,35,1,1,1,1,20,3,0,1,0,0,0,0,0,1,6,481446,260,2008,MESQUITE,SLAUGHTER,32.748025,-97.10535833,1
439,7,18,2,21,1,16,5,1,2,2,40,2,1,1,1,40,3,0,1,0,0,0,0,0,1,6,481447,2450,2008,TRINITY,99999999999999999999,32.80235278,-97.16523056,1
29,7,19,10,42,9,16,5,2,1,2,30,1,1,2,1,20,3,1,1,0,0,20,0,0,1,7,481448,6090,2008,COLIMA,ZARZAMORA,29.4186,-98.52819167,1
199,7,20,17,45,2,4,8,2,1,2,60,2,2,2,1,0,0,0,1,0,0,0,0,0,1,1,481449,0,2008,FM421,PELT,30.19693889,-94.36381944,1
325,7,20,13,9,1,16,5,1,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,481450,1890,2008,LORRAINE,99999999999999999999,29.14153056,-98.90144167,1
329,7,20,1,37,1,13,3,3,5,4,45,1,1,2,1,3,3,0,1,0,0,0,0,0,1,1,481451,4560,2008,SR-349,WADLEY,32.02932222,-102.0836083,1
339,7,20,5,40,3,11,7,15,4,2,45,2,3,2,1,0,0,5,1,0,1,0,0,0,1,1,481452,1510,2008,I-45,99999999999999999999,30.32480556,-95.47541944,1
5,7,21,24,0,1,4,8,1,1,2,55,2,2,1,1,40,3,0,1,0,0,0,0,0,1,2,481453,0,2008,FM1669,99999999999999999999,31.34679167,-94.534875,1
451,7,21,15,40,3,2,2,1,2,2,65,1,1,2,1,41,3,0,1,0,1,0,0,0,1,2,481454,0,2008,US-87,99999999999999999999,31.54015278,-100.4945833,1
29,7,23,9,47,2,12,8,15,3,2,70,1,1,2,1,0,0,0,1,0,0,14,0,0,1,4,481455,6090,2008,FM1604,99999999999999999999,29.58953333,-98.60956944,1
181,7,23,7,29,4,16,5,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,2,4,481456,6350,2008,WALNUT,KING,33.63195,-96.606625,1
453,7,23,1,25,2,12,2,13,6,1,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481457,330,2008,US-183,99999999999999999999,30.28196389,-97.66622778,1
121,7,24,1,31,2,13,8,8,2,2,55,1,2,1,1,0,0,0,1,0,0,0,0,0,1,5,481458,3960,2008,BU121,99999999999999999999,32.99723333,-96.99951667,1
361,7,24,1,45,1,6,4,8,1,2,30,1,1,4,2,0,0,0,1,0,0,0,0,0,1,5,481459,0,2008,BAILEYS,99999999999999999999,,,1
401,7,24,21,30,1,6,4,1,1,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,1,5,481460,0,2008,481,99999999999999999999,32.167,-94.89494722,1
39,7,25,12,35,1,12,3,1,2,4,50,1,1,1,1,0,0,0,1,0,0,0,0,0,1,6,481461,3800,2008,SR-288,SR-288RAMP,29.05223889,-95.45578889,1
85,7,25,19,32,2,14,8,1,1,2,45,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481462,2520,2008,FM2478,99999999999999999999,33.17800278,-96.73281111,1
205,7,25,8,6,3,2,2,8,1,2,70,1,1,2,1,0,0,0,1,0,0,0,0,0,2,6,481463,0,2008,US-87,99999999999999999999,35.86688333,-102.269825,1
303,7,25,14,0,6,6,4,2,1,2,55,1,1,5,1,0,0,0,1,0,0,0,0,0,1,6,481464,0,2008,7000,1300,33.53421944,-102.0263556,1
325,7,25,2,50,2,2,2,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,6,481465,0,2008,US-90,99999999999999999999,29.34949167,-98.89241944,1
199,7,26,21,34,2,4,8,1,1,2,65,1,1,2,1,0,0,2,1,0,0,0,0,0,1,7,481466,0,2008,FM92,99999999999999999999,30.39743056,-94.17521944,1
245,7,26,2,10,3,11,1,1,2,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,7,481467,0,2008,I-10,99999999999999999999,29.92601389,-94.27574444,1
27,7,27,16,6,2,16,5,2,1,2,30,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,481468,3690,2008,WINDFIELD,FIELDCREST,31.10602222,-97.79069444,1
121,7,27,1,18,3,16,5,1,2,4,30,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,481469,1730,2008,KELLY,99999999999999999999,32.99231389,-96.866875,1
201,7,27,17,4,3,11,1,1,3,6,60,1,1,1,1,0,0,0,1,0,1,0,0,0,2,1,481470,6556,2008,I-10,99999999999999999999,29.78388333,-95.49923889,1
209,7,27,11,46,2,11,1,1,3,3,70,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,481471,6170,2008,I-35,99999999999999999999,29.8122,-98.00300278,1
157,7,28,17,50,2,16,5,3,1,2,35,2,1,1,1,20,3,0,1,0,0,0,0,0,1,2,481472,6660,2008,CHATHAM,99999999999999999999,29.59064444,-95.65726111,1
291,7,28,2,0,1,5,8,1,1,2,55,2,1,2,1,0,0,0,1,0,0,0,0,0,1,2,481473,0,2008,FM2797,99999999999999999999,30.10299167,-94.84687778,1
291,7,29,22,14,3,3,3,1,1,2,65,1,1,2,1,0,0,0,1,0,0,0,0,0,1,3,481474,1770,2008,SR-146,99999999999999999999,29.93637222,-94.90296944,1
305,8,2,2,27,9,4,8,1,1,2,40,1,1,2,1,0,0,0,1,0,0,0,0,0,2,7,481475,0,2008,LP76,99999999999999999999,32.97378333,-101.8326167,1
41,8,3,4,9,3,16,5,3,2,2,30,1,1,2,1,3,3,0,1,0,0,0,0,0,3,1,481476,970,2008,COPPERFIELD,BOONVILLE,30.66225278,-96.30216111,1
201,8,3,3,15,2,6,4,1,1,2,35,1,1,2,1,0,0,2,1,0,0,0,0,0,1,1,481477,0,2008,MOUNTHOUSTON,99999999999999999999,29.89151111,-95.27561944,1
381,8,4,22,45,2,16,5,3,2,2,50,1,1,2,1,20,3,0,1,0,0,0,0,0,1,2,481478,150,2008,45,STORM,35.16163611,-101.9113194,1
441,8,4,17,40,3,11,1,10,3,2,55,1,1,2,1,0,0,0,1,0,0,0,0,0,2,2,481479,30,2008,I-20,LP322,32.44615833,-99.68395278,1
7,6,3,14,22,4,3,3,1,1,2,55,1,2,2,1,0,0,0,1,0,0,0,0,0,1,3,481480,0,2008,SR-35,99999999999999999999,28.13166111,-97.01191667,1
499,6,3,12,10,2,4,8,1,1,2,60,2,1,2,1,0,0,0,1,0,0,0,0,0,1,3,481481,0,2008,FM514,99999999999999999999,32.93046944,-95.60676667,1
245,6,4,8,45,1,6,8,1,1,2,45,2,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481482,0,2008,KNAUTH,99999999999999999999,29.96158333,-94.04868333,1
485,6,4,3,36,2,99,3,1,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481483,0,2008,SR-240,99999999999999999999,34.08891111,-98.7139,1
245,6,5,1,57,2,1,1,1,2,2,65,1,1,2,2,0,0,0,1,0,0,0,0,0,1,5,481484,0,2008,I-10,99999999999999999999,29.94698333,-94.24968889,1
61,6,9,8,34,3,3,2,8,1,2,60,1,1,2,1,0,0,0,1,0,0,0,0,0,1,2,481485,940,2008,US-281,99999999999999999999,25.95807222,-97.57028889,1
419,6,9,10,10,2,2,2,1,1,2,70,2,1,2,1,0,0,0,1,0,0,0,0,0,1,2,481486,0,2008,US-84,99999999999999999999,31.91398056,-94.43458333,1
229,6,13,0,44,4,1,1,1,2,2,80,1,1,1,1,0,0,0,1,0,0,0,0,0,1,6,481487,0,2008,I-10,99999999999999999999,31.2499,-105.78955829999998,1
361,6,15,0,8,2,3,3,1,1,2,65,1,1,2,1,0,0,2,1,0,0,0,0,0,1,1,481488,0,2008,SR-12,99999999999999999999,30.22123333,-93.85448056,1
113,1,24,21,15,5,13,3,2,3,3,45,1,1,1,1,0,0,0,1,0,0,0,0,0,2,5,481489,1730,2008,SR-356,NORWOOD,32.80822222,-96.88958056,1
113,2,2,3,10,2,11,1,1,3,5,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,7,481490,1730,2008,I-35,99999999999999999999,32.89442222,-96.89815556,1
113,2,27,14,45,2,11,1,5,6,2,50,2,2,1,1,0,0,0,1,0,0,0,0,0,2,4,481491,1730,2008,I-35,99999999999999999999,32.78367222,-96.81143333,1
113,3,13,8,17,2,13,3,2,2,6,45,1,1,1,1,20,3,1,1,0,0,0,0,0,1,5,481492,1730,2008,SR-303,DANMORTON,32.70564444,-96.91798611,1
201,3,14,21,40,4,16,5,2,1,2,30,1,1,2,1,20,3,0,1,0,0,0,0,0,1,6,481493,3280,2008,CORTLANDT,37TH,29.81969722,-95.39615278,1
43,6,4,7,30,1,3,2,1,1,2,75,1,1,2,1,0,0,0,1,0,0,0,0,0,1,4,481494,0,2008,US-67,99999999999999999999,30.54806944,-103.37276390000001,1
113,7,11,15,4,1,11,1,15,3,4,60,1,1,1,1,0,0,0,1,0,0,0,0,0,1,6,481495,4530,2008,I-30,99999999999999999999,32.81761944,-96.63890833,1
491,7,7,19,53,2,13,8,1,1,4,55,1,3,2,1,0,0,0,1,0,0,0,0,0,1,2,481496,0,2008,FM1325,99999999999999999999,30.46598611,-97.69400278,1
193,7,8,6,30,2,5,8,1,1,2,60,2,2,2,1,0,0,0,1,0,0,0,0,0,1,3,481497,0,2008,FM2005,99999999999999999999,31.63898611,-98.21090833,1
