STATE,ST_CASE,VEH_NO,PER_NO,MPR_ACT
12,122087,0,1,6
12,122089,0,1,3
12,122092,0,1,3
12,122094,0,1,3
12,122099,0,1,5
12,122101,0,1,3
12,122106,0,1,5
12,122111,0,1,3
12,122112,0,1,3
12,122113,0,1,3
12,122115,0,1,3
12,122116,0,1,3
12,122120,0,1,5
12,122122,0,1,3
12,122123,0,1,14
12,122126,0,1,3
12,122127,0,1,3
12,122131,0,1,5
12,122133,0,1,3
12,122138,0,1,3
12,122162,0,1,3
12,122174,0,1,3
12,122178,0,1,9
12,122181,0,1,3
12,122184,0,1,3
12,122187,0,1,3
12,122192,0,1,12
12,122195,0,1,5
12,122197,0,1,5
12,122198,0,1,3
12,122200,0,1,3
12,122204,0,1,3
12,122206,0,1,5
12,122208,0,1,3
12,122211,0,1,3
12,122214,0,1,5
12,122216,0,1,5
12,122220,0,1,3
12,122221,0,1,3
12,122225,0,1,3
12,122226,0,1,99
12,122227,0,1,8
12,122228,0,1,3
12,122228,0,2,3
12,122234,0,1,99
12,122237,0,1,3
12,122252,0,1,6
12,122261,0,1,3
12,122262,0,1,3
12,122269,0,1,3
12,122270,0,1,3
12,122277,0,1,3
12,122282,0,1,3
12,122287,0,1,3
12,122288,0,1,5
12,122289,0,1,3
12,122290,0,1,5
12,122290,0,1,12
12,122303,0,1,3
12,122304,0,1,3
12,122304,0,1,12
12,122307,0,1,5
12,122308,0,1,14
12,122309,0,1,3
12,122310,0,1,3
12,122312,0,1,3
12,122317,0,1,3
12,122323,0,1,3
12,122324,0,1,3
12,122326,0,1,3
12,122333,0,1,3
12,122347,0,1,3
12,122348,0,1,3
12,122352,0,1,99
12,122353,0,1,99
12,122355,0,1,6
12,122357,0,1,3
12,122360,0,1,3
12,122365,0,1,3
12,122368,0,1,3
12,122371,0,1,5
12,122373,0,1,3
12,122374,0,1,3
12,122376,0,1,11
12,122379,0,1,3
12,122382,0,1,11
12,122383,0,1,99
12,122385,0,1,3
12,122390,0,1,99
12,122394,0,1,3
12,122398,0,1,8
12,122399,0,1,3
12,122401,0,1,3
12,122402,0,1,8
12,122402,0,2,8
12,122405,0,1,9
12,122406,0,1,3
12,122410,0,1,3
12,122411,0,1,3
12,122412,0,1,5
12,122416,0,1,8
12,122422,0,1,8
12,122425,0,1,3
12,122427,0,1,3
12,122432,0,1,3
12,122434,0,1,3
12,122441,0,1,3
12,122449,0,1,3
12,122452,0,1,3
12,122457,0,1,3
12,122460,0,1,3
12,122463,0,1,3
12,122473,0,1,3
12,122485,0,1,3
12,122487,0,1,5
12,122487,0,2,5
12,122487,0,3,5
12,122487,0,4,5
12,122488,0,1,3
12,122489,0,1,6
12,122495,0,1,14
12,122502,0,1,3
12,122502,0,2,3
12,122505,0,1,5
12,122507,0,1,3
12,122512,0,1,3
12,122514,0,1,8
12,122518,0,1,9
12,122518,0,1,12
12,122519,0,1,3
12,122526,0,1,12
12,122527,0,1,3
12,122530,0,1,8
12,122531,0,1,8
12,122532,0,1,5
12,122536,0,1,3
12,122540,0,1,9
12,122540,0,1,12
12,122540,0,2,9
12,122540,0,2,12
12,122540,0,3,9
12,122540,0,3,12
12,122540,0,4,9
12,122540,0,4,12
12,122542,0,1,5
12,122545,0,1,99
12,122548,0,1,12
12,122549,0,1,3
12,122553,0,1,5
12,122555,0,1,3
12,122561,0,1,3
12,122562,0,1,3
12,122563,0,1,3
12,122565,0,1,8
12,122566,0,1,2
12,122569,0,1,2
12,122572,0,1,3
12,122578,0,1,3
12,122582,0,1,6
12,122583,0,1,3
12,122586,0,1,3
12,122587,0,1,3
12,122591,0,1,3
12,122592,0,1,3
12,122595,0,1,3
12,122596,0,1,3
12,122601,0,1,8
12,122603,0,1,3
12,122606,0,1,5
12,122606,0,2,5
12,122606,0,3,5
12,122606,0,4,5
12,122606,0,5,5
12,122606,0,6,5
12,122606,0,7,5
12,122606,0,8,5
12,122609,0,1,3
12,122618,0,1,6
12,122619,0,1,3
12,122623,0,1,3
12,122623,0,2,3
12,122625,0,1,3
12,122627,0,1,3
12,122635,0,1,3
12,122644,0,1,5
12,122645,0,1,5
12,122647,0,1,8
12,122651,0,1,14
12,122651,0,2,14
12,122651,0,3,14
12,122656,0,1,3
12,122658,0,1,5
12,122659,0,1,3
12,122662,0,1,3
12,122667,0,1,9
12,122667,0,1,12
12,122669,0,1,8
12,122674,0,1,3
12,122675,0,1,3
12,122678,0,1,11
12,122680,0,1,3
12,122681,0,1,14
12,122683,0,1,3
12,122689,0,1,3
12,122691,0,1,3
12,122693,0,1,5
12,122694,0,1,8
12,122695,0,1,3
12,122697,0,1,3
12,122700,0,1,3
12,122704,0,1,3
12,122706,0,1,3
12,122708,0,1,3
12,122710,0,1,5
12,122711,0,1,8
12,122711,0,1,12
12,122718,0,1,3
12,122719,0,1,3
12,122723,0,1,5
12,122729,0,1,3
12,122730,0,1,3
12,122731,0,1,3
12,122733,0,1,3
12,122734,0,1,3
12,122734,0,1,12
12,122736,0,1,3
12,122737,0,1,3
12,122740,0,1,3
12,122742,0,1,3
12,122745,0,1,9
12,122748,0,1,3
12,122752,0,1,6
12,122752,0,2,6
12,122758,0,1,3
12,122763,0,1,8
12,122764,0,1,3
12,122768,0,1,3
12,122771,0,1,3
12,122771,0,2,3
12,122774,0,1,5
12,122776,0,1,9
12,122778,0,1,3
12,122779,0,1,3
12,122779,0,2,3
12,122782,0,1,8
12,122789,0,1,8
12,122790,0,1,5
12,122795,0,1,3
12,122816,0,1,8
12,122817,0,1,5
12,122821,0,1,3
12,122824,0,1,9
12,122828,0,1,3
12,122829,0,1,5
12,122831,0,1,3
12,122833,0,1,6
12,122846,0,1,3
12,122850,0,1,3
12,122851,0,1,5
12,122852,0,1,3
12,122854,0,1,3
12,122855,0,1,3
12,122856,0,1,3
12,122864,0,1,5
12,122868,0,1,3
12,122869,0,1,6
12,122877,0,1,3
12,122881,0,1,3
12,122886,0,1,3
12,122900,0,1,3
12,122900,0,2,3
12,122900,0,3,3
12,122902,0,1,5
12,122905,0,1,99
12,122911,0,1,3
12,122912,0,1,3
12,122922,0,1,3
12,122925,0,1,3
12,122927,0,1,3
12,122930,0,1,3
12,122934,0,1,3
12,122935,0,1,3
12,122936,0,1,3
12,122937,0,1,6
12,122940,0,1,3
12,122948,0,1,6
12,122953,0,1,5
12,122955,0,1,3
12,122956,0,1,3
12,122964,0,1,9
12,122964,0,2,8
12,122965,0,1,5
12,122967,0,1,3
12,122970,0,1,3
12,122971,0,1,8
12,122974,0,1,99
12,122976,0,1,3
12,122978,0,1,16
12,122979,0,1,3
12,122984,0,1,14
12,122984,0,2,14
12,122986,0,1,5
12,122992,0,1,3
12,122997,0,1,3
12,122998,0,1,3
12,123005,0,1,3
12,123006,0,1,3
12,123020,0,1,98
12,123031,0,1,3
12,123038,0,1,3
12,123038,0,2,3
12,123041,0,1,3
12,123043,0,1,3
12,123043,0,2,3
12,123045,0,1,8
12,123050,0,1,3
12,123055,0,1,3
12,123062,0,1,3
12,123066,0,1,3
12,123067,0,1,3
12,123077,0,1,3
12,123080,0,1,3
12,123080,0,2,3
12,123080,0,3,3
12,123082,0,1,5
12,123084,0,1,3
12,123087,0,1,8
12,123095,0,1,2
12,123095,0,2,2
12,123096,0,1,3
12,123099,0,1,3
12,123100,0,1,3
12,123102,0,1,3
12,123104,0,1,3
12,123106,0,1,3
12,123108,0,1,3
12,123109,0,1,3
12,123112,0,1,5
12,123114,0,1,3
12,123115,0,1,3
12,123121,0,1,3
12,123122,0,1,8
12,123126,0,1,99
12,123128,0,1,8
12,123130,0,1,3
12,123133,0,1,3
12,123134,0,1,98
13,130002,0,1,3
13,130012,0,1,3
13,130020,0,1,8
13,130023,0,1,3
13,130026,0,1,3
13,130030,0,1,3
13,130034,0,1,5
13,130035,0,1,3
13,130036,0,1,9
13,130036,0,1,12
13,130039,0,1,3
13,130040,0,1,6
13,130041,0,1,6
13,130042,0,1,6
13,130045,0,1,3
13,130046,0,1,5
13,130058,0,1,14
13,130068,0,1,5
13,130069,0,1,3
13,130072,0,1,14
13,130078,0,1,5
13,130083,0,1,8
13,130083,0,1,9
13,130083,0,2,8
13,130084,0,1,3
13,130088,0,1,9
13,130092,0,1,14
13,130099,0,1,5
13,130102,0,1,16
13,130112,0,1,14
13,130124,0,1,3
13,130126,0,1,14
13,130131,0,1,5
13,130141,0,1,3
13,130142,0,1,3
13,130143,0,1,5
13,130145,0,1,8
13,130145,0,1,12
13,130145,0,2,8
13,130145,0,2,12
13,130146,0,1,3
13,130151,0,1,3
13,130155,0,1,3
13,130155,0,2,3
13,130156,0,1,98
13,130157,0,1,3
13,130161,0,1,3
13,130162,0,1,98
13,130165,0,1,5
13,130168,0,1,5
13,130169,0,1,3
13,130170,0,1,3
13,130173,0,1,3
13,130174,0,1,8
13,130176,0,1,5
13,130176,0,1,8
13,130178,0,1,99
13,130184,0,1,3
13,130189,0,1,3
13,130194,0,1,9
13,130195,0,1,8
13,130198,0,1,3
13,130201,0,1,8
13,130204,0,1,3
13,130206,0,1,5
13,130209,0,1,3
13,130209,0,2,3
13,130210,0,1,3
13,130211,0,1,2
13,130211,0,1,3
13,130214,0,1,3
13,130220,0,1,2
13,130220,0,1,9
13,130222,0,1,3
13,130226,0,1,3
13,130227,0,1,3
13,130229,0,1,3
13,130232,0,1,3
13,130234,0,1,3
13,130237,0,1,3
13,130238,0,1,3
13,130239,0,1,3
13,130239,0,2,3
13,130259,0,1,6
13,130263,0,1,3
13,130267,0,1,16
13,130271,0,1,8
13,130275,0,1,8
13,130284,0,1,3
13,130285,0,1,98
13,130286,0,1,3
13,130287,0,1,3
13,130291,0,1,3
13,130293,0,1,3
13,130309,0,1,3
13,130310,0,1,8
13,130313,0,1,8
13,130319,0,1,3
13,130319,0,2,3
13,130333,0,1,5
13,130334,0,1,3
13,130334,0,2,3
13,130336,0,1,5
13,130338,0,1,5
13,130347,0,1,8
13,130352,0,1,3
13,130360,0,1,3
13,130377,0,1,3
13,130385,0,1,3
13,130386,0,1,3
13,130396,0,1,8
13,130402,0,1,6
13,130412,0,1,5
13,130422,0,1,16
13,130430,0,1,8
13,130431,0,1,3
13,130434,0,1,5
13,130439,0,1,2
13,130439,0,1,9
13,130440,0,1,3
13,130445,0,1,5
13,130450,0,1,3
13,130456,0,1,3
13,130467,0,1,16
13,130472,0,1,8
13,130482,0,1,9
13,130482,0,1,10
13,130485,0,1,3
13,130492,0,1,3
13,130495,0,1,8
13,130498,0,1,3
13,130500,0,1,3
13,130502,0,1,3
13,130505,0,1,8
13,130509,0,1,9
13,130515,0,1,5
13,130532,0,1,5
13,130547,0,1,3
13,130555,0,1,14
13,130557,0,1,3
13,130558,0,1,8
13,130562,0,1,8
13,130562,0,2,8
13,130562,0,3,8
13,130564,0,1,5
13,130566,0,1,8
13,130566,0,1,12
13,130566,0,2,8
13,130566,0,2,12
13,130574,0,1,5
13,130580,0,1,3
13,130582,0,1,3
13,130583,0,1,8
13,130583,0,2,8
13,130585,0,1,3
13,130586,0,1,8
13,130586,0,1,12
13,130589,0,1,5
13,130603,0,1,3
13,130605,0,1,8
13,130605,0,1,12
13,130615,0,1,14
13,130620,0,1,3
13,130632,0,1,5
13,130648,0,1,3
13,130650,0,1,5
13,130659,0,1,5
13,130665,0,1,5
13,130669,0,1,5
13,130674,0,1,14
13,130680,0,1,3
13,130682,0,1,3
13,130689,0,1,5
13,130689,0,2,5
13,130694,0,1,8
13,130704,0,1,3
13,130706,0,1,5
13,130707,0,1,5
13,130724,0,1,8
13,130725,0,1,6
13,130726,0,1,3
13,130731,0,1,3
13,130733,0,1,3
13,130748,0,1,14
13,130750,0,1,98
13,130753,0,1,2
13,130759,0,1,3
13,130766,0,1,11
13,130768,0,1,5
13,130773,0,1,14
13,130776,0,1,8
13,130781,0,1,8
13,130786,0,1,5
13,130803,0,1,6
13,130814,0,1,9
13,130814,0,1,12
13,130816,0,1,8
13,130818,0,1,3
13,130826,0,1,3
13,130827,0,1,2
13,130831,0,1,5
13,130843,0,1,8
13,130854,0,1,3
13,130859,0,1,8
13,130868,0,1,8
13,130869,0,1,5
13,130872,0,1,99
13,130880,0,1,3
13,130893,0,1,3
13,130893,0,2,3
13,130896,0,1,3
13,130897,0,1,3
13,130902,0,1,3
13,130917,0,1,3
13,130918,0,1,5
13,130931,0,1,3
13,130940,0,1,12
13,130945,0,1,5
13,130953,0,1,3
13,130958,0,1,5
13,130959,0,1,5
13,130967,0,1,8
13,130968,0,1,3
13,130971,0,1,3
13,130972,0,1,3
13,130974,0,1,3
13,130975,0,1,5
13,130976,0,1,6
13,130977,0,1,5
13,130978,0,1,3
13,130979,0,1,98
13,130982,0,1,98
13,130987,0,1,10
13,130992,0,1,3
13,130993,0,1,12
13,130998,0,1,5
13,131009,0,1,12
13,131013,0,1,3
13,131027,0,1,5
13,131030,0,1,3
13,131037,0,1,8
13,131040,0,1,98
13,131045,0,1,5
13,131051,0,1,16
13,131052,0,1,3
13,131057,0,1,5
13,131059,0,1,5
13,131064,0,1,3
13,131065,0,1,3
13,131073,0,1,3
13,131082,0,1,3
13,131086,0,1,98
13,131087,0,1,2
13,131087,0,1,3
13,131087,0,1,12
13,131098,0,1,5
13,131103,0,1,6
13,131104,0,1,8
13,131109,0,1,98
13,131112,0,1,3
13,131116,0,1,3
13,131122,0,1,3
13,131126,0,1,3
13,131135,0,1,9
13,131135,0,1,12
13,131144,0,1,1
13,131144,0,1,3
13,131144,0,2,1
13,131144,0,2,3
13,131145,0,1,3
13,131148,0,1,12
13,131148,0,2,12
13,131148,0,3,12
13,131156,0,1,3
13,131163,0,1,3
13,131168,0,1,9
13,131168,0,2,9
13,131173,0,1,3
13,131177,0,1,3
13,131184,0,1,3
13,131192,0,1,5
13,131197,0,1,5
13,131202,0,1,8
13,131203,0,1,5
13,131207,0,1,9
13,131213,0,1,8
13,131213,0,2,8
13,131215,0,1,98
13,131218,0,1,3
13,131218,0,1,11
13,131220,0,1,98
13,131225,0,1,8
13,131225,0,1,12
13,131226,0,1,16
13,131227,0,1,9
13,131231,0,1,5
13,131239,0,1,3
13,131240,0,1,3
13,131242,0,1,3
13,131245,0,1,3
13,131247,0,1,12
13,131254,0,1,8
13,131261,0,1,14
13,131261,0,2,14
13,131262,0,1,5
13,131271,0,1,3
13,131274,0,1,3
13,131276,0,1,3
13,131282,0,1,12
13,131302,0,1,3
13,131306,0,1,8
13,131307,0,1,8
13,131309,0,1,5
13,131309,0,1,14
13,131319,0,1,3
13,131320,0,1,6
13,131321,0,1,3
13,131333,0,1,3
13,131335,0,1,3
13,131341,0,1,6
13,131342,0,1,3
13,131343,0,1,3
13,131344,0,1,8
13,131346,0,1,8
13,131353,0,1,3
13,131354,0,1,3
13,131358,0,1,3
13,131360,0,1,3
13,131361,0,1,3
13,131366,0,1,14
13,131367,0,1,3
13,131371,0,1,3
13,131374,0,1,3
13,131389,0,1,3
13,131397,0,1,5
13,131405,0,1,3
13,131409,0,1,3
13,131413,0,1,3
13,131416,0,1,3
13,131424,0,1,8
15,150002,0,1,14
15,150003,0,1,3
15,150005,0,1,3
15,150006,0,1,14
15,150007,0,1,3
15,150008,0,1,3
15,150009,0,1,3
15,150010,0,1,14
15,150010,0,2,14
15,150011,0,1,9
15,150011,0,1,12
15,150011,0,2,9
15,150011,0,2,12
15,150012,0,1,14
15,150013,0,1,3
15,150016,0,1,14
15,150017,0,1,16
15,150018,0,1,5
15,150024,0,1,14
15,150040,0,1,3
15,150042,0,1,12
15,150042,0,2,12
15,150042,0,3,12
15,150043,0,1,3
15,150047,0,1,16
15,150049,0,1,3
15,150049,0,2,3
15,150049,0,3,3
15,150051,0,1,5
15,150061,0,1,14
15,150062,0,1,3
15,150071,0,1,3
15,150073,0,1,8
15,150078,0,1,3
15,150079,0,1,14
15,150080,0,1,3
15,150083,0,1,3
15,150084,0,1,16
15,150086,0,1,3
15,150087,0,1,3
15,150088,0,1,8
15,150091,0,1,3
15,150092,0,1,8
15,150095,0,1,3
15,150096,0,1,8
15,150100,0,1,3
15,150101,0,1,3
15,150105,0,1,3
15,150106,0,1,14
15,150107,0,1,3
15,150108,0,1,3
15,150112,0,1,8
16,160002,0,1,3
16,160004,0,1,3
16,160009,0,1,12
16,160049,0,1,14
16,160061,0,1,3
16,160090,0,1,3
16,160098,0,1,3
16,160105,0,1,8
16,160105,0,2,8
16,160117,0,1,5
16,160153,0,1,8
16,160155,0,1,3
16,160156,0,1,3
16,160185,0,1,3
16,160186,0,1,3
16,160187,0,1,3
16,160200,0,1,3
16,160202,0,1,14
16,160204,0,1,3
16,160210,0,1,3
16,160213,0,1,12
16,160213,0,2,12
16,160216,0,1,5
17,170007,0,1,3
17,170011,0,1,5
17,170016,0,1,8
17,170017,0,1,8
17,170041,0,1,3
17,170043,0,1,3
17,170062,0,1,5
17,170064,0,1,3
17,170065,0,1,3
17,170067,0,1,6
17,170086,0,1,3
17,170088,0,1,99
17,170090,0,1,5
17,170094,0,1,3
17,170103,0,1,99
17,170108,0,1,3
17,170109,0,1,3
17,170110,0,1,11
17,170113,0,1,10
17,170124,0,1,3
17,170129,0,1,99
17,170133,0,1,3
17,170133,0,1,14
17,170137,0,1,5
17,170145,0,1,8
17,170149,0,1,99
17,170151,0,1,6
17,170152,0,1,3
17,170153,0,1,16
17,170175,0,1,99
17,170185,0,1,3
17,170187,0,1,12
17,170192,0,1,99
17,170194,0,1,5
17,170201,0,1,98
17,170201,0,2,98
17,170204,0,1,3
17,170209,0,1,3
17,170218,0,1,3
17,170237,0,1,9
17,170237,0,2,9
17,170237,0,3,9
17,170237,0,4,9
17,170238,0,1,8
17,170244,0,1,8
17,170244,0,2,8
17,170245,0,1,99
17,170255,0,1,3
17,170256,0,1,3
17,170256,0,2,3
17,170259,0,1,3
17,170260,0,1,14
17,170270,0,1,3
17,170270,0,1,14
17,170271,0,1,3
17,170274,0,1,6
17,170275,0,1,3
17,170279,0,1,3
17,170280,0,1,5
17,170280,0,2,5
17,170280,0,3,5
17,170280,0,4,5
17,170280,0,5,5
17,170284,0,1,99
17,170290,0,1,3
17,170291,0,1,8
17,170294,0,1,99
17,170294,0,2,99
17,170299,0,1,99
17,170323,0,1,8
17,170324,0,1,98
17,170340,0,1,3
17,170358,0,1,12
17,170361,0,1,3
17,170364,0,1,3
17,170378,0,1,12
17,170379,0,1,5
17,170380,0,1,3
17,170386,0,1,3
17,170386,0,2,3
17,170386,0,3,3
17,170392,0,1,99
17,170394,0,1,99
17,170402,0,1,99
17,170402,0,2,99
17,170406,0,1,3
17,170411,0,1,3
17,170413,0,1,5
17,170414,0,1,6
17,170438,0,1,99
17,170442,0,1,14
17,170462,0,1,99
17,170491,0,1,98
17,170500,0,1,3
17,170522,0,1,5
17,170530,0,1,6
17,170532,0,1,98
17,170536,0,1,3
17,170551,0,1,3
17,170555,0,1,99
17,170560,0,1,3
17,170577,0,1,5
17,170583,0,1,8
17,170583,0,1,12
17,170584,0,1,3
17,170584,0,2,3
17,170588,0,1,5
17,170591,0,1,5
17,170598,0,1,3
17,170599,0,1,3
17,170600,0,1,9
17,170609,0,1,98
17,170610,0,1,8
17,170611,0,1,98
17,170613,0,1,99
17,170616,0,1,3
17,170618,0,1,3
17,170619,0,1,3
17,170621,0,1,3
17,170622,0,1,3
17,170629,0,1,5
17,170635,0,1,5
17,170639,0,1,3
17,170645,0,1,3
17,170649,0,1,3
17,170653,0,1,5
17,170657,0,1,3
17,170658,0,1,3
17,170659,0,1,5
17,170666,0,1,3
17,170686,0,1,5
17,170688,0,1,9
17,170688,0,2,9
17,170693,0,1,3
17,170694,0,1,8
17,170697,0,1,3
17,170698,0,1,3
17,170700,0,1,8
17,170707,0,1,5
17,170711,0,1,99
17,170712,0,1,3
17,170718,0,1,99
17,170722,0,1,99
17,170724,0,1,99
17,170726,0,1,5
17,170736,0,1,3
17,170737,0,1,3
17,170739,0,1,3
17,170744,0,1,8
17,170746,0,1,3
17,170748,0,1,99
17,170750,0,1,3
17,170760,0,1,3
17,170766,0,1,8
17,170771,0,1,3
17,170772,0,1,3
17,170783,0,1,3
17,170784,0,1,3
17,170790,0,1,3
17,170791,0,1,3
17,170798,0,1,3
17,170802,0,1,9
17,170804,0,1,3
17,170806,0,1,99
17,170808,0,1,3
17,170812,0,1,3
17,170813,0,1,5
17,170828,0,1,99
17,170830,0,1,3
17,170837,0,1,3
17,170839,0,1,3
17,170843,0,1,3
17,170853,0,1,6
17,170863,0,1,3
17,170865,0,1,9
17,170873,0,1,3
17,170875,0,1,9
17,170877,0,1,3
17,170884,0,1,3
17,170888,0,1,3
17,170891,0,1,16
17,170893,0,1,12
17,170894,0,1,8
17,170897,0,1,6
17,170898,0,1,3
17,170899,0,1,8
17,170907,0,1,3
17,170914,0,1,3
17,170917,0,1,3
17,170918,0,1,3
17,170929,0,1,8
17,170942,0,1,8
17,170945,0,1,99
17,170946,0,1,3
17,170948,0,1,9
17,170951,0,1,6
17,170952,0,1,6
17,170954,0,1,3
17,170955,0,1,3
17,170957,0,1,99
17,170959,0,1,3
17,170961,0,1,9
17,170962,0,1,6
17,170963,0,1,5
17,170964,0,1,3
17,170966,0,1,99
17,170967,0,1,3
17,170972,0,1,99
17,170974,0,1,3
17,170976,0,1,8
18,180005,0,1,6
18,180008,0,1,16
18,180011,0,1,3
18,180012,0,1,3
18,180016,0,1,16
18,180034,0,1,3
18,180036,0,1,98
18,180069,0,1,16
18,180080,0,1,16
18,180082,0,1,8
18,180089,0,1,14
18,180094,0,1,3
18,180095,0,1,3
18,180098,0,1,8
18,180098,0,1,12
18,180098,0,2,8
18,180098,0,2,12
18,180108,0,1,5
18,180108,0,2,5
18,180109,0,1,9
18,180109,0,2,9
18,180125,0,1,3
18,180130,0,1,1
18,180130,0,1,3
18,180131,0,1,3
18,180132,0,1,14
18,180133,0,1,8
18,180141,0,1,3
18,180142,0,1,8
18,180143,0,1,3
18,180151,0,1,8
18,180152,0,1,8
18,180155,0,1,5
18,180162,0,1,5
18,180171,0,1,8
18,180173,0,1,3
18,180175,0,1,3
18,180199,0,1,5
18,180206,0,1,3
18,180214,0,1,8
18,180225,0,1,5
18,180237,0,1,8
18,180241,0,1,8
18,180242,0,1,5
18,180283,0,1,3
18,180292,0,1,14
18,180294,0,1,3
18,180303,0,1,8
18,180306,0,1,3
18,180307,0,1,8
18,180308,0,1,16
18,180323,0,1,8
18,180326,0,1,8
18,180336,0,1,3
18,180354,0,1,5
18,180355,0,1,3
18,180358,0,1,8
18,180370,0,1,14
18,180378,0,1,4
18,180380,0,1,16
18,180380,0,2,16
18,180380,0,3,16
18,180388,0,1,8
18,180389,0,1,5
18,180389,0,2,5
18,180391,0,1,3
18,180392,0,1,5
18,180403,0,1,3
18,180420,0,1,9
18,180420,0,1,12
18,180420,0,2,9
18,180420,0,2,12
18,180420,0,3,9
18,180420,0,3,12
18,180424,0,1,3
18,180431,0,1,3
18,180436,0,1,5
18,180436,0,2,5
18,180454,0,1,8
18,180462,0,1,8
18,180476,0,1,8
18,180478,0,1,3
18,180486,0,1,16
18,180490,0,1,12
18,180490,0,2,12
18,180490,0,3,12
18,180490,0,4,12
18,180490,0,5,12
18,180490,0,6,12
18,180490,0,7,12
18,180490,0,8,12
18,180490,0,9,12
18,180493,0,1,5
18,180494,0,1,14
18,180496,0,1,8
18,180501,0,1,8
18,180516,0,1,3
18,180519,0,1,5
18,180528,0,1,11
18,180529,0,1,6
18,180532,0,1,5
18,180533,0,1,8
18,180540,0,1,8
18,180560,0,1,8
18,180573,0,1,3
18,180576,0,1,14
18,180578,0,1,3
18,180582,0,1,3
18,180585,0,1,14
18,180589,0,1,3
18,180597,0,1,3
18,180600,0,1,3
18,180601,0,1,3
18,180602,0,1,5
18,180616,0,1,3
18,180617,0,1,3
18,180639,0,1,8
18,180650,0,1,8
18,180654,0,1,5
18,180655,0,1,3
18,180656,0,1,3
18,180658,0,1,1
18,180658,0,2,1
18,180658,0,3,1
18,180658,0,4,1
18,180667,0,1,3
18,180668,0,1,8
18,180668,0,2,8
18,180670,0,1,3
18,180674,0,1,3
18,180674,0,2,3
18,180682,0,1,8
18,180682,0,1,12
18,180683,0,1,8
18,180693,0,1,3
18,180694,0,1,3
18,180698,0,1,3
18,180699,0,1,8
18,180707,0,1,3
18,180711,0,1,11
18,180711,0,1,12
18,180712,0,1,3
18,180713,0,1,8
18,180721,0,1,3
18,180732,0,1,14
18,180739,0,1,5
18,180745,0,1,3
18,180747,0,1,3
18,180755,0,1,8
18,180755,0,2,8
18,180757,0,1,12
18,180759,0,1,3
18,180762,0,1,3
18,180767,0,1,8
18,180768,0,1,5
18,180772,0,1,3
18,180776,0,1,8
18,180783,0,1,8
18,180783,0,1,12
18,180785,0,1,8
18,180786,0,1,3
18,180790,0,1,8
18,180791,0,1,11
18,180797,0,1,8
18,180804,0,1,3
18,180811,0,1,8
19,190019,0,1,12
19,190019,0,2,12
19,190033,0,1,5
19,190039,0,1,8
19,190050,0,1,3
19,190055,0,1,3
19,190076,0,1,3
19,190081,0,1,3
19,190113,0,1,6
19,190113,0,2,6
19,190114,0,1,5
19,190114,0,2,98
19,190129,0,1,3
19,190130,0,1,5
19,190131,0,1,3
19,190146,0,1,3
19,190170,0,1,5
19,190171,0,1,11
19,190177,0,1,3
19,190180,0,1,11
19,190188,0,1,3
19,190188,0,2,3
19,190197,0,1,5
19,190197,0,2,5
19,190208,0,1,5
19,190209,0,1,5
19,190210,0,1,3
19,190218,0,1,5
19,190225,0,1,8
19,190249,0,1,5
19,190250,0,1,5
19,190258,0,1,3
19,190269,0,1,3
19,190270,0,1,11
19,190270,0,1,12
20,200015,0,1,5
20,200029,0,1,5
20,200041,0,1,8
20,200041,0,2,8
20,200051,0,1,3
20,200060,0,1,12
20,200061,0,1,9
20,200061,0,1,12
20,200087,0,1,8
20,200089,0,1,3
20,200091,0,1,99
20,200092,0,1,8
20,200102,0,1,3
20,200107,0,1,3
20,200128,0,1,3
20,200133,0,1,8
20,200142,0,1,5
20,200142,0,2,5
20,200159,0,1,11
20,200168,0,1,9
20,200192,0,1,12
20,200213,0,1,3
20,200223,0,1,5
20,200238,0,1,3
20,200244,0,1,11
20,200273,0,1,8
20,200276,0,1,8
20,200295,0,1,8
20,200295,0,2,8
20,200301,0,1,3
20,200334,0,1,5
20,200337,0,1,3
20,200346,0,1,8
20,200349,0,1,12
20,200350,0,1,3
20,200353,0,1,99
20,200370,0,1,12
21,210010,0,1,3
21,210020,0,1,16
21,210022,0,1,3
21,210029,0,1,98
21,210038,0,1,16
21,210055,0,1,3
21,210080,0,1,3
21,210085,0,1,16
21,210091,0,1,3
21,210094,0,1,5
21,210095,0,1,3
21,210098,0,1,3
21,210100,0,1,3
21,210107,0,1,5
21,210114,0,1,3
21,210134,0,1,9
21,210148,0,1,9
21,210149,0,1,98
21,210151,0,1,8
21,210156,0,1,5
21,210157,0,1,9
21,210157,0,2,9
21,210170,0,1,9
21,210174,0,1,98
21,210177,0,1,12
21,210180,0,1,6
21,210183,0,1,8
21,210185,0,1,4
21,210185,0,1,16
21,210190,0,1,98
21,210200,0,1,3
21,210206,0,1,98
21,210208,0,1,11
21,210218,0,1,3
21,210247,0,1,3
21,210258,0,1,98
21,210274,0,1,3
21,210285,0,1,9
21,210286,0,1,8
21,210288,0,1,5
21,210288,0,2,5
21,210288,0,3,5
21,210288,0,4,5
21,210306,0,1,16
21,210309,0,1,98
21,210315,0,1,9
21,210321,0,1,3
21,210322,0,1,3
21,210331,0,1,3
21,210336,0,1,98
21,210356,0,1,3
21,210372,0,1,14
21,210388,0,1,3
21,210395,0,1,5
21,210398,0,1,3
21,210407,0,1,3
21,210411,0,1,5
21,210422,0,1,6
21,210434,0,1,16
