STATE,ST_CASE,VEH_NO,MVIOLATN
35,350275,1,0
35,350276,1,0
35,350276,2,0
35,350277,1,0
35,350278,1,0
35,350278,2,0
35,350279,1,0
35,350279,2,0
35,350280,1,0
35,350281,1,0
35,350282,1,0
35,350283,1,0
35,350283,2,0
35,350284,1,0
35,350284,2,0
35,350286,1,0
35,350286,2,0
35,350287,1,0
35,350287,2,0
35,350287,3,0
35,350289,1,0
35,350290,1,0
35,350290,2,0
35,350291,1,0
35,350292,1,0
35,350293,1,0
35,350294,1,0
35,350295,1,0
35,350296,1,0
35,350298,1,99
35,350298,2,99
35,350299,1,0
35,350299,2,0
35,350300,1,0
35,350301,1,0
35,350302,1,0
35,350303,1,0
35,350303,2,0
35,350304,1,0
35,350305,1,0
35,350306,1,0
35,350306,2,0
35,350307,1,0
35,350307,2,0
35,350307,3,0
35,350309,1,0
35,350309,2,0
35,350310,1,0
35,350310,2,0
35,350311,1,0
35,350311,2,0
35,350312,1,0
35,350312,2,0
35,350313,1,0
35,350314,1,0
35,350315,1,0
35,350315,2,0
35,350316,1,0
35,350316,2,0
35,350317,1,0
35,350317,2,0
35,350318,1,0
35,350319,1,0
35,350320,1,0
35,350321,1,0
35,350322,1,0
35,350323,1,0
35,350324,1,0
35,350325,1,0
35,350326,1,0
35,350327,1,0
35,350328,1,0
35,350330,1,0
35,350332,1,0
35,350334,1,98
35,350334,2,0
36,360001,1,0
36,360002,1,0
36,360003,1,0
36,360004,1,23
36,360005,1,0
36,360007,1,0
36,360008,1,95
36,360009,1,0
36,360010,1,0
36,360011,1,0
36,360012,1,0
36,360013,1,0
36,360014,1,0
36,360015,1,0
36,360017,1,0
36,360018,1,0
36,360019,1,0
36,360020,1,0
36,360021,1,0
36,360022,1,0
36,360023,1,0
36,360024,1,0
36,360025,1,11
36,360026,1,0
36,360027,1,0
36,360028,1,0
36,360029,1,0
36,360030,1,0
36,360031,1,0
36,360031,2,0
36,360032,1,46
36,360033,1,0
36,360034,1,0
36,360035,1,0
36,360035,2,0
36,360036,1,3
36,360036,2,74
36,360036,2,71
36,360037,1,0
36,360038,1,0
36,360038,2,0
36,360039,1,0
36,360039,2,0
36,360040,1,0
36,360040,2,0
36,360041,1,0
36,360041,2,0
36,360042,1,0
36,360042,2,0
36,360042,3,0
36,360043,1,0
36,360043,2,0
36,360043,3,0
36,360044,1,0
36,360044,2,95
36,360045,1,11
36,360045,1,39
36,360045,2,0
36,360046,1,0
36,360046,2,0
36,360047,1,0
36,360047,2,0
36,360048,1,0
36,360048,2,0
36,360049,1,0
36,360049,2,0
36,360050,1,79
36,360050,1,89
36,360051,1,0
36,360051,2,29
36,360051,2,69
36,360052,1,0
36,360052,2,0
36,360053,1,0
36,360054,1,0
36,360054,2,95
36,360054,3,95
36,360055,1,0
36,360055,2,0
36,360056,1,0
36,360058,1,0
36,360059,1,0
36,360060,1,0
36,360060,2,0
36,360061,1,0
36,360062,1,0
36,360063,1,0
36,360064,1,0
36,360064,2,0
36,360065,1,0
36,360066,1,0
36,360067,1,11
36,360068,1,0
36,360068,2,0
36,360069,1,11
36,360069,1,71
36,360069,1,7
36,360069,2,0
36,360070,1,0
36,360071,1,0
36,360071,2,0
36,360072,1,0
36,360073,1,0
36,360074,1,0
36,360075,1,0
36,360076,1,0
36,360077,1,72
36,360077,2,74
36,360078,1,0
36,360079,1,95
36,360080,1,0
36,360081,1,0
36,360082,1,0
36,360082,2,0
36,360083,1,0
36,360084,1,72
36,360084,1,29
36,360084,1,61
36,360084,2,95
36,360085,1,0
36,360086,1,0
36,360086,2,0
36,360087,1,0
36,360087,2,0
36,360088,1,0
36,360088,2,0
36,360089,1,0
36,360090,1,0
36,360091,1,0
36,360091,2,95
36,360091,3,95
36,360092,1,0
36,360093,1,0
36,360093,2,95
36,360094,1,0
36,360094,2,0
36,360095,1,0
36,360095,2,0
36,360095,3,0
36,360095,4,95
36,360095,5,95
36,360095,6,95
36,360096,1,0
36,360096,2,0
36,360097,1,0
36,360098,1,0
36,360098,2,0
36,360099,1,0
36,360100,1,0
36,360101,1,0
36,360101,2,0
36,360103,1,0
36,360103,2,0
36,360104,1,0
36,360105,1,0
36,360106,1,0
36,360106,2,0
36,360106,3,95
36,360106,4,95
36,360106,5,95
36,360107,1,0
36,360107,2,0
36,360108,1,0
36,360108,2,0
36,360109,1,74
36,360110,1,0
36,360111,1,0
36,360111,2,0
36,360112,1,0
36,360113,1,0
36,360114,1,12
36,360114,2,0
36,360114,3,71
36,360114,3,79
36,360114,4,0
36,360114,5,0
36,360115,1,0
36,360115,2,0
36,360116,1,0
36,360116,2,0
36,360117,1,0
36,360118,1,11
36,360118,1,37
36,360118,2,0
36,360119,1,0
36,360119,2,0
36,360120,1,0
36,360121,1,0
36,360122,1,11
36,360122,2,0
36,360123,1,31
36,360123,2,0
36,360124,1,0
36,360125,1,95
36,360125,2,0
36,360126,1,0
36,360127,1,0
36,360127,2,0
36,360128,1,0
36,360128,2,0
36,360129,1,0
36,360129,2,0
36,360130,1,0
36,360131,1,0
36,360131,2,0
36,360132,1,0
36,360133,1,0
36,360134,1,0
36,360135,1,0
36,360136,1,0
36,360137,1,0
36,360137,2,0
36,360138,1,0
36,360139,1,0
36,360139,2,0
36,360140,1,0
36,360141,1,0
36,360141,2,0
36,360142,1,0
36,360143,1,0
36,360143,2,0
36,360144,1,0
36,360144,2,0
36,360145,1,0
36,360145,2,0
36,360146,1,0
36,360146,2,0
36,360147,1,0
36,360147,2,0
36,360148,1,0
36,360148,2,95
36,360148,3,95
36,360149,1,0
36,360150,1,0
36,360151,1,0
36,360152,1,0
36,360152,2,0
36,360153,1,7
36,360153,1,11
36,360154,1,0
36,360154,2,0
36,360155,1,99
36,360156,1,0
36,360156,2,0
36,360157,1,0
36,360158,1,0
36,360159,1,0
36,360160,1,0
36,360161,1,0
36,360162,1,0
36,360163,1,0
36,360164,1,0
36,360165,1,99
36,360166,1,0
36,360167,1,0
36,360168,1,0
36,360168,2,0
36,360169,1,0
36,360170,1,46
36,360171,1,0
36,360172,1,0
36,360172,2,0
36,360172,3,0
36,360172,4,0
36,360172,5,0
36,360173,1,0
36,360174,1,0
36,360175,1,0
36,360176,1,0
36,360177,1,0
36,360178,1,0
36,360179,1,0
36,360180,1,0
36,360181,1,0
36,360181,2,0
36,360182,1,0
36,360184,1,0
36,360185,1,0
36,360185,2,0
36,360186,1,0
36,360186,2,0
36,360187,1,0
36,360188,1,0
36,360189,1,0
36,360190,1,0
36,360191,1,0
36,360192,1,99
36,360193,1,11
36,360193,2,95
36,360194,1,76
36,360195,1,0
36,360195,2,95
36,360196,1,0
36,360197,1,0
36,360198,1,0
36,360199,1,71
36,360200,1,0
36,360201,1,0
36,360201,2,0
36,360202,1,0
36,360203,1,0
36,360204,1,0
36,360205,1,0
36,360205,2,0
36,360206,1,0
36,360206,2,0
36,360207,1,37
36,360207,2,0
36,360208,1,0
36,360209,1,0
36,360209,2,0
36,360210,1,0
36,360211,1,0
36,360212,1,0
36,360214,1,0
36,360215,1,0
36,360216,1,0
36,360217,1,1
36,360218,1,95
36,360218,2,7
36,360219,1,0
36,360220,1,0
36,360220,2,0
36,360221,1,95
36,360221,2,0
36,360221,3,0
36,360222,1,0
36,360222,2,11
36,360222,3,95
36,360223,1,0
36,360224,1,0
36,360225,1,0
36,360226,1,0
36,360227,1,0
36,360228,1,0
36,360228,2,72
36,360228,3,72
36,360229,1,11
36,360230,1,0
36,360231,1,0
36,360232,1,0
36,360232,2,0
36,360233,1,0
36,360234,1,0
36,360235,1,0
36,360236,1,0
36,360236,2,0
36,360237,1,89
36,360238,1,0
36,360238,2,0
36,360238,3,0
36,360239,1,0
36,360240,1,0
36,360241,1,0
36,360241,2,0
36,360242,1,0
36,360243,1,0
36,360244,1,12
36,360244,2,0
36,360245,1,0
36,360246,1,0
36,360247,1,0
36,360248,1,0
36,360249,1,74
36,360250,1,0
36,360250,2,0
36,360251,1,0
36,360251,2,0
36,360252,1,0
36,360252,2,0
36,360253,1,0
36,360253,2,0
36,360254,1,0
36,360254,2,0
36,360255,1,11
36,360255,1,74
36,360256,1,0
36,360257,1,0
36,360258,1,0
36,360258,2,0
36,360259,1,0
36,360259,2,95
36,360259,3,95
36,360259,4,95
36,360260,1,0
36,360260,2,0
36,360261,1,0
36,360261,2,0
36,360262,1,0
36,360262,2,0
36,360264,1,0
36,360265,1,0
36,360265,2,0
36,360266,1,0
36,360267,1,0
36,360268,1,0
36,360268,2,0
36,360269,1,0
36,360270,1,0
36,360271,1,0
36,360271,2,0
36,360271,3,0
36,360271,4,0
36,360272,1,0
36,360273,1,59
36,360274,1,0
36,360275,1,0
36,360276,1,0
36,360277,1,0
36,360277,2,0
36,360278,1,0
36,360278,2,0
36,360278,3,0
36,360279,1,0
36,360279,2,0
36,360280,1,0
36,360280,2,46
36,360281,1,0
36,360281,2,0
36,360281,3,0
36,360282,1,0
36,360282,2,0
36,360283,1,0
36,360283,2,0
36,360284,1,0
36,360285,1,0
36,360285,2,0
36,360286,1,0
36,360286,2,0
36,360286,3,0
36,360286,4,0
36,360287,1,0
36,360287,2,0
36,360288,1,0
36,360289,1,0
36,360290,1,0
36,360291,1,0
36,360292,1,0
36,360292,2,0
36,360293,1,0
36,360294,1,0
36,360295,1,0
36,360296,1,0
36,360296,2,0
36,360297,1,0
36,360298,1,0
36,360300,1,11
36,360301,1,46
36,360301,2,0
36,360302,1,0
36,360303,1,37
36,360303,2,0
36,360304,1,0
36,360304,2,0
36,360305,1,0
36,360306,1,0
36,360306,2,0
36,360307,1,0
36,360307,2,0
36,360308,1,0
36,360308,2,0
36,360309,1,0
36,360310,1,0
36,360311,1,0
36,360312,1,0
36,360312,2,0
36,360313,1,0
36,360314,1,0
36,360315,1,0
36,360316,1,0
36,360317,1,0
36,360318,1,0
36,360318,2,0
36,360319,1,0
36,360320,1,0
36,360321,1,0
36,360322,1,0
36,360323,1,3
36,360323,1,11
36,360324,1,0
36,360325,1,0
36,360326,1,0
36,360327,1,76
36,360328,1,0
36,360328,2,0
36,360329,1,0
36,360330,1,19
36,360330,2,0
36,360331,1,0
36,360332,1,0
36,360333,1,0
36,360334,1,0
36,360335,1,0
36,360336,1,46
36,360336,2,0
36,360337,1,0
36,360337,2,0
36,360338,1,0
36,360339,1,0
36,360340,1,0
36,360341,1,0
36,360342,1,0
36,360343,1,0
36,360344,1,0
36,360345,1,0
36,360346,1,0
36,360347,1,0
36,360348,1,11
36,360348,2,0
36,360349,1,0
36,360350,1,0
36,360350,2,95
36,360350,3,95
36,360351,1,0
36,360352,1,11
36,360352,2,0
36,360353,1,0
36,360353,2,71
36,360354,1,0
36,360354,2,0
36,360356,1,0
36,360357,1,0
36,360358,1,0
36,360359,1,0
36,360359,2,0
36,360360,1,0
36,360361,1,0
36,360362,1,0
36,360363,1,71
36,360364,1,0
36,360365,1,0
36,360366,1,0
36,360366,2,0
36,360367,1,52
36,360367,2,0
36,360368,1,0
36,360368,2,0
36,360368,3,95
36,360368,4,95
36,360369,1,0
36,360370,1,0
36,360371,1,46
36,360371,2,0
36,360372,1,12
36,360372,1,3
36,360372,2,0
36,360372,3,0
36,360373,1,0
36,360373,2,95
36,360374,1,0
36,360374,2,0
36,360375,1,11
36,360376,1,0
36,360377,1,38
36,360377,2,0
36,360378,1,0
36,360379,1,0
36,360380,1,0
36,360381,1,0
36,360382,1,0
36,360383,1,37
36,360383,2,0
36,360384,1,0
36,360385,1,0
36,360387,1,0
36,360387,2,58
36,360387,3,0
36,360388,1,0
36,360388,2,0
36,360389,1,0
36,360390,1,0
36,360391,1,0
36,360391,2,0
36,360392,1,0
36,360393,1,0
36,360394,1,0
36,360395,1,0
36,360395,2,95
36,360395,3,0
36,360396,1,0
36,360397,1,4
36,360397,1,79
36,360398,1,0
36,360399,1,0
36,360399,2,0
36,360400,1,0
36,360401,1,0
36,360402,1,0
36,360403,1,69
36,360403,2,0
36,360404,1,0
36,360404,2,0
36,360405,1,0
36,360405,2,0
36,360405,3,0
36,360406,1,0
36,360406,2,0
36,360407,1,0
36,360407,2,0
36,360407,3,0
36,360408,1,0
36,360408,2,0
36,360409,1,0
36,360410,1,0
36,360411,1,22
36,360411,1,71
36,360411,1,79
36,360412,1,0
36,360413,1,0
36,360414,1,0
36,360415,1,0
36,360415,2,0
36,360416,1,49
36,360416,1,79
36,360416,2,0
36,360416,3,0
36,360417,1,0
36,360417,2,0
36,360418,1,0
36,360419,1,0
36,360420,1,0
36,360420,2,0
36,360421,1,0
36,360422,1,19
36,360423,1,0
36,360423,2,0
36,360424,1,0
36,360424,2,0
36,360425,1,0
36,360425,2,0
36,360426,1,0
36,360427,1,0
36,360427,2,0
36,360428,1,0
36,360428,2,0
36,360429,1,0
36,360430,1,0
36,360431,1,0
36,360431,2,0
36,360432,1,0
36,360433,1,22
36,360433,1,31
36,360434,1,0
36,360435,1,0
36,360436,1,0
36,360437,1,0
36,360438,1,11
36,360438,1,71
36,360439,1,0
36,360440,1,0
36,360440,2,0
36,360441,1,0
36,360442,1,0
36,360443,1,0
36,360444,1,0
36,360445,1,0
36,360446,1,0
36,360447,1,0
36,360448,1,71
36,360448,2,0
36,360449,1,0
36,360449,2,0
36,360450,1,0
36,360450,2,0
36,360451,1,0
36,360451,2,0
36,360452,1,0
36,360452,2,0
36,360453,1,0
36,360453,2,95
36,360454,1,0
36,360454,2,0
36,360455,1,0
36,360456,1,0
36,360456,2,0
36,360457,1,0
36,360457,2,0
36,360458,1,0
36,360458,2,0
36,360459,1,0
36,360459,2,0
36,360460,1,0
36,360460,2,0
36,360461,1,0
36,360462,1,0
36,360463,1,0
36,360463,2,95
36,360464,1,0
36,360465,1,0
36,360465,2,95
36,360466,1,0
36,360467,1,0
36,360468,1,0
36,360469,1,0
36,360469,2,0
36,360470,1,0
36,360470,2,0
36,360471,1,0
36,360472,1,59
36,360472,2,0
36,360473,1,0
36,360473,2,95
36,360474,1,0
36,360474,2,0
36,360474,3,0
36,360475,1,0
36,360476,1,4
36,360477,1,0
36,360477,2,0
36,360478,1,0
36,360479,1,59
36,360479,1,2
36,360479,2,0
36,360480,1,0
36,360481,1,0
36,360482,1,0
36,360482,2,37
36,360482,3,95
36,360483,1,0
36,360484,1,0
36,360484,2,0
36,360485,1,0
36,360486,1,0
36,360487,1,0
36,360488,1,0
36,360488,2,0
36,360489,1,11
36,360489,2,0
36,360489,3,0
36,360490,1,0
36,360491,1,0
36,360491,2,0
36,360491,3,0
36,360492,1,0
36,360493,1,0
36,360493,2,95
36,360493,3,95
36,360494,1,0
36,360494,2,0
36,360494,3,0
36,360495,1,0
36,360496,1,0
36,360497,1,0
36,360498,1,0
36,360499,1,0
36,360499,2,0
36,360500,1,0
36,360501,1,0
36,360502,1,0
36,360502,2,0
36,360503,1,0
36,360504,1,0
36,360505,1,0
36,360506,1,37
36,360506,2,0
36,360507,1,0
36,360507,2,0
36,360508,1,0
36,360509,1,0
36,360510,1,0
36,360511,1,0
36,360512,1,0
36,360513,1,0
36,360514,1,0
36,360515,1,0
36,360516,1,0
36,360517,1,0
36,360518,1,4
36,360519,1,0
36,360519,2,0
36,360520,1,0
36,360521,1,0
36,360522,1,0
36,360523,1,0
36,360524,1,0
36,360525,1,0
36,360526,1,0
36,360527,1,0
36,360528,1,0
36,360528,2,95
36,360529,1,0
36,360530,1,0
36,360531,1,0
36,360531,2,0
36,360532,1,0
36,360532,2,0
36,360533,1,0
36,360533,2,0
36,360533,3,0
36,360534,1,0
36,360535,1,0
36,360536,1,0
36,360537,1,12
36,360537,1,89
36,360538,1,7
36,360538,2,0
36,360538,3,95
36,360539,1,0
36,360540,1,0
36,360541,1,0
36,360542,1,76
36,360542,2,0
36,360543,1,11
36,360544,1,2
36,360544,2,0
36,360544,3,0
36,360545,1,0
36,360546,1,0
36,360547,1,37
36,360547,2,0
36,360548,1,0
36,360549,1,0
36,360549,2,0
36,360550,1,0
36,360551,1,0
36,360551,2,0
36,360552,1,0
36,360552,2,0
36,360553,1,0
36,360553,2,0
36,360554,1,0
36,360554,2,0
36,360555,1,0
36,360555,2,0
36,360556,1,0
36,360556,2,0
36,360556,3,95
36,360556,4,95
36,360557,1,0
36,360557,2,0
36,360558,1,0
36,360559,1,0
36,360559,2,0
36,360560,1,0
36,360561,1,0
36,360562,1,0
36,360562,2,95
36,360563,1,0
36,360563,2,0
36,360564,1,0
36,360565,1,0
36,360566,1,22
36,360566,1,81
36,360567,1,0
36,360568,1,0
36,360568,2,0
36,360569,1,0
36,360569,2,0
36,360569,3,0
36,360570,1,0
36,360571,1,0
36,360572,1,0
36,360573,1,0
36,360574,1,95
36,360574,2,0
36,360574,3,0
36,360575,1,0
36,360576,1,0
36,360577,1,0
36,360577,2,95
36,360578,1,0
36,360578,2,95
36,360579,1,0
36,360580,1,83
36,360580,1,89
36,360581,1,0
36,360583,1,7
36,360584,1,0
36,360585,1,0
36,360586,1,0
36,360586,2,0
36,360587,1,0
36,360587,2,0
36,360588,1,0
36,360588,2,0
36,360589,1,0
36,360589,2,0
36,360590,1,79
36,360591,1,0
36,360592,1,0
36,360593,1,0
36,360594,1,0
36,360595,1,0
36,360596,1,0
36,360597,1,79
36,360598,1,0
36,360599,1,37
36,360599,2,0
36,360600,1,0
36,360601,1,0
36,360602,1,0
36,360603,1,0
36,360604,1,0
36,360604,2,0
36,360605,1,0
36,360606,1,0
36,360607,1,0
36,360608,1,0
36,360609,1,0
36,360609,2,0
36,360610,1,0
36,360611,1,0
36,360612,1,0
36,360613,1,0
36,360613,2,11
36,360613,2,71
36,360614,1,0
36,360615,1,0
36,360616,1,0
36,360616,2,0
36,360617,1,0
36,360618,1,0
36,360618,2,95
36,360619,1,0
36,360619,2,0
36,360620,1,71
36,360620,2,0
36,360621,1,0
36,360621,2,0
36,360622,1,0
36,360622,2,95
36,360622,3,95
36,360623,1,0
36,360624,1,0
36,360625,1,0
36,360626,1,0
36,360627,1,95
36,360627,2,0
36,360627,3,0
36,360628,1,0
36,360629,1,0
36,360630,1,95
36,360630,2,0
36,360630,3,79
36,360631,1,0
36,360632,1,0
36,360633,1,0
36,360634,1,0
36,360635,1,0
36,360636,1,0
36,360637,1,31
36,360637,1,46
36,360638,1,0
36,360638,2,95
36,360639,1,46
36,360639,2,0
36,360640,1,0
36,360641,1,0
36,360642,1,0
36,360643,1,0
36,360644,1,0
36,360645,1,0
36,360646,1,0
36,360647,1,0
36,360648,1,0
36,360649,1,0
36,360649,2,95
36,360650,1,0
36,360651,1,0
36,360652,1,0
36,360653,1,0
36,360653,2,0
36,360654,1,0
36,360655,1,0
36,360655,2,0
36,360656,1,0
36,360657,1,0
36,360658,1,0
36,360659,1,0
36,360660,1,0
36,360661,1,0
36,360661,2,95
36,360662,1,71
36,360663,1,0
36,360664,1,0
36,360665,1,0
36,360665,2,0
36,360666,1,0
36,360666,2,0
36,360666,3,0
36,360666,4,0
36,360666,5,0
36,360667,1,0
36,360667,2,0
36,360668,1,0
36,360669,1,11
36,360670,1,0
36,360672,1,0
36,360673,1,0
36,360673,2,0
36,360674,1,0
36,360674,2,0
36,360675,1,95
36,360675,2,0
36,360676,1,38
36,360676,2,0
36,360677,1,0
36,360677,2,7
36,360677,2,72
36,360678,1,79
36,360679,1,0
36,360679,2,0
36,360680,1,11
36,360680,1,3
36,360681,1,0
36,360682,1,76
36,360682,2,0
36,360683,1,0
36,360684,1,79
36,360685,1,0
36,360686,1,0
36,360686,2,92
36,360686,2,79
36,360687,1,0
36,360688,1,0
36,360689,1,0
36,360690,1,46
36,360690,2,0
36,360691,1,0
36,360691,2,0
36,360692,1,46
36,360692,2,0
36,360693,1,72
36,360693,2,0
36,360694,1,0
36,360695,1,0
36,360696,1,0
36,360697,1,7
36,360697,1,71
36,360698,1,11
36,360699,1,0
36,360700,1,37
36,360700,2,0
36,360701,1,0
36,360702,1,46
36,360703,1,0
36,360704,1,0
36,360704,2,0
36,360704,3,0
36,360704,4,0
36,360705,1,0
36,360706,1,0
36,360707,1,37
36,360707,2,0
36,360708,1,0
36,360708,2,0
36,360709,1,0
36,360710,1,0
36,360710,2,7
36,360710,2,11
36,360711,1,0
36,360712,1,0
36,360713,1,0
36,360714,1,0
36,360715,1,0
36,360715,2,0
36,360715,3,0
36,360716,1,11
36,360716,1,79
36,360717,1,0
36,360717,2,0
36,360717,3,95
36,360718,1,0
36,360718,2,0
36,360718,3,95
36,360719,1,12
36,360719,1,18
36,360719,1,11
36,360720,1,0
36,360721,1,0
36,360722,1,0
36,360723,1,0
36,360724,1,0
36,360725,1,0
36,360726,1,0
36,360727,1,0
36,360728,1,0
36,360729,1,0
36,360729,2,0
36,360729,3,0
36,360730,1,0
36,360730,2,0
36,360730,3,0
36,360731,1,0
36,360731,2,98
36,360732,1,95
36,360732,2,0
36,360733,1,39
36,360733,2,0
36,360734,1,11
36,360734,1,69
36,360734,2,0
36,360735,1,0
36,360735,2,0
36,360736,1,0
36,360737,1,0
36,360738,1,0
36,360739,1,0
36,360739,2,0
36,360740,1,7
36,360740,1,11
36,360740,2,95
36,360740,3,0
36,360740,4,95
36,360741,1,0
36,360741,2,0
36,360742,1,0
36,360743,1,0
36,360743,2,95
36,360744,1,0
36,360745,1,0
36,360745,2,0
36,360745,3,0
36,360745,4,0
36,360746,1,0
36,360747,1,7
36,360747,2,95
36,360748,1,0
36,360749,1,0
36,360749,2,42
36,360750,1,0
36,360751,1,0
36,360751,2,0
36,360752,1,74
36,360752,1,76
36,360753,1,0
36,360753,2,0
36,360754,1,0
36,360755,1,0
36,360756,1,0
36,360756,2,0
36,360756,3,39
36,360756,3,46
36,360757,1,0
36,360758,1,0
36,360759,1,0
36,360760,1,11
36,360760,1,12
36,360760,1,69
36,360761,1,0
36,360762,1,0
36,360763,1,0
36,360764,1,0
36,360765,1,0
36,360765,2,0
36,360766,1,0
36,360766,2,0
36,360766,3,0
36,360767,1,0
36,360767,2,0
36,360768,1,0
36,360768,2,0
36,360768,3,0
36,360769,1,0
36,360769,2,0
36,360770,1,0
36,360771,1,0
36,360772,1,59
36,360772,1,69
36,360772,2,0
36,360773,1,46
36,360773,2,0
36,360774,1,46
36,360774,2,0
36,360775,1,0
36,360776,1,0
36,360776,2,0
36,360777,1,0
36,360778,1,7
36,360778,1,18
36,360778,1,74
36,360779,1,0
36,360779,2,0
36,360780,1,0
36,360781,1,0
36,360781,2,49
36,360782,1,0
36,360783,1,0
36,360784,1,0
36,360786,1,14
36,360786,1,23
36,360786,1,59
36,360787,1,23
36,360787,2,0
36,360787,3,7
36,360787,3,61
36,360788,1,0
36,360788,2,0
36,360789,1,0
36,360790,1,0
36,360790,2,95
36,360791,1,0
36,360791,2,0
36,360792,1,0
36,360793,1,0
36,360794,1,0
36,360795,1,0
36,360796,1,0
36,360796,2,0
36,360796,3,71
36,360796,4,0
36,360796,5,0
36,360796,6,0
36,360797,1,0
36,360798,1,61
36,360798,1,7
36,360799,1,0
36,360800,1,0
36,360801,1,0
36,360802,1,0
36,360803,1,0
36,360804,1,0
36,360805,1,0
36,360805,2,0
36,360806,1,0
36,360807,1,0
36,360807,2,0
36,360808,1,0
36,360809,1,74
36,360809,2,0
36,360810,1,11
36,360810,1,3
36,360810,1,7
36,360811,1,11
36,360812,1,0
36,360813,1,0
36,360813,2,0
36,360814,1,0
36,360815,1,0
36,360816,1,0
36,360817,1,0
36,360818,1,0
36,360818,2,49
36,360819,1,0
36,360819,2,0
36,360820,1,0
36,360821,1,0
36,360822,1,0
36,360823,1,0
36,360823,2,0
36,360824,1,0
36,360825,1,0
36,360825,2,95
36,360826,1,0
36,360827,1,46
36,360827,1,71
36,360827,2,0
36,360828,1,0
36,360829,1,0
36,360829,2,95
36,360829,3,95
36,360830,1,83
36,360832,1,0
36,360832,2,0
36,360833,1,0
36,360833,2,0
36,360833,3,0
36,360834,1,0
36,360835,1,0
36,360836,1,0
36,360837,1,0
36,360838,1,0
36,360839,1,0
36,360840,1,22
36,360840,1,11
36,360840,1,18
36,360841,1,0
36,360842,1,0
36,360843,1,0
36,360844,1,0
36,360845,1,0
36,360845,2,0
36,360846,1,0
36,360847,1,0
36,360848,1,0
36,360848,2,0
36,360848,3,0
36,360849,1,0
36,360850,1,0
36,360851,1,0
36,360851,2,9
36,360851,2,11
36,360852,1,0
36,360853,1,0
36,360853,2,0
36,360854,1,0
36,360854,2,0
36,360855,1,0
36,360855,2,0
36,360856,1,0
36,360857,1,0
36,360858,1,0
36,360859,1,0
36,360859,2,0
36,360860,1,0
36,360860,2,0
36,360861,1,0
36,360862,1,0
36,360863,1,0
36,360864,1,0
36,360864,2,95
36,360864,3,95
36,360864,4,95
36,360865,1,0
36,360865,2,0
36,360865,3,0
36,360865,4,0
36,360866,1,0
36,360867,1,0
36,360867,2,46
36,360868,1,0
36,360868,2,0
36,360869,1,9
36,360870,1,0
36,360871,1,0
36,360872,1,0
36,360873,1,0
36,360874,1,71
36,360874,2,0
36,360875,1,0
36,360875,2,0
36,360876,1,72
36,360877,1,0
36,360877,2,0
36,360878,1,0
36,360879,1,46
36,360880,1,0
36,360880,2,0
36,360880,3,0
36,360881,1,0
36,360882,1,0
36,360883,1,0
36,360884,1,11
36,360884,1,37
36,360884,1,59
36,360885,1,3
36,360885,1,71
36,360885,2,0
36,360885,3,0
36,360885,4,0
36,360886,1,79
36,360887,1,0
36,360887,2,0
36,360888,1,0
36,360889,1,0
36,360890,1,0
36,360891,1,0
36,360892,1,0
36,360893,1,0
36,360894,1,19
36,360894,1,59
36,360894,2,0
36,360895,1,0
36,360895,2,0
36,360896,1,0
36,360897,1,0
36,360897,2,0
36,360898,1,0
36,360898,2,0
36,360899,1,0
36,360900,1,49
36,360900,2,0
36,360900,3,95
36,360901,1,0
36,360901,2,0
36,360902,1,0
36,360902,2,0
36,360903,1,0
36,360904,1,0
36,360904,2,0
36,360906,1,0
36,360907,1,0
36,360908,1,39
36,360908,1,83
36,360908,2,0
36,360909,1,95
36,360909,2,0
36,360910,1,42
36,360910,2,0
36,360911,1,0
36,360912,1,0
36,360913,1,0
36,360913,2,0
36,360914,1,74
36,360914,1,81
36,360915,1,0
36,360915,2,0
36,360916,1,0
36,360916,2,0
36,360917,1,19
36,360918,1,0
36,360919,1,0
36,360919,2,0
36,360920,1,0
36,360921,1,0
36,360921,2,95
36,360922,1,0
36,360922,2,95
36,360923,1,0
36,360924,1,0
36,360925,1,71
36,360925,2,0
36,360926,1,0
36,360927,1,0
36,360927,2,0
36,360928,1,0
36,360928,2,0
36,360929,1,0
36,360929,2,0
36,360930,1,0
36,360931,1,0
36,360931,2,0
36,360932,1,0
36,360933,1,0
36,360934,1,0
36,360935,1,0
36,360935,2,0
36,360935,3,95
36,360935,4,95
36,360936,1,0
36,360937,1,0
36,360938,1,0
36,360938,2,62
36,360938,2,2
36,360938,2,11
36,360939,1,0
36,360940,1,0
36,360941,1,11
36,360942,1,0
36,360943,1,0
36,360943,2,0
36,360944,1,0
36,360945,1,0
36,360946,1,0
36,360947,1,0
36,360947,2,0
36,360948,1,0
36,360949,1,0
36,360950,1,0
36,360951,1,0
36,360952,1,0
36,360952,2,0
36,360953,1,0
36,360954,1,7
36,360954,1,46
36,360955,1,0
36,360956,1,0
36,360957,1,0
36,360958,1,0
36,360959,1,0
36,360959,2,0
36,360960,1,0
36,360960,2,95
36,360961,1,0
36,360962,1,0
36,360963,1,95
36,360963,2,0
36,360964,1,0
36,360964,2,0
36,360965,1,0
36,360965,2,0
36,360966,1,0
36,360967,1,0
36,360968,1,0
36,360968,2,0
36,360968,3,12
36,360969,1,0
36,360970,1,0
36,360970,2,0
36,360971,1,0
36,360971,2,0
36,360972,1,0
36,360972,2,0
36,360972,3,0
36,360973,1,0
36,360973,2,0
